username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
c*****x,"Fungsi:work itu banget
Desain:mewah
Spesifikasi:sesuai dengan harapan

Alhamdulillah pesanan saya telah sampai dengan selamat terimakasih seller sesuai dengan deskripsi dan work it 
Buat yg mau beli komputer jangan ragu di toko ini",5,13,1763446259,fungsi work itu banget desain mewah spesifikasi sesuai dengan harapan alhamdulillah pesanan saya telah sampai dengan selamat terimakasih seller sesuai dengan deskripsi dan work it buat yg mau beli komputer jangan ragu di toko ini,fungsi work itu banget desain mewah spesifikasi sesuai dengan harapan alhamdulillah pesanan saya telah sampai dengan selamat terimakasih seller sesuai dengan deskripsi dan work it buat yg mau beli komputer jangan ragu di toko ini,35,positive,0.75
ainulyaqin175,Alhamdulillah berfungsi dengan baik pengiriman rapi dan tidak ada kerusakan apa pun amanah,5,0,1764453774,alhamdulillah berfungsi dengan baik pengiriman rapi dan tidak ada kerusakan apa pun amanah,alhamdulillah berfungsi dengan baik pengiriman rapi dan tidak ada kerusakan apa pun amanah,13,neutral,0.55
angga_wahyudi,"Fungsi:bekerja dngan baik
Desain:menarik

Toko amanah sesuai pesanan",5,2,1764436319,fungsi bekerja dngan baik desain menarik toko amanah sesuai pesanan,fungsi bekerja dngan baik desain menarik toko amanah sesuai pesanan,10,positive,0.75
risaalawiah177,"Bagus sesuai harga, sayang bonus doogle wifi nya ga nyala. Tp GPP..",5,2,1763446712,bagus sesuai harga sayang bonus doogle wifi nya ga nyala tp gpp,bagus sesuai harga sayang bonus doogle wifi nya ga nyala tp gpp,12,positive,0.75
t*****7,"Fungsi:ok
Desain:bagus
Spesifikasi:lumayan

Belum di tes semoga awet",3,7,1761175118,fungsi ok desain bagus spesifikasi lumayan belum di tes semoga awet,fungsi ok desain bagus spesifikasi lumayan belum di tes semoga awet,11,positive,0.75
seahafis,Barang sudah sampai packing rapih pakai kayu tapi belum dicoba semoga bisa nyala,5,5,1765883538,barang sudah sampai packing rapih pakai kayu tapi belum dicoba semoga bisa nyala,barang sudah sampai packing rapih pakai kayu tapi belum dicoba semoga bisa nyala,13,neutral,0.55
irpan_hatuwe,Mantap. Toko amanah. Packingnya kuat bgt. Smpe  di ambon maluku dengan baik. Rapi.,5,1,1763440369,mantap toko amanah packingnya kuat bgt smpe di ambon maluku dengan baik rapi,mantap toko amanah packingnya kuat bgt smpe di ambon maluku dengan baik rapi,13,positive,0.75
benbenzz294,"Fungsi:sangat bagus
Desain:menarik dan esteti

geming editing",5,1,1765592741,fungsi sangat bagus desain menarik dan esteti geming editing,fungsi sangat bagus desain menarik dan esteti geming editing,9,positive,0.75
doni.okley,"Fungsi:sesuai
Desain:menarik
Kegunaan:baik

Terima kasih min",5,1,1758692167,fungsi sesuai desain menarik kegunaan baik terima kasih min,fungsi sesuai desain menarik kegunaan baik terima kasih min,9,positive,0.75
radhikawidhyalfiansyah,"Desain:ok
Fungsi:sebagai mesti nya
Kegunaan:editing",5,0,1764125291,desain ok fungsi sebagai mesti nya kegunaan editing,desain ok fungsi sebagai mesti nya kegunaan editing,8,neutral,0.55
nuriel.al.haira,"pesan 2 kipas dapat 1 kipas dan lodingnya tidak bisa, alias tudak bisa di pakai",3,9,1763713699,pesan 2 kipas dapat 1 kipas dan lodingnya tidak bisa alias tudak bisa di pakai,pesan 2 kipas dapat 1 kipas dan lodingnya tidak bisa alias tudak bisa di pakai,15,negative,0.75
randyaditya75,"Fungsi:mantap
Desain:Keren.menyala abangku
Kegunaan:GAMING",5,0,1763440432,fungsi mantap desain keren menyala abangku kegunaan gaming,fungsi mantap desain keren menyala abangku kegunaan gaming,8,positive,0.75
thalita_fatin,,5,0,1765296895,,,1,neutral,0.55
kasjani22,,5,1,1758895619,,,1,neutral,0.55
auraulda,,5,5,1763446372,,,1,neutral,0.55
farhan15052018,,5,1,1763441114,,,1,neutral,0.55
b*****d,,5,2,1763442185,,,1,neutral,0.55
g*****i,"Desain:kerren
Fungsi:Alhamdulillah selain kipas .. lainnya masih berjalan baik .  sudah seminggu 

Gak ada gamenya .. masih proses nanya .. dideskripsi kataya di instal skaligus.

Kalo game harus request+updatevga ,
Kipas prosesor rusak,daya dinamonya sudah ndak kuat, di fasilitasi ganti, tapi onkir ndak seimbang dengan harga barang.. ",3,5,1765906413,desain kerren fungsi alhamdulillah selain kipas lainnya masih berjalan baik sudah seminggu gak ada gamenya masih proses nanya dideskripsi kataya di instal skaligus kalo game harus request updatevga kipas prosesor rusak daya dinamonya sudah ndak kuat di fasilitasi ganti tapi onkir ndak seimbang dengan harga barang,desain kerren fungsi alhamdulillah selain kipas lainnya masih berjalan baik sudah seminggu gak ada gamenya masih proses nanya dideskripsi kataya di instal skaligus kalo game harus request updatevga kipas prosesor rusak daya dinamonya sudah ndak kuat di fasilitasi ganti tapi onkir ndak seimbang dengan harga barang,46,negative,0.75
rahmirobi,"Alhamdulillah masya Alloh tabarakalloh,,hatur nuhun sing awet pisan aamiin",5,1,1763442714,alhamdulillah masya alloh tabarakalloh hatur nuhun sing awet pisan aamiin,alhamdulillah masya alloh tabarakalloh hatur nuhun sing awet pisan aamiin,10,neutral,0.55
f*****0,"Fungsi:CPU NYA BERFUNGSI DENGAN BAIK
Desain:casing nya bagus",5,2,1763443232,fungsi cpu nya berfungsi dengan baik desain casing nya bagus,fungsi cpu nya berfungsi dengan baik desain casing nya bagus,10,positive,0.75
c*****y,,5,1,1763446176,,,1,neutral,0.55
bintangdevelopernbwt,,5,2,1764258991,,,1,neutral,0.55
renzzz777,"Fungsi:blom d coba
Desain:ok mantap
Spesifikasi:ok",5,0,1763446271,fungsi blom d coba desain ok mantap spesifikasi ok,fungsi blom d coba desain ok mantap spesifikasi ok,9,positive,0.75
iwannasiri,,5,0,1751288647,,,1,neutral,0.55
khodan83,,5,2,1763441411,,,1,neutral,0.55
musafir_phone,,5,1,1763442065,,,1,neutral,0.55
unding_jonga,,5,0,1764838148,,,1,neutral,0.55
hilman_alrasyid,,5,1,1763441927,,,1,neutral,0.55
n*****l,,5,0,1763441277,,,1,neutral,0.55
i*****r,,5,0,1763443194,,,1,neutral,0.55
sarsitisiti253,Fungsi:bekerja dengan baik,5,0,1763441904,fungsi bekerja dengan baik,fungsi bekerja dengan baik,4,neutral,0.55
npadiaproject,,5,0,1763441376,,,1,neutral,0.55
endang_margana,,5,2,1759967763,,,1,neutral,0.55
ckr5obt7d3,Alhamdulillah bagus. sesuai. Terima kasih banyak. Semoga awett. Aamiin..,5,1,1763446054,alhamdulillah bagus sesuai terima kasih banyak semoga awett aamiin,alhamdulillah bagus sesuai terima kasih banyak semoga awett aamiin,9,positive,0.75
ahmad7170,,5,0,1764454848,,,1,neutral,0.55
00xvlbpzj_,,5,1,1763442556,,,1,neutral,0.55
naomigaming,Fungsi:Seusai harga,5,1,1759203565,fungsi seusai harga,fungsi seusai harga,3,neutral,0.55
faizawwalu,Kerenn sihh minn tapii cumaa ituu kabell nya yang kurang rapii dikitt,5,0,1763442046,kerenn sihh minn tapii cumaa ituu kabell nya yang kurang rapii dikitt,kerenn sihh minn tapii cumaa ituu kabell nya yang kurang rapii dikitt,12,negative,0.75
f*****a,"respon seller cepet....bisa consult via chat
barang sesuai
berfungsi
moga awet",5,0,1763441577,respon seller cepet bisa consult via chat barang sesuai berfungsi moga awet,respon seller cepet bisa consult via chat barang sesuai berfungsi moga awet,12,positive,0.75
a_ngongo82,"Fungsi:bekerja dengan baik
Desain:sangat elegan
Kegunaan:sangat berguna untuk macam2 keperluan",5,0,1763443024,fungsi bekerja dengan baik desain sangat elegan kegunaan sangat berguna untuk macam2 keperluan,fungsi bekerja dengan baik desain sangat elegan kegunaan sangat berguna untuk macam2 keperluan,13,neutral,0.55
ekoimamsutrisno,"warna request putih, yg datang hitam
utk os, msh bisa ditolerir",3,2,1764125048,warna request putih yg datang hitam utk os msh bisa ditolerir,warna request putih yg datang hitam utk os msh bisa ditolerir,11,neutral,0.55
macihliska,"Fungsi:Normal tidak ada kendala
Desain:Rakitan Rapih
Kegunaan:Cpu Standard ram8gb/ssd512gb/windows10/64bit",5,0,1763441435,fungsi normal tidak ada kendala desain rakitan rapih kegunaan cpu standard ram8gb ssd512gb windows10 64bit,fungsi normal tidak ada kendala desain rakitan rapih kegunaan cpu standard ram8gb ssd512gb windows10 64bit,15,negative,0.75
kudapan76,"Fungsi:belom dicoba
Desain:bagus",5,1,1763589051,fungsi belom dicoba desain bagus,fungsi belom dicoba desain bagus,5,positive,0.75
_718ui0gvn,"Fungsi:belum dicoba
Desain:bagus",5,0,1747818465,fungsi belum dicoba desain bagus,fungsi belum dicoba desain bagus,5,positive,0.75
g*****3,"PC berguna dengan baik, cable management rapih
Puas banget",5,0,1763441552,pc berguna dengan baik cable management rapih puas banget,pc berguna dengan baik cable management rapih puas banget,9,positive,0.75
fixedstore8,"Fungsi:baik
Desain:baikk

Awalnya saya ragu krna datang takut rusak ternyata packing super aman pake kayu josss pokoknya..",5,0,1763440351,fungsi baik desain baikk awalnya saya ragu krna datang takut rusak ternyata packing super aman pake kayu josss pokoknya,fungsi baik desain baikk awalnya saya ragu krna datang takut rusak ternyata packing super aman pake kayu josss pokoknya,19,negative,0.75
senandunggamers,"Desain:mantap
Fungsi:beroperasi dengan baik, mnatap

semoga awet tahan lama",5,0,1763440483,desain mantap fungsi beroperasi dengan baik mnatap semoga awet tahan lama,desain mantap fungsi beroperasi dengan baik mnatap semoga awet tahan lama,11,neutral,0.55
kevin_cell_computer,,5,0,1763442546,,,1,neutral,0.55
mur150589,"Fungsi:bekerja dengan baik
Desain:menarik
Kegunaan:sesuai harapan",5,0,1763442818,fungsi bekerja dengan baik desain menarik kegunaan sesuai harapan,fungsi bekerja dengan baik desain menarik kegunaan sesuai harapan,9,positive,0.75
rival_du,"Fungsi:aman
Desain:bagus
Kegunaan:aman

Bagus...ada lampunya..wlaupun hitam tetap terlihat cantik ktna ad lampunya..mksih seller..packingan mantap..pake kayu..ngak boong...seller amanah..mksih seller",5,1,1763442264,fungsi aman desain bagus kegunaan aman bagus ada lampunya wlaupun hitam tetap terlihat cantik ktna ad lampunya mksih seller packingan mantap pake kayu ngak boong seller amanah mksih seller,fungsi aman desain bagus kegunaan aman bagus ada lampunya wlaupun hitam tetap terlihat cantik ktna ad lampunya mksih seller packingan mantap pake kayu ngak boong seller amanah mksih seller,29,positive,0.75
radja69,,5,0,1764125300,,,1,neutral,0.55
dedeagus014,"Desain:Keren
Kegunaan:satset pengirimannya

Barang sdh sampai , tp blm di cek",5,0,1763440974,desain keren kegunaan satset pengirimannya barang sdh sampai tp blm di cek,desain keren kegunaan satset pengirimannya barang sdh sampai tp blm di cek,12,positive,0.75
shalsaa012,Fungsi:berfungsi dengan baik,4,1,1758895577,fungsi berfungsi dengan baik,fungsi berfungsi dengan baik,4,neutral,0.55
fermyyantotarigan,Fungsi:mantap,5,0,1763441621,fungsi mantap,fungsi mantap,2,positive,0.75
sisurya72,"Fungsi:pc
Desain:bagus
Kegunaan:komputer, belum di coba,semoga bagus",5,0,1763442899,fungsi pc desain bagus kegunaan komputer belum di coba semoga bagus,fungsi pc desain bagus kegunaan komputer belum di coba semoga bagus,11,positive,0.75
r*****t,"Fungsi:beroperasi dengan baik
Desain:menarik",5,0,1764861932,fungsi beroperasi dengan baik desain menarik,fungsi beroperasi dengan baik desain menarik,6,neutral,0.55
muhammadfadil25,"Fungsi:bekerja dengan baik
Desain:good condition",5,0,1763442616,fungsi bekerja dengan baik desain good condition,fungsi bekerja dengan baik desain good condition,7,neutral,0.55
wahyurentalps,Bagus sesuai deskripsi,5,0,1763440539,bagus sesuai deskripsi,bagus sesuai deskripsi,3,positive,0.75
biggift,"Desain:ok
Fungsi:ok
Kegunaan:ok

Ok",5,0,1763440486,desain ok fungsi ok kegunaan ok ok,desain ok fungsi ok kegunaan ok ok,7,neutral,0.55
madinastoree.id,"Kegunaan:pesennya apa datangnya apa,aneh

di deskirpsi softweare udah di instal semua
pas datang cuma ada dua yang buat editing,katanya free file game,satupun aga ada file di dalam pc
emang kagak sesuai deskripsi sama foto produk

giliran di tanya malah suruh baca desakripsi",1,1,1764669852,kegunaan pesennya apa datangnya apa aneh di deskirpsi softweare udah di instal semua pas datang cuma ada dua yang buat editing katanya free file game satupun aga ada file di dalam pc emang kagak sesuai deskripsi sama foto produk giliran di tanya malah suruh baca desakripsi,kegunaan pesennya apa datangnya apa aneh di deskirpsi softweare udah di instal semua pas datang cuma ada dua yang buat editing katanya free file game satupun aga ada file di dalam pc emang kagak sesuai deskripsi sama foto produk giliran di tanya malah suruh baca desakripsi,46,positive,0.75
t*****9,,4,1,1763446234,,,1,neutral,0.55
ravennbece,,4,1,1765906430,,,1,neutral,0.55
alii.abdullah,Apk yang di instal tidak sesuai yang ada di deskripsi cuma ada 2 apk,3,0,1764125034,apk yang di instal tidak sesuai yang ada di deskripsi cuma ada 2 apk,apk yang di instal tidak sesuai yang ada di deskripsi cuma ada 2 apk,14,neutral,0.55
dedeiros,barang bagus,5,0,1765371887,barang bagus,barang bagus,2,positive,0.75
h*****2,Gak ad vga nya,1,0,1764124877,gak ad vga nya,gak ad vga nya,4,neutral,0.55
biancopray,"Berfungsi dengan baik dan bagus, semoga awet dan bisa di pakai jangka panjanh",5,0,1764983348,berfungsi dengan baik dan bagus semoga awet dan bisa di pakai jangka panjanh,berfungsi dengan baik dan bagus semoga awet dan bisa di pakai jangka panjanh,13,positive,0.75
a*****n,"Desain:berfungsi normal
Fungsi:bekerja dengan baik
Kegunaan:tinggal upgrade vga card 4G

Untuk digital recording ok sekali",5,0,1764125210,desain berfungsi normal fungsi bekerja dengan baik kegunaan tinggal upgrade vga card 4g untuk digital recording ok sekali,desain berfungsi normal fungsi bekerja dengan baik kegunaan tinggal upgrade vga card 4g untuk digital recording ok sekali,18,neutral,0.55
winarnobudo,"Fungsi:baik normal
Desain:menarik

Normal, cepat, amanah, 3 unit",5,0,1764293261,fungsi baik normal desain menarik normal cepat amanah 3 unit,fungsi baik normal desain menarik normal cepat amanah 3 unit,10,positive,0.75
winarnobudo,"Fungsi:bagus ok
Kegunaan:normal 
Desain:kecil manis, elegan

Sangat baik
Toko Amanah, respon cepat, recomanded....",5,0,1764125252,fungsi bagus ok kegunaan normal desain kecil manis elegan sangat baik toko amanah respon cepat recomanded,fungsi bagus ok kegunaan normal desain kecil manis elegan sangat baik toko amanah respon cepat recomanded,16,positive,0.75
adendioz,"Desain:lumayan
Fungsi:baik

Saya ulasa dengan jujur teman teman
Penjual tidak amanah dan tidak jujur kawan saya pesan yang 2 fan / kipasa malah yang dapat cpu standar
Dan lucunya lagi penjual di minta tanggung jawab sekaan tidak mau malah mau di kirim satu saja yang satu alasan nya udah di ganti lamu  LED kan konyol
Kamu yang mau Bali bisa lihat histori chat saya di ulasan",1,2,1765453919,desain lumayan fungsi baik saya ulasa dengan jujur teman teman penjual tidak amanah dan tidak jujur kawan saya pesan yang 2 fan kipasa malah yang dapat cpu standar dan lucunya lagi penjual di minta tanggung jawab sekaan tidak mau malah mau di kirim satu saja yang satu alasan nya udah di ganti lamu led kan konyol kamu yang mau bali bisa lihat histori chat saya di ulasan,desain lumayan fungsi baik saya ulasa dengan jujur teman teman penjual tidak amanah dan tidak jujur kawan saya pesan yang 2 fan kipasa malah yang dapat cpu standar dan lucunya lagi penjual di minta tanggung jawab sekaan tidak mau malah mau di kirim satu saja yang satu alasan nya udah di ganti lamu led kan konyol kamu yang mau bali bisa lihat histori chat saya di ulasan,67,negative,0.75
elriobeat,"Sampai di papua selatan,Merauke dengan Keadaan Normal admin Ramah❤️",5,0,1763440213,sampai di papua selatan merauke dengan keadaan normal admin ramah,sampai di papua selatan merauke dengan keadaan normal admin ramah,10,neutral,0.55
delicestore,"Desain:keren banget
Fungsi:bekerja dengan baik.. no kendala

Selller ramah,,mudah diajak konsultasi.. Produk sesuai iklan..  Rekomendasi seller..
Semoga awet...nex belanja lagi",5,0,1763440461,desain keren banget fungsi bekerja dengan baik no kendala selller ramah mudah diajak konsultasi produk sesuai iklan rekomendasi seller semoga awet nex belanja lagi,desain keren banget fungsi bekerja dengan baik no kendala selller ramah mudah diajak konsultasi produk sesuai iklan rekomendasi seller semoga awet nex belanja lagi,24,positive,0.75
nurlel4,"Semuanya lengkap, barang masih bagus... 
Terima kasih Shoppe, trma kasih Kurir",5,0,1763440875,semuanya lengkap barang masih bagus terima kasih shoppe trma kasih kurir,semuanya lengkap barang masih bagus terima kasih shoppe trma kasih kurir,11,positive,0.75
firmanbaf08,"Respon toko dan admin cepat, barang tiba dgn baik packingny baik, cuma sayang untuk gameny harus diseting2 dulu gak langsung bisa dimainkan, Secara All okela, thanks untuk tokonya dan shopie",4,0,1763441357,respon toko dan admin cepat barang tiba dgn baik packingny baik cuma sayang untuk gameny harus diseting2 dulu gak langsung bisa dimainkan secara all okela thanks untuk tokonya dan shopie,respon toko dan admin cepat barang tiba dgn baik packingny baik cuma sayang untuk gameny harus diseting2 dulu gak langsung bisa dimainkan secara all okela thanks untuk tokonya dan shopie,30,positive,0.75
azzril_15_,"Fungsi:belum dicoba
Desain:keren
Kegunaan:belum di coba masih menunggu monitor nya datang",5,2,1763441403,fungsi belum dicoba desain keren kegunaan belum di coba masih menunggu monitor nya datang,fungsi belum dicoba desain keren kegunaan belum di coba masih menunggu monitor nya datang,14,positive,0.75
riandika2113,"Fungsi:Langsung pasang aja.
Desain:Dapat bonus mantap
Kegunaan:Walaupun ada yg benkok bagian case nya masih fungsi",5,1,1763441547,fungsi langsung pasang aja desain dapat bonus mantap kegunaan walaupun ada yg benkok bagian case nya masih fungsi,fungsi langsung pasang aja desain dapat bonus mantap kegunaan walaupun ada yg benkok bagian case nya masih fungsi,18,positive,0.75
hokkitabag,"Desain:barang yg datang tidak sesuai pesanan, dikirim model lain, padahal sudah chat sebelumnnya, payahhh untung gk dikirim spek yg standar",1,4,1764125082,desain barang yg datang tidak sesuai pesanan dikirim model lain padahal sudah chat sebelumnnya payahhh untung gk dikirim spek yg standar,desain barang yg datang tidak sesuai pesanan dikirim model lain padahal sudah chat sebelumnnya payahhh untung gk dikirim spek yg standar,21,neutral,0.55
dmpx1ce84k,"Fungsi:bagus bgt cuman memory agak kendor
Desain:mantap rekomd bgt",5,0,1763442206,fungsi bagus bgt cuman memory agak kendor desain mantap rekomd bgt,fungsi bagus bgt cuman memory agak kendor desain mantap rekomd bgt,11,positive,0.75
fartcell9,"Fungsi:dgn baik
Desain:krenlaah mantap
Kegunaan:multi pungsi",5,0,1763442335,fungsi dgn baik desain krenlaah mantap kegunaan multi pungsi,fungsi dgn baik desain krenlaah mantap kegunaan multi pungsi,9,positive,0.75
novaopickdevara,"Fungsi:bekerja dengan baik
Desain:bagus

Sesuai harapan..lancar jaya. Nex order lagi di toko ini",5,0,1763446606,fungsi bekerja dengan baik desain bagus sesuai harapan lancar jaya nex order lagi di toko ini,fungsi bekerja dengan baik desain bagus sesuai harapan lancar jaya nex order lagi di toko ini,16,positive,0.75
xhlsj2i8jb,"Desain:baik
Fungsi:baik
Spesifikasi:bagus

Bagus sesuai harga",5,2,1763446882,desain baik fungsi baik spesifikasi bagus bagus sesuai harga,desain baik fungsi baik spesifikasi bagus bagus sesuai harga,9,positive,0.75
a*****r,,5,0,1765521973,,,1,neutral,0.55
tedyhidayat,"Fungsi:ok
Desain:keren

Sesuai pesanan",4,0,1765717438,fungsi ok desain keren sesuai pesanan,fungsi ok desain keren sesuai pesanan,6,positive,0.75
