username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
b4ng_joe,"Garansi:1 tahun langsung aktif
Keaslian:100% original
Kondisi Barang:mulus BNIB

Mantaappp, dijamin asli tembus semua 👍👍",5,10,1762704690,garansi 1 tahun langsung aktif keaslian 100 original kondisi barang mulus bnib mantaappp dijamin asli tembus semua,garansi 1 tahun langsung aktif keaslian 100 original kondisi barang mulus bnib mantaappp dijamin asli tembus semua,17,negative,0.2530381679534912
s*****6,"Garansi:resmi samsung guys
Keaslian:terjamin asli original
Kondisi Barang:asli segel mulus

Beli di sini barang terjamin original segel utuh no repack2 bonusnya melimpah beda sama toko yg di onoh agak pelit juga hehee but overal saya suka pelayanan sellernya good semua pertanyaan selalu di jawab dngan sabar makasih buat semuanya smoga tokonya maju terus selalu jaga kpercayaan costumernya 👍👍👍👍👍👍",5,22,1764584688,garansi resmi samsung guys keaslian terjamin asli original kondisi barang asli segel mulus beli di sini barang terjamin original segel utuh no repack2 bonusnya melimpah beda sama toko yg di onoh agak pelit juga hehee but overal saya suka pelayanan sellernya good semua pertanyaan selalu di jawab dngan sabar makasih buat semuanya smoga tokonya maju terus selalu jaga kpercayaan costumernya,garansi resmi samsung guys keaslian terjamin asli original kondisi barang asli segel mulus beli di sini barang terjamin original segel utuh no repack2 bonusnya melimpah beda sama toko yg di onoh agak pelit juga hehee but overal saya suka pelayanan sellernya good semua pertanyaan selalu di jawab dngan sabar makasih buat semuanya smoga tokonya maju terus selalu jaga kpercayaan costumernya,60,negative,0.33034786581993103
ndosembiring,"Kondisi Barang:baru segel mantap
Garansi:gatau
Keaslian:asli

Feel dipegangnya terasa ok,emang flagshipnya Samsung mantap
Bantu info garansi min",5,6,1764749346,kondisi barang baru segel mantap garansi gatau keaslian asli feel dipegangnya terasa ok emang flagshipnya samsung mantap bantu info garansi min,kondisi barang baru segel mantap garansi gatau keaslian asli feel dipegangnya terasa ok emang flagshipnya samsung mantap bantu info garansi min,21,negative,0.3263217806816101
astriherani,"Kondisi Barang:baru
Garansi:terjamin
Keaslian:original

Sangat puas, respon seller cepat, dan alhamdulilah sesuai ekspektasi, mudah2 hpnya awet dan tidak ada kendala apapun..",5,4,1760293085,kondisi barang baru garansi terjamin keaslian original sangat puas respon seller cepat dan alhamdulilah sesuai ekspektasi mudah2 hpnya awet dan tidak ada kendala apapun,kondisi barang baru garansi terjamin keaslian original sangat puas respon seller cepat dan alhamdulilah sesuai ekspektasi mudah2 hpnya awet dan tidak ada kendala apapun,24,negative,0.3065298795700073
atiekummuali,MasyaAllah... keren pakingnya... barangnya jg mulus dan ok. Serasa dapet gift special.,5,2,1759619236,masyaallah keren pakingnya barangnya jg mulus dan ok serasa dapet gift special,masyaallah keren pakingnya barangnya jg mulus dan ok serasa dapet gift special,12,negative,0.30522310733795166
d*****e,"Keaslian:pasti original
Pengalaman:smartphone compect yang gahar
Kualitas:sangat bagus

packaging nya mantep toko yang lain pasti LEWAT plus banyak bonusnya pokoknya ga bakalan nyesel, buat yang lagi pilih pilih product samsung beli di sini aman dan menyenangkan.",5,36,1762857211,keaslian pasti original pengalaman smartphone compect yang gahar kualitas sangat bagus packaging nya mantep toko yang lain pasti lewat plus banyak bonusnya pokoknya ga bakalan nyesel buat yang lagi pilih pilih product samsung beli di sini aman dan menyenangkan,keaslian pasti original pengalaman smartphone compect yang gahar kualitas sangat bagus packaging nya mantep toko yang lain pasti lewat plus banyak bonusnya pokoknya ga bakalan nyesel buat yang lagi pilih pilih product samsung beli di sini aman dan menyenangkan,39,negative,0.3468419909477234
taufik_akbar,"Garansi:Resmi terdaftar berlaku 1 tahun sejak didaftarkan
Kondisi Barang:kondisi bagus tanpa cacat
Keaslian:Alhamdulillah Asli, udah teregister di my samsung.

Pengiriman super cepat ke Balikpapan, check out tanggal 3, tanggal 6 Mei udah sampai! Packaging-nya keren banget—pakai bubble wrap, box eksklusif, plus dibungkus kayak kado… berasa banget dapat hadiah. Ada notes manis juga dari penjual.

Bonusnya juga gak main-main: dapat Galaxy Fit3, kepala charger, buku catatan, sama gantungan kunci. Beli pas lagi live, harganya paling oke! Adminnya juga ramah dan fast response.

Pokoknya puas banget belanja di sini. Makasih banyak, ya! Toko ini bisa banget jadi langganan kalau cari HP. Bintang 5 tanpa ragu!",5,6,1761906159,garansi resmi terdaftar berlaku 1 tahun sejak didaftarkan kondisi barang kondisi bagus tanpa cacat keaslian alhamdulillah asli udah teregister di my samsung pengiriman super cepat ke balikpapan check out tanggal 3 tanggal 6 mei udah sampai packaging nya keren banget pakai bubble wrap box eksklusif plus dibungkus kayak kado berasa banget dapat hadiah ada notes manis juga dari penjual bonusnya juga gak main main dapat galaxy fit3 kepala charger buku catatan sama gantungan kunci beli pas lagi live harganya paling oke adminnya juga ramah dan fast response pokoknya puas banget belanja di sini makasih banyak ya toko ini bisa banget jadi langganan kalau cari hp bintang 5 tanpa ragu,garansi resmi terdaftar berlaku 1 tahun sejak didaftarkan kondisi barang kondisi bagus tanpa cacat keaslian alhamdulillah asli udah teregister di my samsung pengiriman super cepat ke balikpapan check out tanggal 3 tanggal 6 mei udah sampai packaging nya keren banget pakai bubble wrap box eksklusif plus dibungkus kayak kado berasa banget dapat hadiah ada notes manis juga dari penjual bonusnya juga gak main main dapat galaxy fit3 kepala charger buku catatan sama gantungan kunci beli pas lagi live harganya paling oke adminnya juga ramah dan fast response pokoknya puas banget belanja di sini makasih banyak ya toko ini bisa banget jadi langganan kalau cari hp bintang 5 tanpa ragu,109,negative,0.3514368534088135
tonyahmad1910,"Fitur Terbaik:barang original
Sepadan dengan Harga:puas dengan pelayanan

admin responsif, pengiriman baik, packing baik banyak bonus, jamin original bukan repack
rekomended seller",5,56,1764584851,fitur terbaik barang original sepadan dengan harga puas dengan pelayanan admin responsif pengiriman baik packing baik banyak bonus jamin original bukan repack rekomended seller,fitur terbaik barang original sepadan dengan harga puas dengan pelayanan admin responsif pengiriman baik packing baik banyak bonus jamin original bukan repack rekomended seller,24,negative,0.33592209219932556
i*****s,"Pelayanan bagus, responsif, pengiriman cepat, Inshaa Allah barang ori & awet. Suka bgt sm desain mungil S23 ini ☺️",5,9,1759704936,pelayanan bagus responsif pengiriman cepat inshaa allah barang ori awet suka bgt sm desain mungil s23 ini,pelayanan bagus responsif pengiriman cepat inshaa allah barang ori awet suka bgt sm desain mungil s23 ini,17,negative,0.3138311803340912
emyahya_,"Keaslian:asli sein
Kondisi Barang:luar biasa
Pengalaman:banyak bonusnya di toko ini

seller fast respon , BNIB garansi baru aktif ketika hp dihidupkan ,, banyak bonusnya 
pengiriman termasuk cepat",5,3,1763575196,keaslian asli sein kondisi barang luar biasa pengalaman banyak bonusnya di toko ini seller fast respon bnib garansi baru aktif ketika hp dihidupkan banyak bonusnya pengiriman termasuk cepat,keaslian asli sein kondisi barang luar biasa pengalaman banyak bonusnya di toko ini seller fast respon bnib garansi baru aktif ketika hp dihidupkan banyak bonusnya pengiriman termasuk cepat,28,negative,0.29674607515335083
