username,comment,rating,likes,create_time,userid,orderid,product_name,product_type,product_label,comment_usefulness
y*****a,"Kapasitas:full banyak kantong
Styling:oc good
Sepadan dengan Uang:oc sesuai

Paket diterima dengan baik dan bagus tasnya tks reseler amanah....",5,0,2023-05-07T05:53:42,725868271,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
ritafer_,"Tampilan:ok
Warna:ok

Busanya tebal, ukuran besar.",5,1,2023-06-27T02:16:29,79192916,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
b*****9,"Barangnya bagus.. pengirimanya cepat, sukses terus kak!",5,1,2024-06-30T12:04:28,423262225,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
qdz75gada8,"Desain:ok
Warna:abu
Ketebalan:tebal

Semoga tasnya awet",5,1,2025-08-29T05:39:43,829228163,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
wahyuliliuszen669,Tampilan:bagus,5,1,2025-09-14T00:47:45,738171802,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
y*****8,"Sbnernya Dr awal saya Emang krg suka, krna menurutq dgn harga hampir 200rb tpi kyaknya biasa aja, krna permintaan anakq yg Uda sma maunya model itu, ya gmn lagi, jdi beli deh, wes pkok anakq suka, mamanya ikut aja",3,1,2024-07-21T14:03:16,537579743,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
urielili,"baguss tasnya... keren, harga jg sangat terjangkau
makasihh",5,1,2023-06-27T02:14:35,10799887,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,berguna
e*****e,"Desain:bagus
Warna:bagus
Ketebalan:bagus

Barang diterima dengan baik sesuai pesanan sangat bagus Terima kasih seller Terima kasih abang kurir",5,1,2025-08-08T05:51:19,696473404,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
s*****d,"Tampilan:real pict
Warna:baguss

Tasnya realpict banget. Bahannya juga bagus lembut. Ga recommend buat yg laptopnya 15inch ++ apalagi 16inch. Kekecilan, kasian laptop klean gais. Busanya juga kurang aman karna tipiss.
But buat yg laptopnya kecil ini tas bagooss bangett harus beli. Bagus juga buat main",4,11,2024-07-17T02:58:22,56509781,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
e*****3,"Desain:bagus
Warna:hitam
Ketebalan:tebal

Pengirimannya cepat sampai barang sesuai pesanan terimakasih",5,0,2025-06-23T08:13:42,74022055,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
t*****i,,5,0,2024-07-18T16:17:43,181861649,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
s*****a,Trima kasih,5,0,2024-05-29T09:20:53,103399312,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
g*****a,"Tampilan:oke, ganteng
Warna:oke

Rekomendasi.. gaisss",5,0,2023-07-16T01:46:42,158866888,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
_yofgh0zrp,"Desain:bagus
Warna:hitam
Ketebalan:agak tipis tapi tapi gpp",5,0,2025-07-20T10:53:22,1402219067,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
thonifarrelfaeza,"Sepadan dengan Uang:bagus cuma gapake kardus tas jd kesannya kaya tas yg di jual di pasar2 gitu.
Kapasitas:lumayan",5,2,2023-10-13T18:08:24,82247204,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
dinayarif,,5,0,2024-04-15T01:07:01,282710266,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
nazla_rubiana,,5,1,2023-01-30T08:20:54,59212186,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
aburaza202,Desain:bagus,5,0,2025-07-12T09:59:23,1206961837,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
yanimulyani734,"Desain:simple
Warna:hitam
Ketebalan:gak tebal soalnya bahan nya waterproof, tapi gak tipis murahan, ini sih barangnya bagus cocok untuk anak sekolahan dan dewasa",4,0,2024-07-31T09:01:49,804990847,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
seliaaaaahhhapriliya,"Warna:sesuai
Tampilan:baguss

Barangnya sangat bagus saudara saya sangat suka sesuai di foto juga di deskripsi, tasnya benaran anti air pokoknya mantap kualitasnya. Maaf ga sempat foto sudah di ambil saudara soalnya",5,0,2023-07-16T12:05:52,290121602,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
safrinabdrazak,"Desain:keren
Warna:sesuai dengan pesanan
Ketebalan:sangat tebal",5,0,2025-08-09T08:34:07,1136585389,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
yunita0517,,5,0,2023-12-28T11:21:53,68769038,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
dwirahmayuni10,,5,0,2024-06-18T11:16:00,394840620,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
bunda.kiki23,Baguss,5,0,2023-07-09T08:35:10,222645127,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
,"Warna:abu
Tampilan:oke

Tasnya ringan jadi ga pegal bawanya",4,1,2024-04-12T10:27:02,1117797417,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
rafala123,,5,0,2023-02-25T04:54:28,121745885,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
nurifah141,,5,0,2024-08-07T09:28:35,560111396,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
dini_srfh,"Warna:sesuai
Tampilan:keren

Mantap",5,0,2023-11-30T12:56:43,627591445,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
adinhaidar,Bagus. Rekomendasi banget,5,0,2025-07-19T07:11:56,48800108,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
5vt4fegf4o,,5,0,2025-07-31T03:45:50,1451880321,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
r*****_,"tas nya bagus, bahan tasnya bagus. pokoknya suka",5,0,2023-06-06T04:46:52,143060214,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
wpgxai0ur9,"Desain:bagus
Warna:hitam
Ketebalan:lumayan

Tasnya bagus ketebalan ny jg lumayan untuk harga segitu",5,0,2024-05-04T14:05:19,1071101352,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
miaamalia12345,Keren tas nya bagus bgt terimakasih sukses terus buat toko nya the best,5,0,2023-10-06T07:34:36,83763635,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
aulianissa165,"Desain:bagus
Warna:cerah
Ketebalan:bagus

Pertama kali beli di toko ini barangnya bagus seller ramah dan fast respon...tks",5,0,2024-07-28T07:13:15,988914854,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
aryosetosatrio,"Desain:ok
Warna:sesuai
Ketebalan:tebal dan halus

Dah sampai ka tasnya... Bagus halus bahannya.... Makasih ka.",5,0,2024-05-26T11:29:25,138709006,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
oki_pradipa,Tasnya bagus. Serius. Bahannya juga enak. Semoga awet jahitannya. Pengiriman cepat. Sehari sampai,5,0,2023-03-31T04:40:59,787210874,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
ramosriakay,Ketebalan tas kurang memuaskan. Tks.,3,0,2025-09-10T11:11:59,261044617,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
amirruddin007,Mantap,5,0,2024-09-07T11:42:21,889340748,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
a74yxqq3k4,Bagus suka banget,5,0,2023-07-13T10:51:40,838737614,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
onedra1,bagus bagus bagus bagus,5,0,2023-07-15T01:00:06,11967324,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
dikiwahyudi154,Bagussss,5,0,2024-07-08T13:16:50,652990338,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
udin_batubata,"Desain:keren dan modis
Warna:sangat bagus dan keren
Ketebalan:lumayan tebal",5,0,2025-05-06T01:47:52,1238885077,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
8p22xlztkk,Tampilan:Bagus banget bahannya,5,0,2024-02-28T09:38:39,821760106,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
m*****a,"Warna:hitam
Tampilan:best

Bagus banget anjayyyy, recommended siii",5,0,2023-01-15T07:42:29,276971494,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
naf1208,,5,0,2024-03-13T06:35:47,620804576,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
welemulyabu,"Tampilan:mantul realpict
Warna:sesuai

Bahan halus anti air",5,0,2023-12-16T11:10:26,652522040,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
masuqis,"Desain:elegan
Warna:sesuai pesanan
Ketebalan:tebal",5,0,2024-07-29T10:20:15,277368659,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
2670hy2mqu,Desain:bagus,5,0,2024-07-14T06:34:04,458564681,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
nur_m123,Desain:keren,5,0,2024-09-14T12:33:41,130575040,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
bundagayatri,"Warna:hitam
Tampilan:bagus,elegan

Pokoknya bagus",5,0,2023-06-24T12:53:39,769280507,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
zqv08o9xln,"Tampilan:bagus..
Warna:Sesuai

Bahannya tebal dan nggak kasar.. Good",5,0,2023-07-09T12:36:56,491977752,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
bayur_na,"Paking bagus aman sampai tujuan
No minus , masih baru
Belum di coba",5,0,2024-01-26T04:50:12,444978569,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
h*****6,"Desain:sederhana namun elegan
Warna:sangat bagus sesuai dengan foto
Ketebalan:barang tebal tidak seperti kerupuk",5,0,2025-07-19T07:14:23,1487546058,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
a*****a,"Desain:pas
Warna:ok
Ketebalan:tipis

Jaitan talinya kurang yakin bisa kuat 
Harus d tambah tali tambahan",5,0,2025-09-08T11:20:20,133428588,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
bundadipo,,4,0,2023-06-22T11:22:23,243770956,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
supriatiethi,"Desain:oke
Warna:oke
Ketebalan:lumayan",5,0,2024-06-05T09:37:29,193907225,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
sigitarinugroho82,"Tampilan:okkkk
Warna:baguss

Terima.kaaih.. .",5,0,2023-12-27T03:04:22,148684910,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
sugiati_ahnaf,Untuk anakku yg kelas 6 kurang gede dikit tapi bahan oke bagus bngt,4,0,2025-07-18T11:22:04,300630021,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
17z_3ummqh,"Pertimbangan lagi klo mau beli,tidak bisa di batalkan, penjualnya juga tidak respon chat ,nyesel saya beli di sini karena ada kesalahan alamat mau ganti,tidak di respon alhasil paket ngilang, thanks punjul ramah",2,0,2025-07-11T08:50:34,945139764,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
rezzzz812,Desain:hi bagus sekali tas nya,4,0,2024-07-22T12:25:27,1125296378,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
egafarendi,"Desain:bagus
Warna:bagus
Ketebalan:tebel",5,0,2025-09-11T12:50:23,918223923,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
ov95zas_of,Kecil,1,0,2023-09-30T21:47:18,923543206,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
budisan1009,"Desain:bagus
Warna:sesuai
Ketebalan:coll",4,0,2024-08-14T07:28:48,209097107,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
mira3a1,,3,0,2022-07-25T04:21:48,96838019,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
hakdhwjksdhh,,3,0,2023-12-13T10:30:21,473263694,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
fvoot9msv0,"Warna:hitam
Tampilan:bagus

Lumayan",4,0,2023-09-14T13:49:08,798163373,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
ika_dodo.070599,Ketebalan:mantap,4,0,2024-06-29T00:27:29,320283205,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
tonykurniawan0,Tidak sesuai yg di gambar yg Dateng malah beda,1,0,2024-09-29T06:11:59,428856056,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
v*****n,"Resleting nya nggak kuat, belum apa² udah patah",3,0,2024-07-02T09:35:16,221684476,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
sikunwe,"Desain:sangat baik
Warna:hitam, sesuai yg diinginkan
Ketebalan:cukup tebal

Paket dah diterima, packing bisa tapi aman.
Trimakasih",5,0,2025-08-10T13:56:49,111397774,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
udin_batubata,"Desain:mantap jiwa
Warna:sangat keren dan bahan nya bagus
Ketebalan:barang bagus dan lumayan tebal",5,0,2025-10-01T02:10:09,1238885077,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
lo5wij3y_e,"Desain:tampilan bagus
Warna:sesuai
Ketebalan:kurang tebal

Lumanyan worth itu untuk harga segitu. Hanya untuk busa, kurang tebal sedikit. Tapi nggak apa2. Secara keseluruhan, bagus. Mudah2han awet untuk mondok nanti. Pengiriman cepat. Kurir ramah. Bagus secara keseluruhan.",5,0,2025-07-01T23:17:53,1080650188,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
zunun683,"Desain:bagus
Warna:bagus tapi harus hati-hati soalnya warna abu jadi gampang kotor
Ketebalan:tebal

Bagus semoga awet ya Allah",5,0,2025-06-29T10:46:48,1052088458,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
l*****e,"Warna:hitam
Tampilan:eksklusive

Ranselnya bagus, banyak tempat untuk menyimpan barang kecil yang diperlukan . Bahan ransel tidak basah saat kena air.",5,0,2023-11-02T09:09:06,47831264,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
r*****t,pesanan sudah sampai dengan selamat dan sesuai dengan pesanan,5,1,2025-07-02T03:04:16,30859686,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
galerifbcreative,"Warna:Bagus bgt
Tampilan:ok

Terima kasih seller sudah kirim sesuai pesanan",5,0,2024-04-29T06:00:38,6851761,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
talitazahran17,"Kepala resletingna pecah, udh kita buat komplen, tetapi hrga pngembaliannya tdk sesuai dgn hrga toko. Rugiii d daya klw gt.. 😔😔😔😔",2,1,2024-07-17T06:02:08,172593974,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
alfanasayoga,"Warna:Hitam
Tampilan:Mantap👍

Ok makasih gak nyesel dah beli lumayan bahan nyaman untuk harga segitu sih worth it pengiriman pun cepet makasih seller",5,0,2023-09-16T12:38:13,493984864,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
venynoviyanti928,"Desain:tampilanya keren tidak pasaran
Warna:sesuai yang dipesan
Ketebalan:sesuai harga bagussss

The best lah sesuai harga kualitasya",5,0,2024-06-05T10:13:14,879064893,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
syahrulsaja218,"Warna:Abu
Tampilan:Mantap

Sesuai dengan yang diharapkan😃, pengiriman juga cepat tasnya juga muat buat nyimpan laptop. 
Terbaik dah🔥",5,0,2024-03-29T13:17:32,1177683591,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
nurhermanwati,Bahannya halus lembut... Bagus pkoknya👍👍👍,5,0,2024-07-18T04:29:07,56526477,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna
amirruddin007,Mantap,5,0,2024-12-29T10:17:47,889340748,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
yulierafli,,5,0,2024-06-15T07:29:38,32190143,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
uxyswqur9r,"Desain:ok
Warna:ok
Ketebalan:ok",5,0,2024-06-02T07:27:47,537854625,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna
jesikamanurung924,,5,0,2024-07-16T05:19:26,1087423990,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
evy_suyenti,,5,0,2024-06-25T01:56:07,4195965,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
yuliaayu06,,5,0,2024-06-29T00:29:54,43529619,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna
nesalesthare,,5,0,2024-07-06T09:45:36,115509292,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
yenidwiseptiana98,,5,0,2024-07-07T06:38:44,310045525,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
mischa2024,,5,0,2024-08-12T08:40:45,116704201,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
inayzuzu,,5,0,2024-08-10T11:16:53,36873127,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna
