username,comment,rating,likes,create_time,userid,orderid,product_name,product_type,product_label,comment_usefulness,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,suspicion_score,fake_pred,fake_score,sentiment_val,likes_term,rating_term,trust_score
arifitrians23,Kualitas bagus. Realpict dan keren ini aku berdua sm pacar aku. Jd bisa buat cwk atau cwk wkwkwkwk mantep pokoknya ,5.0,7,2023-12-09T12:52:30+00:00,25712683,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,berguna,kualitas bagus realpict keren aku dua sm pacar aku jd buat cwk cwk wkwkwkwk mantep pokok,kualitas bagus realpict keren aku dua sm pacar aku jd buat cwk cwk wkwkwkwk mantep pokok,16,negative,0.3187027871608734,88,0.0,0.25,0.0,1.0,0.2625,0,0.2625,0.0,0.1006829392417181,0.2,27.7
riestar,Bahan luarnya bagus bangettt... Suka... Banyak tempat penyimpanan... tempat untuk laptop ada busa.. Tp sayang antara bagian dalam dan bagian saku hanya ada pelapis tipis aja ga ada busa lagi..,5.0,3,2025-10-14T15:13:55+00:00,32413027,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,bahan luar bagus bangettt suka banyak tempat simpan tempat laptop busa tp sayang bagi bagi saku lap tipis aja ga busa,bahan luar bagus bangettt suka banyak tempat simpan tempat laptop busa tp sayang bagi bagi saku lap tipis aja ga busa,21,negative,0.3851092755794525,117,0.017094017094017,0.2857142857142857,0.0,1.0,0.2757020757020757,0,0.2757020757020757,0.0,0.051836355863656425,0.2,23.1
j*****i,"Desain:simpel dan elegaan
Warna:warna sesuai ekspetasi

Gaa usah ragu buat beli ini taas yaa 
harga sangat cocok  di kantong pelajar 
bisa  banget buat bawa banyak banrang , termasuk bawa laptop",5.0,4,2025-10-14T15:13:27+00:00,728557356,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain simpel elegaan warna warna sesuai ekspetasi gaa usah ragu buat beli taas yaa harga sangat cocok kantong ajar banget buat bawa banyak banrang masuk bawa laptop,desain simpel elegaan warna warna sesuai ekspetasi gaa usah ragu buat beli taas yaa harga sangat cocok kantong ajar banget buat bawa banyak banrang masuk bawa laptop,27,negative,0.3842361867427826,165,0.0242424242424242,0.2222222222222222,0.0,1.0,0.2616161616161616,0,0.2616161616161616,0.0,0.06593599079287214,0.2,24.51
muhammad121501faris,"Desain:bagus
Warna:sangat bagus
Ketebalan:barang juga tebal

Ada perlu perbaikan kerpian pada produk pada jahitan didalam tasnya dan juga pada lubang cash",5.0,0,2024-08-25T14:36:34+00:00,233094181,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain bagus warna sangat bagus tebal barang tebal perlu baik kerpian produk jahit dalam tas lubang cash,desain bagus warna sangat bagus tebal barang tebal perlu baik kerpian produk jahit dalam tas lubang cash,17,negative,0.2981825768947601,104,0.0,0.2352941176470588,0.0,1.0,0.2588235294117647,0,0.2588235294117647,0.0,0.0,0.2,18.45
i*****_,"Tampilan:cukup bagus

Lumayan sih, agak tipis yah, terus jg ada yg sobek, yg paling ga ngerti fungsi yg disamping itu buat apa ya? Buat hiasan doang kah? Soalnya ga sesuai sama yg di gambar, ga bisa buat ngecas itu, bingung jg dpt kabel tp mau dicolokin kemana 😂 agak kecewa sih dg harga segitu tp dpt barang nya yg kayak begini.",3.0,5,2025-09-14T00:45:16+00:00,794584496,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tampil cukup bagus lumayan sih tipis yah terus jg yg sobek yg paling ga ngerti fungsi yg samping buat apa buat hias doang soal ga sesuai sama yg gambar ga buat ngecas bingung jg dpt kabel tp mau dicolokin kecewa sih dg harga segitu tp dpt barang nya yg kayak begini,tampil cukup bagus lumayan sih tipis yah terus jg yg sobek yg paling ga ngerti fungsi yg samping buat apa buat hias doang soal ga sesuai sama yg gambar ga buat ngecas bingung jg dpt kabel tp mau dicolokin kecewa sih dg harga segitu tp dpt barang nya yg kayak begini,51,negative,0.4209867119789123,265,0.0,0.3725490196078431,0.0,0.0,0.0931372549019607,0,0.0931372549019607,0.0,0.07869386805747332,0.12,19.31
novia.arsyadimadja,Tampilan:bagus cukup worth it untuk harga segitu bnyak space nya.. bahan cukup bagus,5.0,0,2024-03-29T00:47:46+00:00,334615856,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,tampil bagus cukup worth it harga segitu bnyak space nya bahan cukup bagus,tampil bagus cukup worth it harga segitu bnyak space nya bahan cukup bagus,13,negative,0.3916791081428528,74,0.0,0.3076923076923077,0.0,1.0,0.2769230769230769,0,0.2769230769230769,0.0,0.0,0.2,18.34
fafayunata,"Desain:keren,
Warna:sesuai dgn katalog dan ekspektasi
Ketebalan:tebal

word it dgn harga..
tasnya kekinian.
sarannya adakan dong produk impor biar resnya lebih tebal lagi.
pada umumnya keren, bagus. suami suka",4.0,1,2025-09-14T00:45:50+00:00,1169071886,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain keren warna sesuai dgn katalog ekspektasi tebal tebal word it dgn harga tas kini saran adakan dong produk impor biar resnya lebih tebal umum keren bagus suami suka,desain keren warna sesuai dgn katalog ekspektasi tebal tebal word it dgn harga tas kini saran adakan dong produk impor biar resnya lebih tebal umum keren bagus suami suka,29,negative,0.4194500744342804,170,0.0,0.2413793103448276,0.0,1.0,0.2603448275862069,0,0.2603448275862069,0.0,0.019032516392808098,0.16000000000000003,16.5
s*****7,tasnya bahan parasut gitu tp ternyata lumayan bgs!! lumayan agak sedeng gak bessr ga kecil tp muat banyak. ga nyesel deh kerennnn!!,5.0,1,2020-11-13T13:49:13+00:00,133189383,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,berguna,tas bahan parasut gitu tp nyata lumayan bgs lumayan sedeng gak bessr ga kecil tp muat banyak ga nyesel deh kerennnn,tas bahan parasut gitu tp nyata lumayan bgs lumayan sedeng gak bessr ga kecil tp muat banyak ga nyesel deh kerennnn,21,negative,0.3999078571796417,115,0.0347826086956521,0.2857142857142857,0.0,1.0,0.2801242236024844,0,0.2801242236024844,0.0,0.019032516392808098,0.2,20.06
m*****r,"Desain:bagus
Warna:hitam
Ketebalan:cukup

Ada harga ada kualitas",5.0,0,2025-10-02T06:06:26+00:00,1055442216,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain bagus warna hitam tebal cukup harga kualitas,desain bagus warna hitam tebal cukup harga kualitas,8,negative,0.348333477973938,51,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
7*****5,,5.0,1,2025-10-09T14:19:45+00:00,238777958,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.019032516392808098,0.2,3.5
y*****a,"Kapasitas:full banyak kantong
Styling:oc good
Sepadan dengan Uang:oc sesuai

Paket diterima dengan baik dan bagus tasnya tks reseler amanah....",5.0,0,2023-05-07T05:53:42+00:00,725868271,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,kapasitas full banyak kantong styling oc good padan uang oc sesuai paket terima baik bagus tas tks reseler amanah,kapasitas full banyak kantong styling oc good padan uang oc sesuai paket terima baik bagus tas tks reseler amanah,19,negative,0.3398078382015228,113,0.0176991150442477,0.1052631578947368,0.0,1.0,0.2307405682347461,0,0.2307405682347461,0.0,0.0,0.2,18.62
ritafer_,"Tampilan:ok
Warna:ok

Busanya tebal, ukuran besar.",5.0,1,2023-06-27T02:16:29+00:00,79192916,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tampil warna busa tebal ukur besar,tampil warna busa tebal ukur besar,6,negative,0.4070740640163421,34,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.019032516392808098,0.2,20.59
b*****9,"Barangnya bagus.. pengirimanya cepat, sukses terus kak!",5.0,1,2024-06-30T12:04:28+00:00,423262225,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,barang bagus pengirimanya cepat sukses terus kak,barang bagus pengirimanya cepat sukses terus kak,7,negative,0.3751983642578125,48,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.019032516392808098,0.2,20.59
qdz75gada8,"Desain:ok
Warna:abu
Ketebalan:tebal

Semoga tasnya awet",5.0,1,2025-08-29T05:39:43+00:00,829228163,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain warna abu tebal tebal moga tas awet,desain warna abu tebal tebal moga tas awet,8,negative,0.3732132315635681,42,0.0,0.25,0.0,1.0,0.2625,0,0.2625,0.0,0.019032516392808098,0.2,20.18
wahyuliliuszen669,Tampilan:bagus,5.0,1,2025-09-14T00:47:45+00:00,738171802,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,tampil bagus,tampil bagus,2,negative,0.3704692423343658,12,0.0,0.0,0.0,1.0,0.4,0,0.4,0.0,0.019032516392808098,0.2,19.27
y*****8,"Sbnernya Dr awal saya Emang krg suka, krna menurutq dgn harga hampir 200rb tpi kyaknya biasa aja, krna permintaan anakq yg Uda sma maunya model itu, ya gmn lagi, jdi beli deh, wes pkok anakq suka, mamanya ikut aja",3.0,1,2024-07-21T14:03:16+00:00,537579743,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,sbnernya dr awal emang krg suka krna menurutq dgn harga hampir 200rb tpi kyaknya biasa aja krna minta anakq yg uda sma mau model gmn jdi beli deh wes pkok anakq suka mama ikut aja,sbnernya dr awal emang krg suka krna menurutq dgn harga hampir 200rb tpi kyaknya biasa aja krna minta anakq yg uda sma mau model gmn jdi beli deh wes pkok anakq suka mama ikut aja,35,negative,0.3995660841464996,179,0.0055865921787709,0.2285714285714285,0.0,0.0,0.0585395051875498,0,0.0585395051875498,0.0,0.019032516392808098,0.12,13.66
urielili,"baguss tasnya... keren, harga jg sangat terjangkau
makasihh",5.0,1,2023-06-27T02:14:35+00:00,10799887,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,berguna,baguss tas keren harga jg sangat jangkau makasihh,baguss tas keren harga jg sangat jangkau makasihh,8,negative,0.3988749086856842,49,0.0408163265306122,0.0,0.0,1.0,0.210204081632653,0,0.210204081632653,0.0,0.019032516392808098,0.2,20.52
e*****e,"Desain:bagus
Warna:bagus
Ketebalan:bagus

Barang diterima dengan baik sesuai pesanan sangat bagus Terima kasih seller Terima kasih abang kurir",5.0,1,2025-08-08T05:51:19+00:00,696473404,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain bagus warna bagus tebal bagus barang terima baik sesuai pesan sangat bagus terima kasih seller terima kasih abang kurir,desain bagus warna bagus tebal bagus barang terima baik sesuai pesan sangat bagus terima kasih seller terima kasih abang kurir,20,negative,0.2805834114551544,126,0.0079365079365079,0.45,0.0,1.0,0.314484126984127,0,0.314484126984127,0.0,0.019032516392808098,0.2,19.84
s*****d,"Tampilan:real pict
Warna:baguss

Tasnya realpict banget. Bahannya juga bagus lembut. Ga recommend buat yg laptopnya 15inch ++ apalagi 16inch. Kekecilan, kasian laptop klean gais. Busanya juga kurang aman karna tipiss.
But buat yg laptopnya kecil ini tas bagooss bangett harus beli. Bagus juga buat main",4.0,11,2024-07-17T02:58:22+00:00,56509781,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,tampil real pict warna baguss tas realpict banget bahan bagus lembut ga recommend buat yg laptop 15inch 16inch kecil kasi laptop klean gais busa kurang aman karna tipiss but buat yg laptop kecil tas bagooss bangett beli bagus buat main,tampil real pict warna baguss tas realpict banget bahan bagus lembut ga recommend buat yg laptop 15inch 16inch kecil kasi laptop klean gais busa kurang aman karna tipiss but buat yg laptop kecil tas bagooss bangett beli bagus buat main,40,negative,0.3532221615314483,235,0.025531914893617,0.35,0.0,1.0,0.2938829787234042,0,0.2938829787234042,0.0,0.1334257832603841,0.16000000000000003,26.76
e*****3,"Desain:bagus
Warna:hitam
Ketebalan:tebal

Pengirimannya cepat sampai barang sesuai pesanan terimakasih",5.0,0,2025-06-23T08:13:42+00:00,74022055,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain bagus warna hitam tebal tebal kirim cepat barang sesuai pesan terimakasih,desain bagus warna hitam tebal tebal kirim cepat barang sesuai pesan terimakasih,12,neutral,0.2387338429689407,80,0.0,0.1666666666666666,0.0,0.0,0.0416666666666666,0,0.0416666666666666,0.5,0.0,0.2,49.38
t*****i,,5.0,0,2024-07-18T16:17:43+00:00,181861649,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
s*****a,Trima kasih,5.0,0,2024-05-29T09:20:53+00:00,103399312,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,trima kasih,trima kasih,2,negative,0.3984852433204651,11,0.0,0.0,0.0,1.0,0.4,0,0.4,0.0,0.0,0.2,17.6
g*****a,"Tampilan:oke, ganteng
Warna:oke

Rekomendasi.. gaisss",5.0,0,2023-07-16T01:46:42+00:00,158866888,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tampil oke ganteng warna oke rekomendasi gaisss,tampil oke ganteng warna oke rekomendasi gaisss,7,negative,0.4285783171653747,47,0.0425531914893617,0.2857142857142857,0.0,1.0,0.2820668693009118,0,0.2820668693009118,0.0,0.0,0.2,18.31
_yofgh0zrp,"Desain:bagus
Warna:hitam
Ketebalan:agak tipis tapi tapi gpp",5.0,0,2025-07-20T10:53:22+00:00,1402219067,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain bagus warna hitam tebal tipis gpp,desain bagus warna hitam tebal tipis gpp,7,neutral,0.2603504359722137,40,0.025,0.0,0.0,0.0,0.00625,0,0.00625,0.5,0.0,0.2,49.91
thonifarrelfaeza,"Sepadan dengan Uang:bagus cuma gapake kardus tas jd kesannya kaya tas yg di jual di pasar2 gitu.
Kapasitas:lumayan",5.0,2,2023-10-13T18:08:24+00:00,82247204,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,padan uang bagus cuma gapake kardus tas jd kesan kaya tas yg jual pasar2 gitu kapasitas lumayan,padan uang bagus cuma gapake kardus tas jd kesan kaya tas yg jual pasar2 gitu kapasitas lumayan,17,negative,0.4072869718074798,95,0.0,0.1176470588235294,0.0,1.0,0.2294117647058823,0,0.2294117647058823,0.0,0.03625384938440364,0.2,22.0
dinayarif,,5.0,0,2024-04-15T01:07:01+00:00,282710266,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
nazla_rubiana,,5.0,1,2023-01-30T08:20:54+00:00,59212186,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.019032516392808098,0.2,3.5
aburaza202,Desain:bagus,5.0,0,2025-07-12T09:59:23+00:00,1206961837,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain bagus,desain bagus,2,negative,0.3768323063850403,12,0.0,0.0,0.2,1.0,0.46,0,0.46,0.0,0.0,0.2,17.24
yanimulyani734,"Desain:simple
Warna:hitam
Ketebalan:gak tebal soalnya bahan nya waterproof, tapi gak tipis murahan, ini sih barangnya bagus cocok untuk anak sekolahan dan dewasa",4.0,0,2024-07-31T09:01:49+00:00,804990847,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain simple warna hitam tebal gak tebal soal bahan nya waterproof gak tipis murah sih barang bagus cocok anak sekolah dewasa,desain simple warna hitam tebal gak tebal soal bahan nya waterproof gak tipis murah sih barang bagus cocok anak sekolah dewasa,21,negative,0.344800055027008,126,0.0079365079365079,0.1904761904761904,0.0,1.0,0.2496031746031746,0,0.2496031746031746,0.0,0.0,0.16000000000000003,14.8
seliaaaaahhhapriliya,"Warna:sesuai
Tampilan:baguss

Barangnya sangat bagus saudara saya sangat suka sesuai di foto juga di deskripsi, tasnya benaran anti air pokoknya mantap kualitasnya. Maaf ga sempat foto sudah di ambil saudara soalnya",5.0,0,2023-07-16T12:05:52+00:00,290121602,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna sesuai tampil baguss barang sangat bagus saudara sangat suka sesuai foto deskripsi tas benar anti air pokok mantap kualitas maaf ga sempat foto ambil saudara soal,warna sesuai tampil baguss barang sangat bagus saudara sangat suka sesuai foto deskripsi tas benar anti air pokok mantap kualitas maaf ga sempat foto ambil saudara soal,27,negative,0.2917394042015075,168,0.0119047619047619,0.2962962962962963,0.0,1.0,0.2770502645502645,0,0.2770502645502645,0.0,0.0,0.2,18.34
safrinabdrazak,"Desain:keren
Warna:sesuai dengan pesanan
Ketebalan:sangat tebal",5.0,0,2025-08-09T08:34:07+00:00,1136585389,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain keren warna sesuai pesan tebal sangat tebal,desain keren warna sesuai pesan tebal sangat tebal,8,negative,0.3346388638019562,50,0.0,0.25,0.0,1.0,0.2625,0,0.2625,0.0,0.0,0.2,18.43
yunita0517,,5.0,0,2023-12-28T11:21:53+00:00,68769038,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
dwirahmayuni10,,5.0,0,2024-06-18T11:16:00+00:00,394840620,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
bunda.kiki23,Baguss,5.0,0,2023-07-09T08:35:10+00:00,222645127,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,baguss,baguss,1,negative,0.3653936088085174,6,0.1666666666666666,0.0,0.0,1.0,0.8416666666666667,1,0.8416666666666667,0.0,0.0,0.2,2.95
,"Warna:abu
Tampilan:oke

Tasnya ringan jadi ga pegal bawanya",4.0,1,2024-04-12T10:27:02+00:00,1117797417,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,warna abu tampil oke tas ringan jadi ga pegal bawa,warna abu tampil oke tas ringan jadi ga pegal bawa,10,negative,0.3373388350009918,50,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.019032516392808098,0.16000000000000003,16.83
rafala123,,5.0,0,2023-02-25T04:54:28+00:00,121745885,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
nurifah141,,5.0,0,2024-08-07T09:28:35+00:00,560111396,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
dini_srfh,"Warna:sesuai
Tampilan:keren

Mantap",5.0,0,2023-11-30T12:56:43+00:00,627591445,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna sesuai tampil keren mantap,warna sesuai tampil keren mantap,5,negative,0.4052951633930206,32,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
