comment,tags,sentiment,is_fake,trust_score
"Desain:bagus elegan
Kegunaan:cocok buat semuanya
Kualitas:bagus",,positive,False,78.57
"Desain:jam tangan dengan desain yang elegan
Kualitas:bagus kualitas nya tinggi
Pas untuk Acara:pas untuk acara

Jam nya sangatlah istimewa sekali",Kualitas Buruk,positive,False,76.31
"Desain:good
Kualitas:sangat memuaskan

Cocok untuk segala",Puas,positive,False,79.89
bintang lima,,neutral,False,46.1
"Sangat memuaskan 
Cocok untuk kado 
Gaya elegan tidak perlu menguras kantong 
Ini jualan atau sedekah ya
Sukses terus yaa",Puas,neutral,False,49.97
"Makasi  barangnya dh sampai 
Sesui dgn gambarnya
Bagusbangt kren pokonya tdk nyesel beli di sini 
Debess😍",,neutral,False,49.96
Sesuai mantap,,positive,False,75.2
,,neutral,False,11.0
"Desain:bagus
Kualitas:lumayan
Pas untuk Acara:semua

Murah lumayan desainnya semoga awet bagus baik",Harga Murah | Kualitas Bagus,positive,False,78.34
Sesuai dengan yang di iklankan.,,positive,False,80.0
"Kualitas:lumayan bagus
Desain:elegan
Pas untuk Acara:santai dan resmi

Produk telah dtrima dlm keadaan baik.mksih seller n shopee",Kualitas Bagus,positive,False,85.03
Kualitas:Alhamdulillah SDH Sampai jam tangan nya bagus dan sangat memuaskan bonus batre lagi..semoga awet,Kualitas Bagus | Puas,positive,False,79.94
Bagus bangat,Kualitas Bagus,positive,False,75.2
,,neutral,False,11.0
"Desain:keren
Kegunaan:kado
Kualitas:oke

Bagus buat kado, tambahin lagi warna itemnya mau co lagi nih buat ponakan suka pas lihat barangnya",Kualitas Bagus | Warna Tidak Sesuai | Senang,positive,False,78.39
"Desain:bgus
Kualitas:sangat bangus
Pas untuk Acara:pas",,neutral,False,49.17
Desain:bagus,,positive,False,72.32
Desain:bagus,,positive,False,72.32
Kualitas:kualitas sangat bagus,Kualitas Bagus,positive,False,77.0
"Desain:menarik
Kualitas:sangat bagus
Pas untuk Acara:untuk sehari hari",Kualitas Bagus,positive,False,78.91
Kualitas:bagus,,positive,False,75.2
Kualitas:sangat memuaskan,Puas,neutral,False,50.0
"Desain:mantap
Kualitas:gk diragukan
Kegunaan:boleh lah dipakek styles",,positive,False,79.91
"Desain:sudah bagus tapi tidak berfungsi
Kegunaan:gak guna ini mah suda sampai ganti baterai tapi tetep gak bisa di nyalain

tidak bagus karena barang rusak",Kualitas Bagus | Tidak Berfungsi | Barang Rusak,negative,False,3.91
"Lamaa, admin gak kerja chat gak di respon pengiriman lama",Respon Lambat | Pengiriman Buruk,negative,False,3.93
"Desain:Sangat bagus wanna crash
Kegunaan:unntuk Tangan
Kualitas:bagus rapi",Kualitas Bagus,positive,False,78.67
"Desain:bagus sesui
Kegunaan:bisa buat kado
Kualitas:sesuai gambar",,positive,False,79.91
Desain:rapih dan baguss,,neutral,False,49.84
"Desain:bagus
Kualitas:terjamin",,positive,False,80.0
"Desain:elegan
Kegunaan:cocok dipake ke kantor dan jalan
Kualitas:sangat memuaskan",Puas,positive,False,79.93
"Desain:desain yg menarik
Kualitas:mewah",,neutral,False,48.75
,,neutral,False,10.12
"Desain:bagus
Kegunaan:cocok
Kualitas:bagus",,positive,False,77.86
Jam nya bagus elegan semoga awet,Kualitas Bagus,positive,False,80.0
"Desain:cantik
Kualitas:mewah

Apa aja bisa",,neutral,False,50.0
"Desain:Elegan
Kualitas:Satndart",,neutral,False,50.0
"Desain:bagus keren
Kualitas:asli terjamin",,positive,False,78.56
"Desain:bagus keren
Kualitas:asli terjamin",,positive,False,78.56
"Desain:bagus bgtt
Kualitas:bagus . box elegan",,positive,False,78.15
Bagus kak jamnya semoga awet,Kualitas Bagus,positive,False,80.0
"Jam jelek pengemasan lama, hati hati yang beli disini",Kualitas Buruk,negative,False,3.93
"Paket gak dikirim kirim lamaaaaaaa, kualitas jelek nyesel banget",Kualitas Buruk,negative,False,5.86
Sesuai kokkk baguss😁,,positive,False,75.1
Ga sesuai sama yang di gambar,,positive,False,61.95
"Desain:desain sangat bagus
Kegunaan:sangat cocok untuk dijadikan kado ataupun di pake untuk sehari-hari
Kualitas:sangat baik

Dengan harga 35K sih work it sih kaya beli jam tangan mahal wkwkwkwkwk",Kualitas Bagus | Harga | Harga Mahal,positive,False,80.14
"Desain:terlihat keren dan modern
Kegunaan:sangat cocok digunakan untuk kado
Kualitas:sangat baik

Makasih paket sudah diterima dg baik paking rapi dan aman barang ORI lengkap dg kartu garansi barang terlihat keren dg harga cukup terjangkau",Harga,positive,False,77.54
"Desain:jam tangan nya bagus
Kegunaan:cocok buat kado
Kualitas:bagus

Makasih seller barangnya sudah sampai",Kualitas Bagus,positive,False,79.14
"Desain:mantap gila
Kegunaan:sangat cocok untuk berpergian
Kualitas:sangat baik dan memuaskan

Pokoknya ngga nyesel milih produk ini",Puas,positive,False,79.28
"Desain:bagus

Barang sampai dgn baik tapi syang yang jam wanita nya ngk berfungsi",,positive,False,80.0
"Barang bagus dengan harga segitu
Elegan cocok di bawa berpergian/ acara",Kualitas Bagus | Harga,positive,False,80.0
"Desain:bagus
Kegunaan:suka pesan yg kedua cocok baget
Kualitas:bagus",,positive,False,78.82
"Desain:Elegant
Kegunaan:Sangat bermanfaat
Kualitas:Bagus

Kenapa baru nemu jam sebagus ini, dengan harga murah tapi kualitas nggak murahan bener-bener bagus,kumplit di kasih boxs plus batre cadangan di tambah ada garansinya,pengiriman cepat sangat rekoment belanja di sini.",Harga | Harga Murah | Kualitas Buruk,positive,False,78.32
"Desain:desain sangat keren
Kualitas:kerenn sesuai ekpestai",,positive,False,78.4
"Desain:keren
Kualitas:bagus
Kegunaan:cocok untuk kado

Elegan banget jam nya walapun harga 30 an tapi ini bagus banget 😭",Harga | Kualitas Bagus,positive,False,76.68
Cocok untuk wanita. Bukan untuk pria yang anda kirim.,,positive,False,74.73
"Desain:mewah dan elegan
Kegunaan:sangat cocok untuk cowok+cewek
Kualitas:barang bagus",Kualitas Bagus,positive,False,79.93
Jam keren sangat modern meski murah tapi ga murahan dan elegan,Harga Murah,positive,False,80.0
"Desain:elegan bos ku
Kegunaan:ccok untuk dupres
Kualitas:baik",,neutral,False,49.88
"Desain:jam dengan tampilan elegan
Kegunaan:sangat cocok untuk acara acara resmi
Kualitas:sangat bagus",Kualitas Bagus,positive,False,78.34
"Desain:kerennn seperti jam premium
Kegunaan:sangat bagus digunakan untuk fashion dan untuk kebutuhan sehati hari
Kualitas:sangatt memuaskan, apalagi harga murah + box + batrai baru pokonya wajib dehh beli jam ini di toko ini pasti puass",Kualitas Bagus | Puas | Harga | Harga Murah,positive,False,78.84
"Desain:menarik keren
Kegunaan:utk sehari hari, ato buat kado
Kualitas:good

Alhamdulillah paketnya sdh dtg, barangnya real pict, kemasan rapi, aq suka d luar ekspektasi q. Dg hrga murah tp dpt nya barang gk murahan. Mksh ya min.",Senang | Harga Murah,positive,False,81.82
"Desain:terlihat keren dan modern
Kualitas:sangat bagus
Kegunaan:sangat cocok dijadikan kado

Makasih seller, suamiku Suak. Barang sesuai dg foto. Semoga awet ya",Kualitas Bagus,positive,False,79.42
Barang sudah sampai sesuai dengan pesanan kurir ramah pengemasan rapih harga terjangkau bahan lumayan bagus talinya seperti kulit.,Pengiriman Buruk | Harga | Kualitas Bagus,positive,False,80.0
"Katanya anti air, tetapi tidak anti luntur 😭 gak ekspek bgt maluuuu ya ampun ini jam nya awet kalau kena air tetapi wrnanya gak awet dan luntur jadi malu mau pakenya lagi 😭😭😭🙏",,negative,False,7.76
"Desain:jam tangan dengan tampilan baik
Kegunaan:Sangat cocok buat kado
Kualitas:jam tangan elegan

bagus banget sesuai di foto bagus pol murah",Kualitas Bagus | Harga Murah,positive,False,78.39
"Desain:menarik
Kegunaan:sangat cocok buat kado
Kualitas:bagus",,positive,False,79.9
"Mantap, ada, batrei cadangan, buku panduan dan lap khusus",,positive,False,80.0
"Desain:keren
Kegunaan:kerja
Kualitas:baik

Sesuai harga",Harga,positive,False,79.89
"Desain:keren
Kegunaan:sangat cocok
Kualitas:sangat bagus

Jamnya sumpah baguss banggett,suami suka kelihatan mewah,padahal nggak nyampe ratusan harganya,pkoknya puas bnget",Kualitas Bagus | Senang | Puas,positive,False,79.32
"Desain:bagus joss pokonya
Kegunaan:buat pribadi mantap ini jam bagus
Kualitas:mewah elegan pokonya joss",Kualitas Bagus,positive,False,77.58
"Desain:menarik
Kegunaan:jam tangan untuk bepergian
Kualitas:bagus

Mudahan awet",,positive,False,79.92
"Desain:sangat memuaskan
Kegunaan:berfungsi dengan baik
Kualitas:bagus

Sangat memuaskan, dapat batrai tambahan dan boxnya juga, recomend sekali.",Puas,positive,False,78.69
"Desain:elegan tampilan kagak murahan
Kualitas:ok sangat berkualitas
Pas untuk Acara:apa saja boleh",,neutral,False,51.9
"Desain:keren sekali saja gak dua kali
Kualitas:semoga memuaskan, semunyaberfungsi dengan baik sih
Pas untuk Acara:apa saja tidurpun boleh",Puas,positive,False,81.32
"Desain:jam dengan tampilan elegant
Kualitas:sangat bagus
Pas untuk Acara:pesta pernikahan

Jam tangan sangat bagus sangat memuaskan dengan harga terjangkau bisa dipakai untuk acara resepsi atau lainnya",Kualitas Bagus | Puas | Harga,positive,False,87.01
Desain:keren,,positive,False,75.2
"plissss ini cakeppp bangetttttt❤️😭
sukaaak🫰🏻",,neutral,False,48.85
"Minta coklat 
Ireng yg datang",,neutral,False,42.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,10.12
Desain:keren dan sangat menarik,,positive,False,80.0
"Desain:bagus
Kualitas:sesuai gambar",,positive,False,76.0
"Desain:bagus
Kualitas:bagus",,positive,False,77.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
"Desain:ok
Kualitas:lumayan
Kegunaan:mantap",,positive,False,79.86
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,10.12
"Desain:menarik
Kegunaan:cocok
Kualitas:baik",,positive,False,79.86
,,neutral,False,11.8
"Kualitas:Belum dipakai
Desain:bagus",,positive,False,81.9
"Desain:oke
Kegunaan:acara
Kualitas:oke",,neutral,False,40.87
,,neutral,False,11.8
,,neutral,False,11.0
"Desain:bagus sesuai
Kualitas:puas",,positive,False,80.0
bintang lima,,neutral,False,46.1
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,10.12
,,neutral,False,11.0
,,neutral,False,10.12
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,10.12
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,8.36
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,10.12
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,9.24
,,neutral,False,9.24
,,neutral,False,9.24
,,neutral,False,9.24
,,neutral,False,9.24
,,neutral,False,9.24
,,neutral,False,9.24
,,neutral,False,9.24
,,neutral,False,11.0
,,neutral,False,7.48
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,11.0
,,neutral,False,10.12
,,neutral,False,10.12
,,neutral,False,11.0
,,neutral,False,11.0
