comment,tags,sentiment,is_fake,trust_score
"Fungsi:semua komponen beroperasi dengan baik
Kondisi Barang:masih bagus
Desain:menarik

Respon penjual sangat baik",Kualitas Bagus | Respon Lambat | Masalah Penjual,positive,False,79.25
"Fungsi:normal sesuai dengan yang di harapkan
Kondisi Barang:yes this item is smooth
Desain:terlihat keren dan moderen

Mantap mose nya di kasih 2 dan tas nya di kasi 2 woy lah mantap lah🫵🏻",,positive,False,93.62
Fungsi:bekerja dengan baik barang normal dan mulus,,neutral,False,53.63
"Fungsi:utk sementara fungsi berjalan lancar
Kondisi Barang:kondisi barang bagus seperti baru
Kegunaan:sementara cek baik

Puas dwngan kondisi laptop seperti baru, terima kasih seller",Kualitas Bagus | Puas,positive,False,83.27
"Fungsi:Sangat optimal untuk office dan game edukasi
Kondisi Barang:90% masih gress, cuma sedikit banget dent dan scratch
Desain:keren dan ga ketinggalan jaman

Buat body 90%, masih bagus banget terhitung dari umur Mac ini sih luar biasa, dan sedikit scratch tapi ga ngaruh Klo pakai cover.

Untuk fungsi sejauh saya coba sekarang masih oke banget untuk office, browsing, YouTube, music dan game edukasi ringan untuk toodler.

Suara masih jernih, layar ga ada white spot, aman sentosa.

Ty buat admin dan tokonya yg ga bosen jawab pertanyaan saya, sukses terus.

Puas banget",Kualitas Bagus | Puas,positive,False,80.86
"Fungsi:bagus
Kondisi Barang:mulus
Spesifikasi:early 2011

Ternyata bukan MD101 tapi macbookpro 2011..barang mulus..dan normal..",,positive,False,87.65
"Fungsi:baik
Kondisi Barang:mulus
Spesifikasi:baik

Dapat charger macbook seperti ini.. overall laptop second yang cukup bagus dan murah masih bisa digunakan untuk pekerjaan kantor",Kualitas Bagus | Harga Murah,positive,False,82.01
,,neutral,False,11.8
"Mungkin karena murah, dikasih yg ga bagus.. 
Minimal yg ga ada kendala browsing ,walaupun body kurang bersih..",Harga Murah | Kualitas Bagus,neutral,False,56.85
,,neutral,False,11.8
"Fungsi:beroperasi dengan baik
Kondisi Barang:datang dalam keadaan mulus dan aman

terimakasih kakak 🎀🫶🏼",,neutral,False,49.96
"Kondisi Barang:Baik

tapi kok saya gk bisa download apk word-nya yahh??? 
mohon bantuannya dong min🙏🏻",,neutral,False,59.88
"Fungsi:Beroperasi baik
Kondisi Barang:Mulus
Desain:Modern

Barang datang mulus dengan packing yang baik, berfungsi baik. Seller amanah, ramah dan fast respon. Sukses selalu seller. Terima kasih",Pengiriman Buruk | Respon Lambat,neutral,False,53.81
"Fungsi:berfungsi baik dan bagus
Kondisi Barang:packing aman dan baik
Desain:macbook pro asli tapi versi lama 2017 untuk download aplikasi tidak mendukung.. tapi masih digunakan untuk kita bekerja wa dan zoom bisa dipakai dan Microsoft Office lainnya..",Kualitas Bagus,negative,False,21.72
"Kondisi Barang:Baik
Fungsi:Baik
Spesifikasi:Sesuai",,positive,False,85.99
,,neutral,False,11.0
"Fungsi:Berfungsi dengan bauk
Kondisi Barang:90%
Desain:Keren bangettt

Sebagai org yg blm pernah pke macbook, ini jadi pengalaman yang baik.Kondisi fisik bisa dibilang masih cukup oke ya guys! Mulus untuk macbook tahun segitu (dapet mp th mid 2012). Speaker kenceng, trackpad lancar, keyboard ga ada yg error. Pake os HighSierra yg diklaim paling stabil but I dont know. Batre masih aman kalo dipake 1-2jam. Ambil macbook ini buat kebutuhan kerja sama browsing. Moga dapet rejeki biar bs upgrade ke yg lebih baru! Makasih yaaa minnnn",Tidak Berfungsi,positive,False,82.42
"Fungsi:beroperasi dengan baik
Kondisi Barang:datang dengan keadaan mulus
Desain:terlihat keren dan modern

Barang original 
Barang second like new
Semoga awet dan tidak ada kendala sama sekali",,neutral,False,50.94
"Fungsi:normal
Kondisi Barang:bagus

Bagus lancar, sesuai deskripsi",Kualitas Bagus,positive,False,80.54
"Fungsi:sesuai harapan
Kondisi Barang:keadaan mulus like new
Desain:menarik pada masanya

Terimakasih Kaka MC udah datang dgn keadaan baik dan normal,di coba langsung juga lancar jaya.nex KLO ada kendala minta bantuan ya kak, hehe",,positive,False,79.63
Cager tidak bisa digunakan cepat panas,,neutral,False,49.63
"Fungsi:mudah-mudahan awet
Kondisi Barang:bagus

Sesuai deskripsi",,positive,False,80.0
"Fungsi:beroperasi dengan baik
Kondisi Barang:barang 75 persen
Kegunaan:baik untuk digunakan keperluan sekolah

Barang ada yang penyok dibagian port HDMI kayak bekas ke timpa body kusam kurang perawatan mesin masih oke lancar jaya lumayan lah daripada lu manyun....",,negative,False,20.38
,,neutral,False,12.14
"Fungsi:sesuai
Kondisi Barang:bagus
Desain:sesuai

Bodi depan mulus bawahnya agak lecet dikit gpp lah cuman cepet banget panasnya baru di pake bntr dah panas its okay nama juga fersi lama suka deh semoga awet yah 🥰",Senang,positive,False,86.21
"Fungsi:berfungsi dg baik
Kondisi Barang:kondisi mulus m baik

Semoga awet dan berguna",,neutral,False,50.79
"Fitur Terbaik:normal

Kondisi like new, sempat ada kendala tapi admin ramah & fast respon. Terbaik , semoga tetap amanah dan sukses. Aamiin",Respon Lambat,neutral,False,60.51
"Fungsi:bekerja dengan baik
Kondisi Barang:baik bisa beroperasi
Desain:keren walaupun sedikit berat

Sangat puas sekali sesuai dengan yang di tawarkan. Saya dan suami sudah 2x beli sangat puas.

Toko nya pun amanah dan slalu cepat respon.
Semoga bermanfaat dan berkah untuk semuanya.

Terimakasih kak",Puas | Respon Lambat,positive,False,89.36
"Fungsi:Berfungsi dg baik
Kondisi Barang:Mulus dan empuk
Desain:elegan, tp berat

Alhamdulillah paket sdh nyampe, proses cpt, kondisi masih mulus, msh kokoh, daya tahan batre agak boros, ternyata hrus adaptasi ke macbook, setting2 lg, oya sdh request install apk tp blm di instalkan, mudah2an lancar dan awet, mkasih🙏🏻",,neutral,False,49.2
"Fungsi:berfungsi baik
Kondisi Barang:bisa lah
Desain:sesuai

Sesuailah dengan harga segini y ada minus2 dikit di body wajarlah namanya second hand, wort it lah yg penting sistem berjalan baik dan sesuai dengan permintaan rekomended banget buat toko ini amanah respon cepat memuaskan semoga awet😀",Harga | Respon Lambat | Puas,positive,False,85.44
"Fungsi:beroperasi dengan baik
Kondisi Barang:bagus , sedikit adapeyok fikit
Desain:menarik

Alhamdulillah datang dengan selamat, seusai . Ms word bisa excel bisa wa bisa semoga awet . Amin",,positive,False,78.86
"Amanah. Respon cepat. Ada kekurangan mau tanggung jawab. Nihh toko recomen kalo mau beli laptop. Cekout hari ini langsung di proses. 
Buat tokonya jangan bosen² jadi toko yg amanah.baik. good",Respon Lambat,positive,False,80.61
"Sepadan dengan Harga:sesuai
Fitur Terbaik:hardware tidak semulus baru, tapi keren recomended

Baru mau cek softwarenya
Moga awet. Trimakasih",,positive,False,83.0
"Fungsi:normal
Kondisi Barang:muluss
Desain:good

Mantap sesuai request dan kondisi bagus normal sekalii....semoga awett lah, thanks",Kualitas Bagus,positive,False,82.11
"Fungsi:berpungsi dengan baik
Kondisi Barang:lumayan mulus
Desain:cantik

semoga awet...",,neutral,False,50.0
"Fungsi:beroperasi dengan baik
Kondisi Barang:kondisi sedang
Spesifikasi:ok

Barang datang lama agak lama, kondisi laptop penyok depannya, selebihnya berfungsi normal.",,negative,False,22.45
,,neutral,False,11.0
"Fungsi:bagus
Kondisi Barang:lecet dikit tapi wajar",,positive,False,80.0
"Fungsi:berfungsi dengan baik
Kondisi Barang:bagus tapi keyboard sebelah kanannya bunyi bunyi di dalam
Desain:keren",,positive,False,81.13
"Fungsi:semua berfungsi
Kondisi Barang:mulus. lumayan dengan harga terjangkau
Desain:sesuai bawaan aple",Harga,positive,False,81.84
,,neutral,False,11.0
"Fungsi:berfungsi
Kondisi Barang:baik
Desain:baik

Paket sudah sampai dengan selamat dan lengkap, mohon pasword nya om.. terimakasih",,neutral,False,49.61
"Fungsi:Sejauh ini berfungsi
Kondisi Barang:Alhamdulillah bagus
Desain:bagus",Kualitas Bagus,positive,False,78.72
,,neutral,False,11.0
"Fungsi:Okr
Kondisi Barang:Bagus
Desain:Oke

Sesuai deskripsi packing rapi dan mantap hanya saja ga sesuai request. Pdhal request pakai dual os. Tp okelah. Intinya seller rekomended",Pengiriman Buruk,positive,False,79.11
"Fungsi:ok
Kondisi Barang:seperti Hampir baru
Desain:bagus

Terimakasih banyak pesanan sudah diterima dengan baik pengemasan produk aman dengan bubble tebal produk aman terimakasih",,positive,False,79.9
,,neutral,False,11.0
"barang mantap, minus di casan aja gak original
overall oke banget macbook ini",,positive,False,79.84
"Fungsi:Puas, hanya bintang yang mewakili
Kondisi Barang:90% Mulus
Desain:puas

Walaupun saat awal booting agak lambat, tapi setelah masuki desktop semua aplikasi berjalan cepet. Koneksi internet kenceng, bateri CC205. TERIMA KASIH SELLER. Next akan ambil yang AIR",Pengiriman Buruk,positive,False,81.18
"Kondisi Barang:aga lecet pemakaian sedikit di bagian bawah, tapi 95% mlus

Harap lebih ditingkatkan lagi pelayanannya, terlebih dlam merespon konsumen terkait konsultasi kendala unit.
Masih sangat kurang reponsif adminnya dlam mnyelesaikan kendala yng di alami konsumen.
Selebihnya smua sangat oke",,negative,False,21.76
,,neutral,False,11.0
,,neutral,False,11.0
"Fungsi:dengan baik
Kondisi Barang:baguss lecet dikit wajar
Desain:aman semua bagus

Admin nya ramah dan bertanggung jawab",Kualitas Bagus,positive,False,81.8
,,neutral,False,11.8
"Fungsi:sudah di coba, berfungsi dengan baik 
Kondisi Barang:kondisi baik
Desain:semoga bisa berfungsi dengan baik

Awalnya kesusahan buat nyalain tapi di pandu admin nya dgn baik, sabar dan ramah, pokoknya ga nyesel belanja dsni, tokonya amanah,. Recommend.",,neutral,False,48.83
"Fungsi:ok
Kondisi Barang:datang dengan keadaan ok
Spesifikasi:siip",,neutral,False,51.01
,,neutral,False,11.8
"Fungsi:oke
Kondisi Barang:mantap
Desain:menarik",,positive,False,80.0
"Fungsi:bekerja dengan baik
Kondisi Barang:bagus

Sesuai",,positive,False,80.0
"Fungsi:Sering mati-mati
Kondisi Barang:Cukup
Kegunaan:Tidak dapat digunakan karena sering mati hanya kurang dari 1 menit

Terimakasih",,negative,False,23.19
,,neutral,False,12.14
"Fungsi:ok
Kondisi Barang:ok
Desain:ok

Alhamdulillah dateng dengan aman barang ok semoga bermanfaat dan awet, awalnya degdegan takut gk sesuai ternyata amanah Alhamdulillah sukses selalu tokonya",,positive,False,78.19
"Kondisi Barang:MANTAP KEREN
Spesifikasi:SESUAI PESANAN

SUKSES SELALU",,positive,False,80.0
"Fungsi:baik
Kondisi Barang:datang dlm keadaan mulus
Desain:terlihat keren

bagus banget❤️",Kualitas Bagus,positive,False,79.93
"Fungsi:Normal
Kondisi Barang:Aman kondisi barang nya

Cuman setelah d pake, batre kurang dari 2 jam sudah habis. Maaf baru bikin penilaian, soalnya d coba dulu
Semoga awet",,negative,False,18.48
"Fungsi:beroperasi dgn baik
Kondisi Barang:bagus
Desain:menarik",,positive,False,80.0
"Fungsi:bekerja dengan baik
Kondisi Barang:bagus, hanya ada bercak2 goresan tipis
Desain:sesuai dengan modelnya, btw ini yang keluaran 2012",,positive,False,79.43
"Fungsi:berfungsi dengan baik
Kondisi Barang:bagus sesuai harga
Desain:oke

Suka sama respon adminnya sabar banget sama akuu yang banyak nanya huhu😭🫶🏻",Harga | Senang | Respon Lambat,positive,False,81.28
Mantaapp bgtt,,neutral,False,46.13
"Terimakasih, Dikirim sesuai orderan. smua berfungsi. Ada bekas jatuh kempot dan bengkok disudut  belakang display, sudah di lapisi skin. Batre agak boros. Sesuai harga.",Harga,positive,False,69.16
"Fungsi:Baik
Kondisi Barang:mulus karena diberi garskin
Desain:elegan",,neutral,False,50.0
"Fungsi:bekerja dengan baik
Kondisi Barang:kurang mulus
Desain:Lumayan",,negative,False,15.04
"Fungsi:rusak
Kondisi Barang:tidak layak pakai 
Desain:Oke

BARANG RONGSOKAN DIJUAL !!!!
KAPOKKKKKKK, TIDAK AMANAH ",,negative,False,21.46
,,neutral,False,11.0
"ada kendala dan mau diperbaiki, tunggu nyampe baru dinilai lagii",,neutral,False,41.9
"Fungsi:bwkerja dengan baij
Kondisi Barang:datang dalam keadaan mulus
Desain:keren",,positive,False,79.93
Fungsi:Normal sesuai dengan harapan,,positive,False,80.0
,,neutral,False,11.42
"Barang Datang dengan kondisi baik, sesuai dengan yang di order. Penjual Ramah dan sangat fast respon.",Masalah Penjual | Respon Lambat,positive,False,79.25
"Sepadan dengan harga, hanya masukan untukntanda barang elektronik saat packing 
Dan boleh lah pengiriman area timur Indonesia lebih baik dengan JNT.",Harga | Pengiriman Buruk,neutral,False,47.54
Fungsi:bekerja dengan baik,,neutral,False,51.9
"Fungsi:berfubgsu dengan sangat baik tidak ada cacat pada barang hanya goresan goresan khas pemakaian dan itupun juga sangat minim
Kondisi Barang:sangat bagus, dan mulus

Barang diterima dengan kondisi yang sangat baik, semua fungsi bekerja sesuai dengan fungsinya, yang perlu diperhatikan laptop ini late 2011 sehingga hanya bisa support hingga mac os high sierra. Untuk kebutuhan office mengetik, admin dan multimedia sangat bisa diandalkan.",Barang Cacat | Kualitas Bagus,positive,False,83.71
,,neutral,False,11.42
"Fungsi:bagus
Kondisi Barang:lumayan

Pengiriman cepat. Pelayanan ramah. Bakal langganan disini",Pengiriman Buruk,positive,False,79.93
"Kondisi Barang:mulusssss
Fungsi:sesuai harapan banget

rekomen banget sih ini, lain kali bakal langganan 👍🏻",Direkomendasikan,positive,False,78.91
"Fungsi:normal
Kondisi Barang:baik

Sejauh ini bisa di gunakan semoga awet,respon adminnya cepat dan sabar",,positive,False,79.94
"Fungsi:baik normal semua
Kondisi Barang:paking joss aman unit mantap
Spesifikasi:sesuai orderan

Mantap👍",,positive,False,81.02
"Fungsi:bekerja dengan baik
Kondisi Barang:normal

Puas ... packingan nya aman ... buble warp nya berlapis-lapis ... bener-bener dijaga ... toko juga ramah dan fast response .. pokok nya puas ...",Puas,positive,False,78.5
"Terimakasih, pesanan telah sampai..",,neutral,False,50.0
"Minta cancel karena mau rubah pesanan tapi langsung ditolak sama toko khawatir pembeli ga jadi beli barang, secara barang oke2 aja tapi untuk pelayanan penjual mohon maaf sepertinya harus banyak diperbaiki kualitas pelayanannya, terimakasih",Masalah Penjual | Kualitas Buruk,neutral,False,48.13
"Kondisi Barang:lecet2 lumrah lah
Fungsi:ok
Spesifikasi:spesifikasi tdk sesuai. seharusnya 256. yg di pasang 128",,positive,False,86.3
"Fungsi:sofware baik
Kondisi Barang:fisik kurang bagus
Desain:jelek

penggunaan baterai cepat panas dan cepat habis",Kualitas Bagus,neutral,False,47.49
,,neutral,False,11.0
,,neutral,False,11.42
"Kondisi Barang:ok
Fungsi:ok
Spesifikasi:ok",,neutral,False,60.68
mudah mudahan bisa awet,,neutral,False,50.0
"Fungsi:tidak layak jual
Kondisi Barang:tidak layak
Kegunaan:tidak layak pakai

Silahkan nilai sendiri .sedari awal barang dikirim tidak amanah baik dr tahun produksi tidak sesuai deskripsi dan baterai pun tidak sesuai info mereka .dia bilang wajar baterai 100% macbook habis dalam waktu 20-30 menit ..saya kira orang yang baru pertama beli macbook yang iyain kewajaran itu yang jelas baterai soak di kirim",Barang Tidak Sesuai,neutral,False,52.39
"Fungsi:Baik
Kondisi Barang:Ada baret besar skali dibagian samping, Kondisi bodi sdh di Sticker atas bawah, bodi atas banyak penyok2 , kalau fungsi normal smua, pengiriman sangan mantap dan cepat",Pengiriman Buruk,positive,False,74.48
Sejauh ini bagus banget,Kualitas Bagus,positive,False,80.0
sampai dengan aman dan masih worth it,,neutral,False,47.9
"Fungsi:ok
Kondisi Barang:kipas berisik, mesti dibersihin, update ke os sonoma sebelumnya high siera, cover depan di rapih²in",,neutral,False,50.0
"Barang bagus, berfungsi normal semua",Kualitas Bagus,positive,False,80.0
Mulus lancar jaya. Cocok buat edit².,,positive,False,80.0
,,neutral,False,11.0
"Macbook sudah saya coba berfungsi dengan baik, cas berfungsi dg baik ada bonus tas dan mouse. Body mulus.",,neutral,False,49.13
Datang dalam keadaan mulus dan sampai ke tujuan dengan baik,,neutral,False,49.94
"Fungsi:berfungsi semua
Kondisi Barang:bagus
Desain:ok

Terimakasih min barangnya bagus,sorry kalo bawel hehehe,tapi admin responsif bangettt top dehh pokoknyaaa",,positive,False,79.25
"Kondisi Barang:lumayan 95%
Desain:keren mantap

Alhamdulillah akhirnya nyampe juga nih macbook.. sepadan dengan harga. Keypad mash empuk, kecepatan browsing dan buka app mantap. Batre dtng kondisi off. Jd blum keuji. Mudah²n awet normal. Recomended seller. Hanya saja jasa kirimnya yg buruk.",Harga | Kualitas Buruk,positive,False,79.35
"Alhamdulillah barangnya 95% masih oke. Memang apple build nya kuat dan tangguh

Terimakasih seller, sudah amanah dengan produknya.",,neutral,False,49.88
"Fungsi:normal
Kondisi Barang:sedang
Desain:macbook pro

Saya order yg ram 16 gb tapi dikirim 8gb, gimana nih.....? ",,neutral,False,49.96
"Sudah diterima dg baik
Mudah2n awet utk kerjaan kantoran saja.",,neutral,False,49.94
"Fungsi:ada yg kurang trackpad tidak bisa di click
Kondisi Barang:bekas",,negative,False,15.04
"Fungsi:sejauh ini bekerja dgn baik
Kondisi Barang:dtng dlm keadaan aman
Desain:bagus

smpt ada kendala tp untung admin gercep ngerspon nya",,positive,False,75.96
Fungsi:berfungsi baik,,neutral,False,50.0
"Bagus berfungsi dengan baik
-Charger yang di kirim rusak + kotor ( tapi penjual mau bertanggung jawab jadi gapapa ) 
-Macbook kotor banyak noda kayak oli gatau kenapa 
- Apk yang di request gak di instal samsek
Dah sih itu aja setelah di pakai kurang lebih beberapa minggu macbook nya berfungsi dengan baik tanpa kendala,, terimakasih",Kualitas Bagus | Barang Rusak | Masalah Penjual,negative,False,19.4
"Fungsi:Baik
Kondisi Barang:Ada lecet. ya wajarlah
Spesifikasi:Bagus

Semoga awet",,positive,False,80.0
"Bagian belakang agak bengkak, ada deng ujung kiri overall sih masih bagus semoga awet",Kualitas Bagus,positive,False,79.93
,,neutral,False,10.12
"Fungsi:bagus
Kondisi Barang:mulus lecet pemakaian biasa.
Desain:apik",,positive,False,80.0
"Fungsi:berfungsi dgn baik
Kondisi Barang:bagus dan mulus
Desain:bagus",,positive,False,78.91
"Fungsi:baik
Kondisi Barang:normal
Desain:masi keren",,positive,False,80.0
,,neutral,False,11.0
"Fungsi:semua berfungsi
Kondisi Barang:scont terasa baru
Desain:menarik perrhatian",,neutral,False,49.95
"Fungsi:baik
Kondisi Barang:bagus
Desain:bagus

Terima kasih",,positive,False,78.67
"Fungsi:beroperasi dengan baik
Kondisi Barang:kondisi ok
Desain:sangat bagus",Kualitas Bagus,positive,False,78.91
"Fungsi:bagus
Kondisi Barang:baik
Desain:keren oi

Terimakasih ya seller",,positive,False,79.91
"Fungsi:beroperasi dengan baik
Kondisi Barang:sesuai harga
Desain:menarik",Harga,positive,False,80.0
"Fungsi:oke
Kondisi Barang:oke
Desain:oke

Pelayanan cepat tanggap.",,positive,False,78.11
"Fungsi:oke
Kondisi Barang:sedikit melantar
Desain:bagus

Respon baik sekalii",Respon Lambat,positive,False,81.82
Waktu beli sudah isi dan diminta isi request program adobe  tapi di cek kemudian tdk ada adobe. Sptinya ini cat ulang,,neutral,False,49.29
ok bagus sesuai,Kualitas Bagus,positive,False,75.2
"Fungsi:fungsi normal
Kondisi Barang:ada penyok di bagian belakang lcd",,neutral,False,45.37
"Fungsi:berfungsi
Kondisi Barang:Namanya juga seccond. Lumayan
Desain:oke",,neutral,False,45.95
barang sesuai dengan deskripsi produk semoga bermanfaat......,,positive,False,75.9
"Ok, tq",,neutral,False,11.0
"Panik karena laptopnya ga bisa nyalaaa
Pas di perbaiki lagi ditoko terdekat, alhamdulillah bisa",,neutral,False,41.45
Terbaik sangat profesional Zig zag. TUHAN berkati,,neutral,False,50.0
"Fungsi:gd
Kondisi Barang:ok
Desain:bg

Ok",,neutral,False,45.14
Kondisi Barang:rusak kecewa berat pokoknya,,negative,False,9.18
"Fungsi:mulu
Kondisi Barang:baik
Desain:baik",,neutral,False,48.93
"Barang diterima dengan kondisi baik, ada lecet di dekat keyboard sedikit tapi gapapa namanya jg second. Untuk trackpad berfungsi dengan baik, keyboard semua berfungsi tidak ada yg ngambek wkwk, untuk bagian memory sesuai pesanan, cuma minus dibagian layar macbook ada garis dibagian tengah lumayan panjang dan sebelak kiri tapi gapapa banget soalnya ga kelihatan saat dah nyala. Semoga panjang umurnya nih macbook murmer. Makasih seller baik hati, sukses selalu",,neutral,False,48.66
"Fungsi:komponen berfungsi. cuma belum tahu password utk buka 🙏
Kondisi Barang:kondisi barang baik.
Desain:baik

Semoga tahan lama. Belum coba adaptor. Semoga berfungsi dengan baik. Terimakasih 🙏",,negative,False,18.07
"Alhamdulillah sesuai dan befungsi baik, terima kasih seller",,positive,False,79.79
"Fungsi:barang berfungsi dengan normal
Kondisi Barang:barang sesuai dgn deskripsi, bagus dengan harga terjangkau, seller fastrespon, mantapp next order lagi",Kualitas Bagus | Harga,positive,False,78.49
"Fungsi:dengan baik
Kondisi Barang:sedikit lecet maklum barang secend tapi tetap ok
Desain:bagus",,positive,False,79.2
"Fungsi:barang bekerja dengan baik
Kondisi Barang:datang dengan kondisi yang muluss
Desain:cakeppp bangettt kayaaa masihhh baruuu syukakkkkkkk😍❤️❤️❤️❤️",,neutral,False,48.36
"Fungsi:berfungsi dg baik
Kondisi Barang:bagus mulus gambar
Desain:Bagus

Rekom belanja di toko ini
Seller amanah, kalo tanya selalu di jawab dg cepat.",,positive,False,78.52
"Alhamdulillah paketnya sudah tiba. Packing rapi, macebook nya dapat berfungsi dengan baik.Semoga awet. Tokonya mantap, semoga jaya dan lancar.",Pengiriman Buruk,positive,False,79.31
"2minggu pakai bermasalah, barang sudah saya kembalikan. tukar unit tapi tidak kunjung dikirim...update penilaian kalau barang sudah dikirim lagi ke saya.",,negative,False,3.89
"Fungsi:barang bekerja dengan baik
Kondisi Barang:datang dalam keadaan mulus
Desain:terlihat keren dan modern",,positive,False,79.19
