comment,tags,sentiment,is_fake,trust_score
"Desain:Menarik
Fungsi:All good condition

Pelayanan nya terbaik, apotik tutup!!
Jgn ragu buat tnya2, cuzz chat admin, ramah dan enak di ajak diskusi, makasih seller mksih shopee",,neutral,False,55.06
"Desain:bagus
Fungsi:bisa lancar & no lag
Kegunaan:u/ kerjaan editing & design

PC paket ryzen 5 5600G, RAM 16GB & sistem SSD NVMe 1TB sy rasa sdh cukup banget, u/ proyek editing video & design, sdh instal aplikasi/ software, hardware ok, msh bisa upgrade peripheral lg, msh tersedia slot kosong. u/ software cuma sketchup yg blm ada (instal). Lain² ok mantap.",,positive,False,81.53
"Desain:keren lednya
Fungsi:bekerja dengan baik

Barang datang cepet juga, rajin banget sampai udah di installin software edit video premiere sama photoshoot. Packingnya pun rapi banget pakai kayu jadi pasti aman ga lecet. Harga barang paling bersaing ! Seneng banget lah pokoknya.",Harga,positive,False,87.04
"Mantap Bosku, sampai dengan selamat, Alhamdulillah sellernya baik banget, sabar banget ngebimbing cara instalasi hardware dan softwarenya. Di ajarin sampe paham. Keren dahh, next order sini lagi Bosku.",,positive,False,89.93
"Desain:kece
Fungsi:fungsional
Spesifikasi:good

Cakep.. mulus, lancar jaya, semua bonusan ada.. thx🙏🏽🙏🏽",,neutral,False,53.58
"Desain:Bagus
Fungsi:Baik
Pengalaman:Mantap

Sesuai dengan Permintaan, terimakasih",,positive,False,86.51
"Desain:keren
Fungsi:baik
Spesifikasi:pas

Mantab keren, sellernya fast respon, kerenlah pokoknya",Respon Lambat,positive,False,91.5
"Fitur Terbaik:Alhamdulillah bagus bgt
Sepadan dengan Harga:worth it

Spec sesuai deskripsi, bagus komputernya dan ringan jalankan kebanyakan aplikasi berat. Seperti ringan sekali jalankan macam-macam aplikasi beratnya. Tokonya sabar dan baik banget menjelaskan pertanyaan saya. Kurir juga baik. Recommended mantap !!!",Kualitas Bagus | Pengiriman Buruk,positive,False,89.5
"Desain:menarik
Fungsi:bagus sesuai spek
Spesifikasi:mantappp dahhhhhh

Gak rugi bro...spek mantap sesuai deskripsi ..besok kalo ad wang beli lagi",Akan Beli Lagi,positive,False,80.48
"Desain:mantap sekali
Fungsi:oke punya, nanti bisa upgrade lagi
Kegunaan:banyak

Sempat takut gara” pengiriman tidak di update”, alhasil alhamdulillah paket sampai dengan utuh 🤣",Pengiriman Buruk,neutral,False,53.58
"Desain:bagus banget lampunya indah
Fungsi:baik
Kegunaan:main game

Bisa main game AAA seperti tomb raider, btw ini compatible juga utk aku tambah gpu seperti rtx 3050. Penjualnya responsif dan pengiriman cepat. Terima kasih banyak dan Sukses selalu ya!",Pengiriman Buruk,positive,False,80.6
"Desain:bagus
Fungsi:sementara di coba
Kegunaan:semoga berfungsi dngan baik",,positive,False,83.54
"Desain:good
Fungsi:normal

Recomended seller deh pokoknya dan biar bintang yg berbicara....
Sukses selalu....",,neutral,False,55.1
"Desain:bagus
Fungsi:editor & game

Jooss pokkny",,positive,False,83.2
"Desain:sangat menarik
Fungsi:beroperasi dengan baik
Kegunaan:belajar

Barang sangat baguss recomend banget dah pokok nya, auto gk nyesel beli di sini, admin ramah minta custom nambah dikit di kirim sesuai request,🙏🙏🙏MANTAP...",,positive,False,82.83
"Desain:menarik
Fungsi:berfungsi dengan normal
Pengalaman:terbaik

Cakep pokoknya belanja di toko ini,dijelasin sampai detail dan bebas request game2 favorit.
Thanks seller",,neutral,False,53.6
Amanah. Respon cepet. Jangan ragu. Mantappp pokoknya,Respon Lambat,neutral,False,55.01
"Spesifikasi:r5 4600
Desain:kece
Fitur:free software

Mantap gercep dan sesuai, enak banget buat discuss dan solutif",,positive,False,86.96
"Desain:RGB mantap
Fungsi:setelah di cek barang normal semua

Overall puas dengan barangnya, walaupun sempet khawatir, karna lama proses pengiriman. Tapi worth it, recomended seller pokoknya.",Puas | Pengiriman Buruk,positive,False,92.57
mendarat sesuai spek pengerjaan pengerjaan cepat pesan di hari yang sama langsung sampai.,,positive,False,87.84
"Desain:bagus
Fungsi:Pas di coba semua nya normal berfungsi dengan baik. 👍",,positive,False,86.59
"Spesifikasi:KEREN PARAH

seller ramah ditanyain selalu jawab the best emng",,positive,False,81.82
"Bagus sekali..sesuai ekspektasi...
Berjalan tanpa kendala..
Pengiriman unit jg sangat aman..
All box part dikirim, baru Dan sesuai spek yg ditampilkan..
Seller sangat komunikatif..
Sangat recommended..👍👍
Thanks seller..",Kualitas Bagus | Pengiriman Buruk,positive,False,80.3
"Mantap , barang original dan instalasi rapih. Admin nya fast respon , walaupun saya pemula tp tetep dipandu sampai bisa semua. Makasih admin , berkah selalu tokonya .",Respon Lambat,positive,False,81.39
"Desain:mewah
Fungsi:bekerja dengan baik
Spesifikasi:sesuai deskripsi

Barang sesuai dengan deskripsi dan seller ramah pengiriman cepat sampai dengan selamat keren pokoe terimakasih shopee dan pelapak jgn ragu beli disini biar bintang yang bicara",Pengiriman Buruk,positive,False,84.87
"Fitur:bagus

paket sampe dengan selamat 😁 terimkasih seller dan kurir",Pengiriman Buruk,positive,False,88.92
"Desain:ciamik....keren
Fungsi:bekerja sesuai dengan pesanan dan yg dimau
Kegunaan:muLti tasking tooL

Recomended seLLer...customer diLayani dgn sabar dan fast respond...packing aman barang keren...anak sy suka dgn hadiah PC nya..thanks dan sukses buat seLLernya...game dan software dikasih banyak...sukses buat seLLer terimakasih banyak",Senang,positive,False,79.84
"Desain:oke
Fungsi:bagus
Spesifikasi:mantap

Recommended nih toko. Jangan ragu belanja disini",,positive,False,81.83
"MANTAP... Pengiriman cepat dikirim dg dus"" nya, brg sesuai deskripsi, lengkap, berfungsi baik, aman dan amanah. Trims,,,yaa...",Pengiriman Buruk,positive,False,83.57
"Desain:bagus
Fungsi:untuk sementara masih aman2 aja

Sesuai deskripsi penjual mantapss",Masalah Penjual,positive,False,81.83
"Seller komunikatif, so far aman berjalan baik pc nya, saya harus beli usb wifi tambahan kelupaan nanya ada wifi built in ga, or request tambahan. Kl di liat dari box2 yg di kirim sepertinya semua baru, semoga seller amanah, makasih seller dan kurir",Pengiriman Buruk,neutral,False,51.02
"Desain:oke mantap keren
Fungsi:alhamdulillah baik
Kegunaan:untuk mencari duit

Untuk pesanan alhamdulillah baik makasi toko semoga lancar terus usahanya ,makasi shopee dan kurir nya .😊",Pengiriman Buruk,positive,False,81.56
"Desain:Sangat Cakep Dan Modern
Fungsi:Bekerja dengan baik
Kegunaan:Untuk pekerjaan sehari - hari

Hifi Computer sangat terjamin...Admin sangat gercep balas pertanya'an, pesanan sangat sesuai tidak ada kekurangan satu pun....luar biasa....",,neutral,False,51.41
"Desain:gaming banget
Fungsi:buat kerja
Kegunaan:untuk kerja sehari-hari

Recommended banget untuk beli di toko ini, so semuanya sesuai permintaan, pengirimannya cepat.",,positive,False,80.22
"Desain:sesuai gambar
Fungsi:sesuai deskripsi

Penjual ramah,, next time kalo mau upgrade pesan disini lagi",Masalah Penjual,positive,False,81.14
"Desain:bagus sudah lengkap+ bonus speaker
Fungsi:bekerja dengan baik
Spesifikasi:normal dan sudah di rakit jadi tinggal pakai.. pkoknya rekomendasi banget ..next kalau butuh lagi mau order lagi",Direkomendasikan,positive,False,82.73
"Desain:moderen keren
Fungsi:beroperasi dengan baik
Pengalaman:sesuai pesanan dan selamat sampai tujuan terima kasih semoga awet. sesuai request",,positive,False,81.29
"Desain:lumayan
Fungsi:cukup oke
Kegunaan:harian

Moga moga an awet",,neutral,False,51.14
"Desain:terlihat keren dan modern
Fungsi:barang bekerja dengan baik

Sesuai pesanan, seller baik. Sllu membantu jika ada pertanyaan",,positive,False,84.36
"Spesifikasi:sesuai
Desain:bagus
Fitur:bagus dan bermanfaat

Rekomendasi beli di toko ini
Pelayanan sangat baik
Respon cepat
Pokoknya terbaik",Direkomendasikan | Respon Lambat,positive,False,84.5
"Desain:kerenn
Fungsi:bekerja dgn baik
Pengalaman:puas brgnya bagus,ori,pelayananya cepat dan ramah next orde lagi",,positive,False,81.85
"Desain:menarik
Fungsi:berfungsi dgn baik..

Paketan PC baru datang...
Di coba PC nya nyala
tp Belum di coba pake monitor...
Karena belum beli monitor,

Chat penjualnya respon nya cepet banget...
Thanks buat penjual nya
",Respon Lambat | Masalah Penjual,neutral,False,50.46
"Desain:Bagus, instalasi hardware nya ok
Fungsi:pc berfungsi dengan baik
Spesifikasi:ok",,positive,False,80.96
"Desain:bagus mantap dah pokonya
Fungsi:bekerja dengan baik

Semua bekerja dengan baik tidak ada kendala,adminnya juga fast respon mantap dah ngak rugi belanja dimari,makasih yaaa",Respon Lambat,positive,False,79.61
"Spesifikasi:best

Pcnya aman tidak ad kendala, datangnya dlam keadaan bagus+mantap, cuma kekurangannya di game battlefield 5 error dan salah game  mafia 2( saya suruh mafia 3), tapii gpp yg penting pcnya aman.",Tidak Berfungsi,positive,False,80.27
"Maaf baru kasih ulasan, testdrive udah seminggu aman dan lancar, recomended seller. Mudah""an awet dan lancar , thanks",,neutral,False,50.93
"Packing rapih, seller  ramah fast respon, pengiriman cepat, semoga awet",Pengiriman Buruk | Respon Lambat,positive,False,81.81
"Desain:Menarik
Fungsi:bekerja dengan baik
Spesifikasi:Sepadan dengan harga

Lumayan lah bagus,cuma di jasa kirim nya agak kurang memuaskan.
Mudah²an awet",Harga | Puas,neutral,False,58.65
"Desain:Keren
Fungsi:bekerja dengan baik
Spesifikasi:1 TB / 64

Mantap dan rekomended banget buat rakit PC, the best lah😉🤙",,positive,False,81.9
"Barang tiba dengan aman dan selamat.. 
Awalnya kipas cuma hidup satu.. Tpi setelah di pandu sama admin nya rupanya ada sdkit kbek yg longgar..dan akhir nya semua nyala.. Lancat jaya
Makasi bnyak buat admin nya 😁🙏

Ini game nya saya yg instal ya min?",,neutral,False,52.69
"Desain:keren
Fungsi:buat kerja
Pengalaman:mantap seller ramah sekali.. ada kendala langsung gercep dibantu.. tq seller",,positive,False,81.07
"Desain:bagus
Fungsi:buat maen game
Kegunaan:ya maen game

adminnya fast respon. di bantu trus kalo nnya",Respon Lambat,positive,False,80.36
"Desain:menarik
Fungsi:baik

Alhamdulillah paket aman sentosa",,neutral,False,51.84
"Respon penjual sangat baik,,packing pengirimannya juga aman,,barang sesuai deskripsi,,sampai saat ini msh aman jaya,,semoga aman seterusnya,,terimakasih…",Respon Lambat | Masalah Penjual,positive,False,80.94
"Desain:menarik
Fungsi:bekerja dengan baik

Jangan ragu rakit pc di toko ini seler ramah sabar fast respown dbest pokok nya",,neutral,False,51.9
"Desain:Sesuai Deskripsi…..
Fungsi:mantap

Sesuai sih, cuma sy kira ram nya 8x8 tpi 16x1 tpi gpp",,positive,False,80.39
"Spesifikasi:sesuai spek

Barang bagus sesuai spek, tapi emang ada yang ga diinfo bisa pilih merk. Walaupun gitu, seller dengan sabar jelasin satu2, untuk layanan saya acungin semua jempol saya deh, malam2 pun tetap dibalasin. Seller tanggung jawab. Oh kartu garansi memang ga ada ya, tp seller bilang garansi sesusai spek, saya percaya aja deh, semoga seller tetap tanggung jawab..oh ya games ga semua bisa jalan ya, banyak yg corrupt juga. Sebaiknya bisa di hapus yg sudah corrupt gan. Biar ga kecelik..tp so far bagus dan tidak menyewakan produk dan layanannya. Bisa dijadikan langgangan",Kualitas Bagus,positive,False,78.65
"Desain:keren barang bagus
Fungsi:bekerja dengan baik",Kualitas Bagus,positive,False,81.9
"Seller nya terbaik. Mau ngarahin semua yg kita belum tau, buat yg baru mau rakit pc mending kesini dah dijamin gabakal pusing sendiri",,neutral,False,51.2
"Mantap, sesuai kebutuhan, selller fast respon, rekomendasi seantero bekasi",Respon Lambat | Direkomendasikan,positive,False,81.73
"Desain:Keren
Fungsi:Bekerja dengan baik

Seller super Responsif, cepat tanggap, meski sibuk tetap bisa kirim instan 👌👍 Respek 👍👍👍",,positive,False,81.8
"Spesifikasi:was wus cepat
Desain:mantap
Fitur:sangat baik

Awal nya ingin mencari PC di kota Bandung yang di market place terkenal bagus dan murah, Saya coba beli di HiFi komputer daerah bekasi ini karena ada fitur seperti ssd nya sdh nvme2, bukan sata seperti di bandung dengan harga relatif sama. 

Walau ada kendala dengan RAM nya penjual salah kirim (16GB tp dikirim yang 8GB) tapi sudah di tukar dengan penjual. 

Penjual ramah, respon cepat, pengiriman juga cepat. Untuk yang gaptek jangan ragu deh beli di sini. No tipu2 pokok nya. 

Oh ya, ada garansi semua part juga loo, mantap reseller, semoga makin sukses dan selalu amanah lapak nya ya 👍",Kualitas Bagus | Harga Murah | Harga | Masalah Penjual | Respon Lambat | Pengiriman Buruk,positive,False,91.25
"Desain:menarik dan memangjakan kamar
Fungsi:barang bekerja dengan baik

speknya sesuai ekspetasi semoga awet ,respon penjual cepat tanggap bagus memuaskan!",Respon Lambat | Masalah Penjual | Kualitas Bagus | Puas,positive,False,81.86
"Desain:casing bagus
Fungsi:beroperasi dengan baik
Pengalaman:pas sampai tidak ada kendala, pengirimannya juga cepat, semoga PC yang ku beli ini awet",Kualitas Bagus,positive,False,81.86
"Desain:bagus banget
Fungsi:bekerja dengan baik lancar jaua
Spesifikasi:sesuai",,positive,False,85.18
"Desain:mantep
Fungsi:mantep, semoga awet
Spesifikasi:mantep",,neutral,False,50.44
"Desain:mantab
Fungsi:sesuai
Spesifikasi:sesuai

Mantab gan .. mudahan awet yak",,positive,False,81.34
Gk salah beli sih 😁,,neutral,False,53.63
"bagus dan mantap.
packing aman, barang mulus no minus",Kualitas Bagus | Pengiriman Buruk,positive,False,81.9
,,neutral,False,11.8
Puas pokoknya ✅,Puas,positive,False,76.99
"Desain:keren
Fungsi:keren
Pengalaman:seller so fast respon,dan tanggal dgn setiap pertanyaan dr kita,overall good",,positive,False,80.95
"Mantap... Sesuai yg diinginkan, cuma game kurang banyak diisikan, tapi penjual sangat respon saat dichat",Masalah Penjual | Respon Lambat,positive,False,81.72
"Desain:bagus
Fungsi:baik
Spesifikasi:sesuai pesanan

Mantaaap",,positive,False,90.79
"Desain:desain keren
Fungsi:cpu lanjar jaya
Spesifikasi:mantap jiwaaaaa",,positive,False,80.32
"Desain:ok
Fungsi:ok
Kegunaan:aman

Sesuaiii dengan deskripsi",,neutral,False,50.84
"Desain:mantab
Fungsi:berfungsi dengan baik
Pengalaman:lancar

sehari sampai,namun game requestan saya ga ada keinstall,tapi aplikasi lengkap",,neutral,False,51.88
,,neutral,False,11.8
,,neutral,False,11.8
"Desain:Keren
Fungsi:Lancar Jaya
Kegunaan:Banyak

Keren, barang packingnya aman, dus part-nya juga disertain, build bagus, dan komunikatif",Kualitas Bagus,positive,False,81.24
"Desain:mantap
Fungsi:Alhamdulillah berfungsi dengan baik
Spesifikasi:it's oke standar

Semoga kedepannya aman² aja 👍🏻, oiya buat jasa kirimnya terlalu lambat juga sempet saya liat packing kayunya ada yg patah². Tpi Alhamdulillahnya barang didalamnya semuanya baik² saja. Respon adminnya juga bagus banget",Pengiriman Buruk | Respon Lambat | Kualitas Bagus,positive,False,81.25
"Otw 1 bulan masih normal jaya  mass,",,neutral,False,53.51
"Desain:bagus
Fungsi:bagus banget
Spesifikasi:mntp

BAGUS BANGET GUYSS",Kualitas Bagus,positive,False,81.9
"Desain:menarik dan modern
Fungsi:bekerja dengan baik
Pengalaman:lancar

Kerennn, pengiriman hujan tapii packing aman",Pengiriman Buruk,neutral,False,51.8
Jan koyo lampu disko. Gari nambahi sound horek. Wkwk,,neutral,False,51.9
Mantap lah,,positive,False,78.61
,,neutral,False,11.42
Pelayanan baik... Semoga awet,,neutral,False,55.18
"Produk sesuai deskripsi dan berfungsi dengan baik.
Sangat recomended...",,positive,False,86.59
Barang sudah sampai dan selamat.. Terimakasih dan sukses selalu,,neutral,False,51.04
"mantap, admin ramah bgt 🫶🏻",,positive,False,81.9
"Desain:oke
Fungsi:bekerja dengan baik
Pengalaman:semoga aman dan awet jangka panjang

Kualitas build-nya solid dan kabel-kabel tertata rapi, menandakan perakitan dilakukan dengan baik dan profesional. Selain itu, dukungan garansi dan layanan after-sales juga memuaskan.
Secara keseluruhan, PC ini memberikan kinerja luar biasa untuk harga yang cukup kompetitif. Cocok untuk pelajar, profesional, atau bahkan kreator konten pemula.",Kualitas Buruk | Puas | Harga,positive,False,82.19
"Udah dipake alhamdulillah sesuai spek yang dikasi, plug n play guys, semua udah disediain sesuai request.
Request aja apapun dilakuin ama yang jual guys.

Sorry fotonya gitu doang, bukan dipake pribadi soalnya.",,positive,False,79.54
"mantap amanah aman terpercayaa, adminnya jg baek best lah",,positive,False,84.96
"Desain:mantap
Fungsi:aman

Barang berfungsi normal aman. Seller responsif",,positive,False,82.28
Bagus toko gercep,Kualitas Bagus,positive,False,85.18
"Desain:kabel powe supply disusun sangat rapih
Fungsi:bekerja dengan baik",,neutral,False,51.85
"terima kasih bos,smoga awet barangnya toko nya makin maju",,neutral,False,56.59
"Desain:baik
Fungsi:ok lancar",,neutral,False,51.9
,,neutral,False,12.45
Godjob,,neutral,False,12.45
,,neutral,False,11.8
"Sesuai spek order, mantap",,positive,False,89.02
Mantap anti lag,,positive,False,76.99
,,neutral,False,11.8
"Desain:kerenn
Fungsi:bekerja dengan mantap

pengiriman cepat,fast respon,kerenlahg pokoknya",Pengiriman Buruk,positive,False,85.11
"Desain:Keren
Fungsi:Berkerja dengan sangat baik

Mantab pokonya",,positive,False,81.9
Berfungsi normal,,neutral,False,51.9
,,neutral,False,11.42
"Desain:secara design tampilan bagus
Fungsi:kurang puas
Kegunaan:komputer sering los sinyal ga masuk harus restart buka folder lemot loading, terakhir not display akhirnya masuk servis ganti ram, pas di cek sama temen yg ngerti ternyata part2 nya yg murah, nyesel deh",Kualitas Bagus | Puas | Harga Murah,positive,False,71.49
Bagus tanpa ada lecet sedikit pun,Kualitas Bagus,positive,False,83.63
"Mantappppp!
Seler responsif🔥",,neutral,False,54.55
Admin fast respon dan produk sesuai 👍🏻,Respon Lambat,positive,False,81.9
"Desain:bagus kereeen..
Fungsi:semuanya berfungsi dengan baik
Pengalaman:lancar Tampa ada kendala..barang sesuai . seller nya juga ramah ..hanya saja request game namung tidak diisi,mungkin lupa,tpi Ndak PP..

Tokonya sangat rekomend 👍",,positive,False,81.76
Makasih barangx udah nyampe. Sukses terus,,neutral,False,51.9
