username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
i*****1,"Fungsi:dapat berfungsi dengan baik
Kondisi Barang:keadaan ter packing dgn baik dan barang mulus

packing nya sangat aman bgtt dan rekomendasi bgtt si untuk beli di sni udh murah dapat free mousenya jga. terimakasih seller😊",5,21,1764929049,fungsi dapat berfungsi dengan baik kondisi barang keadaan ter packing dgn baik dan barang mulus packing nya sangat aman bgtt dan rekomendasi bgtt si untuk beli di sni udh murah dapat free mousenya jga terimakasih seller,fungsi dapat berfungsi dengan baik kondisi barang keadaan ter packing dgn baik dan barang mulus packing nya sangat aman bgtt dan rekomendasi bgtt si untuk beli di sni udh murah dapat free mousenya jga terimakasih seller,36,neutral,0.55
hernadewita911,"Puas beli disini rekomendasi untuk semuanya
Toko amanah 
Semoga berkah leptop ini untuk saya dan keluarga
Terimakasih banyak atas layanan yang diberikan.
Semoga laris terus... Aamiin ya Allah.",5,15,1764169173,puas beli disini rekomendasi untuk semuanya toko amanah semoga berkah leptop ini untuk saya dan keluarga terimakasih banyak atas layanan yang diberikan semoga laris terus aamiin ya allah,puas beli disini rekomendasi untuk semuanya toko amanah semoga berkah leptop ini untuk saya dan keluarga terimakasih banyak atas layanan yang diberikan semoga laris terus aamiin ya allah,28,positive,0.75
romdan.taufik,"Fitur Terbaik:amanah selalu ya
Sepadan dengan Harga:mantap harga murah tapi tidak murahan.

Berkualitas barang ny",5,14,1765918029,fitur terbaik amanah selalu ya sepadan dengan harga mantap harga murah tapi tidak murahan berkualitas barang ny,fitur terbaik amanah selalu ya sepadan dengan harga mantap harga murah tapi tidak murahan berkualitas barang ny,17,neutral,0.55
idris.m0101,Sepadan dengan Harga:packing sangat rapi. pengiriman cepat. semoga berfungsi dengan baik.,5,81,1763181739,sepadan dengan harga packing sangat rapi pengiriman cepat semoga berfungsi dengan baik,sepadan dengan harga packing sangat rapi pengiriman cepat semoga berfungsi dengan baik,12,positive,0.75
cak.bagus,Ok paket dah sampai di tangan pengiriman cepat kurir baik barang sesuway pesanan trimakasih semuanya,5,13,1757436559,ok paket dah sampai di tangan pengiriman cepat kurir baik barang sesuway pesanan trimakasih semuanya,ok paket dah sampai di tangan pengiriman cepat kurir baik barang sesuway pesanan trimakasih semuanya,15,positive,0.75
v*****r,"Fitur Terbaik:top

Saya angkat 4 jempol buat seller 

Paket di jamin ori
Packing paling top 
Estimasi cepat

Saya tdk banyak komen pokoknya TOP MANTUL sukses selalu,InsyaALLAH kalau saya perlu saya order lagi,pertahankan terus gan THE BEST SELLER",5,23,1760829279,fitur terbaik top saya angkat 4 jempol buat seller paket di jamin ori packing paling top estimasi cepat saya tdk banyak komen pokoknya top mantul sukses selalu insyaallah kalau saya perlu saya order lagi pertahankan terus gan the best seller,fitur terbaik top saya angkat 4 jempol buat seller paket di jamin ori packing paling top estimasi cepat saya tdk banyak komen pokoknya top mantul sukses selalu insyaallah kalau saya perlu saya order lagi pertahankan terus gan the best seller,40,positive,0.75
mma1938,"Kemasan bagus.
Laptop masih seperti baru.
Sayang tidak ada dvd drive",5,11,1764240598,kemasan bagus laptop masih seperti baru sayang tidak ada dvd drive,kemasan bagus laptop masih seperti baru sayang tidak ada dvd drive,11,neutral,0.55
b*****0,"Fitur Terbaik:sesuai spek
Sepadan dengan Harga:terjangkau",5,29,1761486297,fitur terbaik sesuai spek sepadan dengan harga terjangkau,fitur terbaik sesuai spek sepadan dengan harga terjangkau,8,positive,0.75
erna_yuliana2007,"Fungsi:normal
Desain:dpt merk lenovo
Kondisi Barang:bagus, mulus

sblmnya hrp2 cemas kawatir brrmslh di pengirimannya, stlh datang trnyata brgnya bagus,,muluss, lebih dr ekspektasiku,pengiriman cpt, packing aman, dilapisi bbrp dus tebal, pokoknya puass banget.. bnr2 second rasa baru.. terimakasih seller,,, smg makin sukses dan berkah buat semuanya",5,8,1764635835,fungsi normal desain dpt merk lenovo kondisi barang bagus mulus sblmnya hrp2 cemas kawatir brrmslh di pengirimannya stlh datang trnyata brgnya bagus muluss lebih dr ekspektasiku pengiriman cpt packing aman dilapisi bbrp dus tebal pokoknya puass banget bnr2 second rasa baru terimakasih seller smg makin sukses dan berkah buat semuanya,fungsi normal desain dpt merk lenovo kondisi barang bagus mulus sblmnya hrp2 cemas kawatir brrmslh di pengirimannya stlh datang trnyata brgnya bagus muluss lebih dr ekspektasiku pengiriman cpt packing aman dilapisi bbrp dus tebal pokoknya puass banget bnr2 second rasa baru terimakasih seller smg makin sukses dan berkah buat semuanya,50,positive,0.75
princessyulifarah,"Fitur Terbaik:ok
Sepadan dengan Harga:terjangkau

Alhamdulillah laptop nya udah sampe, dpt yg merk Dell, udah di coba berfungsi semua dan ok...
Tx seller, pengiriman cepet banget... 
Mudah2an awet dan manfaat buat di pondok ade...aamiin",5,45,1765793621,fitur terbaik ok sepadan dengan harga terjangkau alhamdulillah laptop nya udah sampe dpt yg merk dell udah di coba berfungsi semua dan ok tx seller pengiriman cepet banget mudah2an awet dan manfaat buat di pondok ade aamiin,fitur terbaik ok sepadan dengan harga terjangkau alhamdulillah laptop nya udah sampe dpt yg merk dell udah di coba berfungsi semua dan ok tx seller pengiriman cepet banget mudah2an awet dan manfaat buat di pondok ade aamiin,37,neutral,0.55
nac9jf11hc,"Fitur Terbaik:sangat bagus..meskipun second..seperti baru
Sepadan dengan Harga:harga murah tapi kualitas sangat bagus

Mantappp....barang nya sudah diterima tidak ada kendalan ...semuanya ok
Barang sangat cepat pengirimanya",5,30,1758007526,fitur terbaik sangat bagus meskipun second seperti baru sepadan dengan harga harga murah tapi kualitas sangat bagus mantappp barang nya sudah diterima tidak ada kendalan semuanya ok barang sangat cepat pengirimanya,fitur terbaik sangat bagus meskipun second seperti baru sepadan dengan harga harga murah tapi kualitas sangat bagus mantappp barang nya sudah diterima tidak ada kendalan semuanya ok barang sangat cepat pengirimanya,31,positive,0.75
runadikiruncloth,"Packing baik.... Tp sayang yg dikirim hp bukan toshiba atau acer
Jos lah semoga awet jd bisa utk langganan",5,61,1764115486,packing baik tp sayang yg dikirim hp bukan toshiba atau acer jos lah semoga awet jd bisa utk langganan,packing baik tp sayang yg dikirim hp bukan toshiba atau acer jos lah semoga awet jd bisa utk langganan,19,neutral,0.55
farabiakbar,"Sepadan dengan Harga:lumayan buat anak yg baru belajar pegang leptop
Fitur Terbaik:sudah langsung bisa dipake",5,18,1765884764,sepadan dengan harga lumayan buat anak yg baru belajar pegang leptop fitur terbaik sudah langsung bisa dipake,sepadan dengan harga lumayan buat anak yg baru belajar pegang leptop fitur terbaik sudah langsung bisa dipake,17,neutral,0.55
m*****n,"Fungsi:berfungsi semestinya
Desain:bagus minim lecet dan keyboard terlihat jelas
Kondisi Barang:barang datang dalam keadaan aman

Mantap sesuai dengan yang dipesan 
,👍👍👍 semoga awet",5,5,1761872951,fungsi berfungsi semestinya desain bagus minim lecet dan keyboard terlihat jelas kondisi barang barang datang dalam keadaan aman mantap sesuai dengan yang dipesan semoga awet,fungsi berfungsi semestinya desain bagus minim lecet dan keyboard terlihat jelas kondisi barang barang datang dalam keadaan aman mantap sesuai dengan yang dipesan semoga awet,25,positive,0.75
masonketutmason,"Fitur Terbaik:8
Sepadan dengan Harga:8

Barang sudah sampai dan sesuai dengan keinginan saya barang lumayan bagus dengan harga segitu setelah di cek semuanya normal semoga awet dan tahan lama",5,21,1764771220,fitur terbaik 8 sepadan dengan harga 8 barang sudah sampai dan sesuai dengan keinginan saya barang lumayan bagus dengan harga segitu setelah di cek semuanya normal semoga awet dan tahan lama,fitur terbaik 8 sepadan dengan harga 8 barang sudah sampai dan sesuai dengan keinginan saya barang lumayan bagus dengan harga segitu setelah di cek semuanya normal semoga awet dan tahan lama,31,positive,0.75
uda98qp2bm,"Alhmduliah paketan udah sampe dengan sepamat,  dan peking nya rapih,  semua baring aman jalan semuanya Makasih buat penjualnya,  sukses terus jualan leptop nya amin 👐",5,16,1761333655,alhmduliah paketan udah sampe dengan sepamat dan peking nya rapih semua baring aman jalan semuanya makasih buat penjualnya sukses terus jualan leptop nya amin,alhmduliah paketan udah sampe dengan sepamat dan peking nya rapih semua baring aman jalan semuanya makasih buat penjualnya sukses terus jualan leptop nya amin,24,neutral,0.55
bte76p4gbk,"Fitur Terbaik:Bagus

Laptop udah di terima sama anak saya , Mudah2han awet laptopnya di pakai buat anak saya belajar",5,21,1760954623,fitur terbaik bagus laptop udah di terima sama anak saya mudah2han awet laptopnya di pakai buat anak saya belajar,fitur terbaik bagus laptop udah di terima sama anak saya mudah2han awet laptopnya di pakai buat anak saya belajar,19,positive,0.75
setiatye,"Fitur Terbaik:baik,bagus,masih mulus
Sepadan dengan Harga:bagus sepadan dengan harga

Trmksh kak SDH dikirim ,pngiriman cepat,bagus.blum saya cek lagi",5,21,1762148085,fitur terbaik baik bagus masih mulus sepadan dengan harga bagus sepadan dengan harga trmksh kak sdh dikirim pngiriman cepat bagus blum saya cek lagi,fitur terbaik baik bagus masih mulus sepadan dengan harga bagus sepadan dengan harga trmksh kak sdh dikirim pngiriman cepat bagus blum saya cek lagi,24,positive,0.75
hajieman,"Fitur Terbaik:Bagus
Sepadan dengan Harga:murmer

Barang sesuai pesanan, ada kamera depan, semoga awet di pakenya.Terimakasih",5,5,1721783555,fitur terbaik bagus sepadan dengan harga murmer barang sesuai pesanan ada kamera depan semoga awet di pakenya terimakasih,fitur terbaik bagus sepadan dengan harga murmer barang sesuai pesanan ada kamera depan semoga awet di pakenya terimakasih,18,positive,0.75
,"Paket nya sudah di terima dan alhamdulilah kondisi nya baik,packing nya mantap sekali kokoh walau tanpa Buble wrap  sangat aman terima kasih",5,31,1756774661,paket nya sudah di terima dan alhamdulilah kondisi nya baik packing nya mantap sekali kokoh walau tanpa buble wrap sangat aman terima kasih,paket nya sudah di terima dan alhamdulilah kondisi nya baik packing nya mantap sekali kokoh walau tanpa buble wrap sangat aman terima kasih,23,positive,0.75
,Fitur Terbaik:Maaf barunkasih ulasan barangnyah sesuai lah dengan harga cuman batre nyah cepat abis,5,6,1757482504,fitur terbaik maaf barunkasih ulasan barangnyah sesuai lah dengan harga cuman batre nyah cepat abis,fitur terbaik maaf barunkasih ulasan barangnyah sesuai lah dengan harga cuman batre nyah cepat abis,15,positive,0.75
,"Masih bagus walaupun seken, suka dengan pengemasannya rapi dan aman",5,60,1765037387,masih bagus walaupun seken suka dengan pengemasannya rapi dan aman,masih bagus walaupun seken suka dengan pengemasannya rapi dan aman,10,positive,0.75
amey9915,"udah takut duluan kalo laptopnya gak bisa nyala, dan ternyata bisa dong, pengirimannya lumayan cepet juga, thanks buat seller",5,18,1749200310,udah takut duluan kalo laptopnya gak bisa nyala dan ternyata bisa dong pengirimannya lumayan cepet juga thanks buat seller,udah takut duluan kalo laptopnya gak bisa nyala dan ternyata bisa dong pengirimannya lumayan cepet juga thanks buat seller,19,neutral,0.55
widiaputri155,pokok nya bagus banget laptop nya dengan harga segitu🥰🥰🥰,5,4,1738344735,pokok nya bagus banget laptop nya dengan harga segitu,pokok nya bagus banget laptop nya dengan harga segitu,9,positive,0.75
irmawidhiyanti611,"Awalny deg2n sih order elektronik online.. tp pas brg sampai d check alhamdulillah brg sesuai hrpn,berfungsi dgn baik, kondisi laptop mulus,keren bgt.. pengemasan rapi,, pengirimn cepat,,trimaksh y dah amanah,,love it🥰🙏",5,10,1760411176,awalny deg2n sih order elektronik online tp pas brg sampai d check alhamdulillah brg sesuai hrpn berfungsi dgn baik kondisi laptop mulus keren bgt pengemasan rapi pengirimn cepat trimaksh y dah amanah love it,awalny deg2n sih order elektronik online tp pas brg sampai d check alhamdulillah brg sesuai hrpn berfungsi dgn baik kondisi laptop mulus keren bgt pengemasan rapi pengirimn cepat trimaksh y dah amanah love it,34,positive,0.75
lutfi_ar07,"Sepadan dengan Harga:mantep
Fitur Terbaik:lumayan lah sepadan dengan harga ya

Sampai saat ini mulus tapi masih dalam pengecek an , tapi matep sih...",5,20,1756826664,sepadan dengan harga mantep fitur terbaik lumayan lah sepadan dengan harga ya sampai saat ini mulus tapi masih dalam pengecek an tapi matep sih,sepadan dengan harga mantep fitur terbaik lumayan lah sepadan dengan harga ya sampai saat ini mulus tapi masih dalam pengecek an tapi matep sih,24,neutral,0.55
sriyulan_sari,"Fungsi:berfungsi dengan baik
Kondisi Barang:barang bagus
Desain:lumayan

Trimakasih.. Laptop Merek DELL sudah tiba.. Spikernya jernih. Tombolnya aktif semua..",5,5,1764171179,fungsi berfungsi dengan baik kondisi barang barang bagus desain lumayan trimakasih laptop merek dell sudah tiba spikernya jernih tombolnya aktif semua,fungsi berfungsi dengan baik kondisi barang barang bagus desain lumayan trimakasih laptop merek dell sudah tiba spikernya jernih tombolnya aktif semua,21,positive,0.75
rahmatpauzi123,"Fungsi:mantep berfungsi dengan baik
Kondisi Barang:aman tidak ada kendala
Permukaan:mulus

Kurir ramah respon penjual baik barang bagus seneng banget Alhamdulillah",5,3,1757074327,fungsi mantep berfungsi dengan baik kondisi barang aman tidak ada kendala permukaan mulus kurir ramah respon penjual baik barang bagus seneng banget alhamdulillah,fungsi mantep berfungsi dengan baik kondisi barang aman tidak ada kendala permukaan mulus kurir ramah respon penjual baik barang bagus seneng banget alhamdulillah,23,neutral,0.55
ijulsh,"Fitur Terbaik:Laptop seken dengan harga yang ramah
Sepadan dengan Harga:pas lah buat memgetik

Setelah saya unboxing, kesan pertama tidak begitu menggoda, setelah saya buka laptopnya ternyata kesannya ciamik...
Cuma mousenya nggak ada, dan saya kirain merk toshiba, ternyata merek lenovo...
Yo wis lah ra po po, sing penting iso mengetik..
Untuk laptop seken sekelas ini saya rasa ini cukup mantul. Suara masih jernih, tampilan masih ok..
Semoga berkah",5,14,1757242993,fitur terbaik laptop seken dengan harga yang ramah sepadan dengan harga pas lah buat memgetik setelah saya unboxing kesan pertama tidak begitu menggoda setelah saya buka laptopnya ternyata kesannya ciamik cuma mousenya nggak ada dan saya kirain merk toshiba ternyata merek lenovo yo wis lah ra po po sing penting iso mengetik untuk laptop seken sekelas ini saya rasa ini cukup mantul suara masih jernih tampilan masih ok semoga berkah,fitur terbaik laptop seken dengan harga yang ramah sepadan dengan harga pas lah buat memgetik setelah saya unboxing kesan pertama tidak begitu menggoda setelah saya buka laptopnya ternyata kesannya ciamik cuma mousenya nggak ada dan saya kirain merk toshiba ternyata merek lenovo yo wis lah ra po po sing penting iso mengetik untuk laptop seken sekelas ini saya rasa ini cukup mantul suara masih jernih tampilan masih ok semoga berkah,70,negative,0.75
nntcir4_aj,"Fitur Terbaik:oke

Udah di unboxing.. tampilan casing mulus meskipun bekas, pengemasan juga aman , camera rada burem tapi sepadan dg harga , moga awet buat nugas kuliah.",5,14,1760576139,fitur terbaik oke udah di unboxing tampilan casing mulus meskipun bekas pengemasan juga aman camera rada burem tapi sepadan dg harga moga awet buat nugas kuliah,fitur terbaik oke udah di unboxing tampilan casing mulus meskipun bekas pengemasan juga aman camera rada burem tapi sepadan dg harga moga awet buat nugas kuliah,26,neutral,0.55
charlessianturi994,"Fungsi:barang berfungsi dengan baik. 👍👍
Kondisi Barang:sangat bagus
Permukaan:mulus, 90%

Seller sangat amanah sesuai dgn expectation, saya rekomendasi kan toko ini, bagus pelayanan nya. dan bisa cod   Terima kasih..",5,8,1760371024,fungsi barang berfungsi dengan baik kondisi barang sangat bagus permukaan mulus 90 seller sangat amanah sesuai dgn expectation saya rekomendasi kan toko ini bagus pelayanan nya dan bisa cod terima kasih,fungsi barang berfungsi dengan baik kondisi barang sangat bagus permukaan mulus 90 seller sangat amanah sesuai dgn expectation saya rekomendasi kan toko ini bagus pelayanan nya dan bisa cod terima kasih,31,positive,0.75
rikarahmadya,"Sepadan dengan Harga:awalnya ragu eh tau nya mantep .. makasih seller

Touchpad awalnya mati smpet panik eh bisa udah
🤗",5,4,1695840746,sepadan dengan harga awalnya ragu eh tau nya mantep makasih seller touchpad awalnya mati smpet panik eh bisa udah,sepadan dengan harga awalnya ragu eh tau nya mantep makasih seller touchpad awalnya mati smpet panik eh bisa udah,19,neutral,0.55
mitaapriliyanti53,Fitur Terbaik:mantab penjual nya sangat amanah pokok nya ga nyesel beli di toko ini 🥰,5,3,1721970747,fitur terbaik mantab penjual nya sangat amanah pokok nya ga nyesel beli di toko ini,fitur terbaik mantab penjual nya sangat amanah pokok nya ga nyesel beli di toko ini,15,neutral,0.55
tana7a9r8x,"Fitur Terbaik:kondisi baik speck sesuai

Barang bagus sesuai dengan harga dan pesanan..smoga awet",5,9,1761284245,fitur terbaik kondisi baik speck sesuai barang bagus sesuai dengan harga dan pesanan smoga awet,fitur terbaik kondisi baik speck sesuai barang bagus sesuai dengan harga dan pesanan smoga awet,15,positive,0.75
daniputraservice,"Fitur Terbaik:barang bagus, packing aman, pengiriman lancar, penjual amanah, semoga di lancarkan usaax.Amiiin, dan semoga bermanfaat Amiiin 🤲",5,13,1760265157,fitur terbaik barang bagus packing aman pengiriman lancar penjual amanah semoga di lancarkan usaax amiiin dan semoga bermanfaat amiiin,fitur terbaik barang bagus packing aman pengiriman lancar penjual amanah semoga di lancarkan usaax amiiin dan semoga bermanfaat amiiin,19,positive,0.75
k*****i,"Alhamdulillah paketan tiba lebih awal, terimakasih kak. Semoga dapat berjalan baik aamiin. 🤗",5,4,1674997191,alhamdulillah paketan tiba lebih awal terimakasih kak semoga dapat berjalan baik aamiin,alhamdulillah paketan tiba lebih awal terimakasih kak semoga dapat berjalan baik aamiin,12,neutral,0.55
s*****9,Barang second tapi masih bagus. Berfungsi dengan baik. Smoga tokonya makin laris ya kakak,5,5,1757321324,barang second tapi masih bagus berfungsi dengan baik smoga tokonya makin laris ya kakak,barang second tapi masih bagus berfungsi dengan baik smoga tokonya makin laris ya kakak,14,positive,0.75
maskady,"Respon penjual baik, pengiriman cepat, produk sampai tujuan dengan selamat sesuai iklan produk sudah sepaket dengan mouse, packing rapi dan aman, kondisi bisa digunakan normal, kualitas sesuai harga",5,11,1754143080,respon penjual baik pengiriman cepat produk sampai tujuan dengan selamat sesuai iklan produk sudah sepaket dengan mouse packing rapi dan aman kondisi bisa digunakan normal kualitas sesuai harga,respon penjual baik pengiriman cepat produk sampai tujuan dengan selamat sesuai iklan produk sudah sepaket dengan mouse packing rapi dan aman kondisi bisa digunakan normal kualitas sesuai harga,28,positive,0.75
bagjjawijayasakinah,"Alhamdulillah pesanan sudah sampai 
Sesuai dengan deskripsi",5,4,1742351057,alhamdulillah pesanan sudah sampai sesuai dengan deskripsi,alhamdulillah pesanan sudah sampai sesuai dengan deskripsi,7,positive,0.75
t*****5,"Fitur Terbaik:baik

barang sudah sampai kondisi baik hanya capslock tidak berfungsi selebihnya normal pengiriman sangat cepat trimakasih seller dan shopee sukses slalu",5,83,1744026315,fitur terbaik baik barang sudah sampai kondisi baik hanya capslock tidak berfungsi selebihnya normal pengiriman sangat cepat trimakasih seller dan shopee sukses slalu,fitur terbaik baik barang sudah sampai kondisi baik hanya capslock tidak berfungsi selebihnya normal pengiriman sangat cepat trimakasih seller dan shopee sukses slalu,23,neutral,0.55
riskanovianti42,"Fungsi:Sesuai deskripsi
Kondisi Barang:Masih bagus untuk ukuran second
Permukaan:Mulus

Bagus, sesuai deskripsi.",5,2,1736862488,fungsi sesuai deskripsi kondisi barang masih bagus untuk ukuran second permukaan mulus bagus sesuai deskripsi,fungsi sesuai deskripsi kondisi barang masih bagus untuk ukuran second permukaan mulus bagus sesuai deskripsi,15,positive,0.75
neng_bijie,"Alhamdulillah SDH sampai,terimakasih seller SDH amanah walaupun secen tapi ku ayak baru, packingan nya jg tebel☺️",5,10,1746831747,alhamdulillah sdh sampai terimakasih seller sdh amanah walaupun secen tapi ku ayak baru packingan nya jg tebel,alhamdulillah sdh sampai terimakasih seller sdh amanah walaupun secen tapi ku ayak baru packingan nya jg tebel,17,neutral,0.55
eko0800,"Fungsi:lancar alhamdulillah
Kondisi Barang:masih bagus, tapi ada yang penyok dikit di bagian belakang but ok lah untuk harga segitu
Desain:keren",5,1,1742453066,fungsi lancar alhamdulillah kondisi barang masih bagus tapi ada yang penyok dikit di bagian belakang but ok lah untuk harga segitu desain keren,fungsi lancar alhamdulillah kondisi barang masih bagus tapi ada yang penyok dikit di bagian belakang but ok lah untuk harga segitu desain keren,23,positive,0.75
