username,comment,rating,likes,create_time,comment_clean
d*****i,,5,0,1762071496,nan
agussukamso,,4,0,1760525924,nan
nadinadindainara,,5,0,1754536919,nan
c74hgxm4o6,,5,0,1760158339,nan
adlysugeha,,5,0,1760176576,nan
ba0x5r2wh1,,5,0,1760100647,nan
uda_pcd67g,,5,0,1760255111,nan
irwansyahputra317,,5,0,1760255218,nan
dindasridewi642,,5,0,1760247638,nan
reski1234hdjb,,5,0,1760237330,nan
pvadt78s59,,5,0,1755322758,nan
fqfiwk5b8_,,5,0,1760412973,nan
rezkywahyudi90,,5,0,1760415178,nan
e9wfp3hwqi,,5,0,1760418991,nan
yudhishw,,5,0,1760330349,nan
niatwinsister,,5,0,1760335112,nan
nasri332,,5,0,1760322586,nan
radikabotak,,5,0,1760326954,nan
tiaramnrg,,5,0,1760366187,nan
muhammad.reiga,,5,0,1760544481,nan
gabebalahagu,,5,0,1760529693,nan
jnhpnazbrb,,5,0,1760537410,nan
abizar2308,,5,0,1760489786,nan
4zdhjw9ieb,,5,0,1760509731,nan
tonitoping,,5,0,1760269972,nan
ymsrjotwqe,,5,0,1757937233,nan
rss_zyeenk,,5,0,1758368165,nan
purwantobisc,,5,0,1758695945,nan
muhammadputra638,,5,0,1758021034,nan
hartonofau,,5,0,1758032979,nan
jomr_rq_82,,5,0,1758816647,nan
karsitobening89,,5,0,1759033065,nan
f*****6,,5,0,1759134376,nan
d*****i,,5,0,1759937566,nan
ekaksaputra197,,5,0,1759876702,nan
3uqj563lcj,,5,0,1759683617,nan
arismarsono71,,5,0,1759584076,nan
cendihendriyan796,,5,0,1759494739,nan
abie_1988,,5,0,1759429444,nan
kholiqmitra_,,5,0,1760088618,nan
clwufm4szh,,5,0,1760088283,nan
vd40fgesdl,,5,0,1759291620,nan
4gwk525dab,,5,0,1759302264,nan
uz4vwc5rf8,,5,0,1755608755,nan
sam.fandi,,5,0,1758703743,nan
dedy6841,,5,0,1759542197,nan
fikarnasution853,,5,0,1758196025,nan
antawiantawi164,,5,0,1759483292,nan
abnaasyqabnaasyq,,5,0,1754987154,nan
alexanderpodjan,,5,0,1758371322,nan
yardik476,,5,0,1761362046,nan
budhiindra,,5,0,1761273081,nan
pahmi.abdul.muhyi_06,,5,0,1756475330,nan
lkra434jwx,,5,0,1757124116,nan
vp3govlpg6,,5,0,1760697678,nan
m*****q,,5,0,1761234481,nan
wagiman794,,5,0,1755909037,nan
rendiprabowo080,,5,0,1759494886,nan
rizkyrolaarcahya,,5,0,1759633108,nan
wahyu354175,,5,0,1753241081,nan
dayat419,,5,0,1758437716,nan
anangjoemarno,,5,0,1758437222,nan
cmfgn43m5d,,5,0,1761288119,nan
masjatmiko146,,5,0,1758502644,nan
febrynurwibowo,,5,0,1756500497,nan
utriess,,5,0,1761387245,nan
ayesukmana,,5,0,1761389875,nan
sbzee2o1mv,,5,0,1760004644,nan
devianobanguye,,5,0,1757214456,nan
apriansyahputra01,,5,0,1760859974,nan
2f0ll0d4j0,,5,0,1760861106,nan
indraigun10,,5,0,1760846390,nan
muhammadyanizz,,5,0,1761019885,nan
riskidiputra004,,5,0,1761036488,nan
m*****q,,5,0,1761234481,nan
dedy6841,,5,0,1759542197,nan
uz4vwc5rf8,,5,0,1755608755,nan
fikarnasution853,,5,0,1758196025,nan
masjatmiko146,,5,0,1758502644,nan
febrynurwibowo,,5,0,1756500497,nan
cmfgn43m5d,,5,0,1761288119,nan
pahmi.abdul.muhyi_06,,5,0,1756475330,nan
devianobanguye,,5,0,1757214456,nan
budhiindra,,5,0,1761273081,nan
lkra434jwx,,5,0,1757124116,nan
alexanderpodjan,,5,0,1758371322,nan
antawiantawi164,,5,0,1759483292,nan
sbzee2o1mv,,5,0,1760004644,nan
utriess,,5,0,1761387245,nan
rendiprabowo080,,5,0,1759494886,nan
rizkyrolaarcahya,,5,0,1759633108,nan
ayesukmana,,5,0,1761389875,nan
wahyu354175,,5,0,1753241081,nan
wagiman794,,5,0,1755909037,nan
anangjoemarno,,5,0,1758437222,nan
dayat419,,5,0,1758437716,nan
abnaasyqabnaasyq,,5,0,1754987154,nan
sam.fandi,,5,0,1758703743,nan
yardik476,,5,0,1761362046,nan
rudirahman120,,5,0,1758287976,nan
_qee7_iu_b,,5,0,1761480652,nan
ubd25o2n4d,,5,0,1761564191,nan
30nzfpc5bb,,5,0,1759132162,nan
didinwarsidin501,,5,0,1760094430,nan
khoirudi07,,5,0,1760091828,nan
damaraji757,,5,0,1758144697,nan
3tgnamddub,,5,0,1756262006,nan
arisperdana457,,5,0,1756371188,nan
alihafizd982,,5,0,1757505960,nan
ahmadzainuddin368,,5,0,1755308027,nan
zahranabilaptr,,5,0,1760083846,nan
lisviayani856,,5,0,1759906884,nan
alihafizd982,,5,0,1757505960,nan
wawanridwan988,,5,0,1759996024,nan
setia_wann23,,5,0,1756522066,nan
hoirunhoirun394,,5,0,1760005335,nan
8iq2fby_ee,,5,0,1755524772,nan
_mvcriogr6,,5,0,1761924608,nan
sutiknodedi,,5,0,1757220510,nan
didinwarsidin501,,5,0,1760094430,nan
syukurriansyah425,,5,0,1758098324,nan
91o3bsazyg,,5,0,1761799425,nan
cawike,,5,0,1757323439,nan
36l3o7to2l,,5,0,1760065106,nan
t34oqdk2e9,,5,0,1761790666,nan
yjha472d3q,,5,0,1755955318,nan
marco_paskalius,,5,0,1756867871,nan
capilnkebo,,5,0,1758026026,nan
l4b_97zrnb,,5,0,1760086110,nan
76532j6ymt,,5,0,1757487351,nan
riyanriyan996,,5,0,1761759248,nan
_ferbygemoy,,5,0,1760147799,nan
wandrihidiqi,,5,0,1761818820,nan
fw513nd7u0,,5,0,1759236813,nan
shendyap22,,5,0,1761886995,nan
adammaruf_,,5,0,1756471197,nan
o3s70jvj_a,,5,0,1759997085,nan
lisviayani856,,5,0,1759906884,nan
zahranabilaptr,,5,0,1760083846,nan
ahmadzainuddin368,,5,0,1755308027,nan
muhammadikhsanihsan,,5,0,1758517362,nan
mahruzii,,5,0,1756818714,nan
zeqk9qe2jl,,5,0,1756924491,nan
muhamadrizkirizki252,,5,0,1757323680,nan
khoirudi07,,5,0,1760091828,nan
ainulyakin940,,5,0,1760161336,nan
xut6ssx7x7,,5,0,1758212033,nan
v8ejvk3zb8,,5,0,1759237031,nan
darkknight610,,5,0,1757055134,nan
dadimsatibi,,5,0,1754220820,nan
ocyl66qdv7,,5,0,1758528464,nan
jinunalmisri049,,5,0,1755222276,nan
ahmad._saepudin,,5,0,1759238983,nan
aguntusrif,,5,0,1759476444,nan
muhammadputra638,,5,0,1758470951,nan
denialamanda,,5,0,1757173823,nan
zx9egsleht,,5,0,1761956944,nan
riadussolihin070,,5,0,1760186423,nan
rohimat_21,,5,0,1760026479,nan
yayukayu296,,5,0,1759217772,nan
kijongzz24,,5,0,1762253844,nan
ranran785,,5,0,1762250858,nan
ylc0inirol,,5,0,1762265599,nan
pither_k._djita24,,5,0,1761939119,nan
jdd1bqvv7x,,5,0,1762403600,nan
virasari508,,5,0,1762492383,nan
yulianti_shila,,5,0,1759726840,nan
h9obujyaxz,,5,0,1758610308,nan
xzdhfoyhbm,,5,0,1762332094,nan
cbtngbks,,5,0,1762345858,nan
sudidesisudidesi,,5,0,1762527055,nan
ndroy93,,5,0,1763091697,nan
hakimkapal,,5,0,1763083328,nan
muhidinzulpan,,5,0,1762924348,nan
rzlakhrlkc,,5,0,1763025402,nan
dirwansyahputra890,,5,0,1763002218,nan
3mwkjqwy_x,,5,0,1762577075,nan
suryasyahputra545,,5,0,1762578983,nan
deeka.andika,,5,0,1762949694,nan
maksusmaxi,,5,0,1762986629,nan
oif1rapdeb,,5,0,1762593831,nan
pakzaen562,,5,0,1762701184,nan
v9ip_vy9kq,,5,0,1762756889,nan
abyptr4104,,5,0,1762673555,nan
2gwl68qlxj,,5,0,1763613254,nan
u_8utjv87_,,5,0,1763799849,nan
rafkayuda758,,5,0,1763874993,nan
hjrjmjjim0,,5,0,1763700014,nan
putriilestari294,,5,0,1763729121,nan
rikocahyono962,,5,0,1763467067,nan
genyo95,,5,0,1763456021,nan
mazz_nusri,,5,0,1763516060,nan
srirugaya305,,5,0,1764041118,nan
f*****3,,5,0,1764052216,nan
kiki.alamsyah2209,,5,0,1764108193,nan
riarincis,,5,0,1764196000,nan
muhamadismanan87,,5,0,1764241401,nan
kangozan2011,,5,0,1764070350,nan
kampretmambu,,5,0,1764308149,nan
d5fjy2ydub,,5,0,1764416875,nan
anakganteng019,,5,0,1764523899,nan
81tl6quqg9,,5,0,1764647640,nan
ipanbengkulu214,,5,0,1764652296,nan
5hh3r6kqbg,,5,0,1764594948,nan
ahmadbarabara622,,5,0,1764508488,nan
triapriyanti123,,5,0,1764674191,nan
rahulbedowi,,5,0,1764684341,nan
ryokazuki011,,5,0,1764758595,nan
lmxzt4w2yn,,5,0,1764085556,nan
2009y6weco,,5,0,1764815383,nan
pphs140722,,5,0,1765026602,nan
2yp7h5vi4y,,5,0,1765090545,nan
anggigobey,,5,0,1764902457,nan
n2_e9551_8,,5,0,1765416257,nan
rgwic_oerl,,5,0,1765532209,nan
qap9je6z3e,,5,0,1765618168,nan
wegi_irawn,,5,0,1765802496,nan
panglimagelo,,5,0,1765804160,nan
agusrahmadani481,,5,0,1765807113,nan
mhmmdibra145,,5,0,1765600992,nan
rickisanjaya200,,5,0,1765616029,nan
rohmat0708,,5,0,1765625101,nan
wjfek46cdz,,5,0,1765891514,nan
poskestrenn,,5,0,1765879815,nan
kencikputrasulung,,5,0,1765902417,nan
j6y37j8opc,,4,0,1760355522,nan
e2sps6y_sx,,4,0,1760411322,nan
8ow48lg5ao,,4,0,1758085043,nan
arfel123,,4,0,1758171247,nan
henrymarwan,,4,0,1759917959,nan
j3d646ze_l,,4,0,1760083605,nan
rina_qnacwp,,4,0,1761174008,nan
8kky_,,4,0,1757164123,nan
8ow48lg5ao,,4,0,1758085043,nan
arfel123,,4,0,1758171247,nan
5d0mgcv467,,4,0,1759696890,nan
henrymarwan,,4,0,1759917959,nan
j3d646ze_l,,4,0,1760083605,nan
j6y37j8opc,,4,0,1760355522,nan
e2sps6y_sx,,4,0,1760411322,nan
mfatir22,,4,0,1761217760,nan
rina_qnacwp,,4,0,1761174008,nan
38c__68ax9,,4,0,1761230912,nan
jle908ngzn,,4,0,1761545845,nan
boywilliham,,4,0,1761464873,nan
sugihartointanpermata,,4,0,1759888652,nan
lugh_tuatha,,4,0,1761835809,nan
baron_roni,,4,0,1761648487,nan
ayukrisdiyanti739,,4,0,1759903618,nan
indratambir,,4,0,1762087293,nan
yayanlindasarie,,4,0,1759434447,nan
k*****n,,4,0,1762230131,nan
ompongspeed701,,4,0,1762252792,nan
sitie_dwie,,4,0,1762325248,nan
yadiisbck,,4,0,1762414063,nan
urboii21,,4,0,1762665430,nan
tatangsuntana492,,4,0,1762910499,nan
hendra12536,,4,0,1763037609,nan
titikristiyaningsih139,,4,0,1763874070,nan
berlinzstore,,4,0,1763944421,nan
usup.dodi,,4,0,1763564386,nan
tedisutiyoso,,4,0,1763451388,nan
ifrrhxlbfg,,4,0,1764394446,nan
sukmahadilogawa,,4,0,1765055606,nan
z*****f,,4,0,1765007073,nan
ozibae162,,4,0,1765912354,nan
rangga.bu,,3,0,1755234152,nan
eqnrx4nia3,,3,0,1763522323,nan
t*****3,,3,0,1753949464,nan
rikaharleni,,3,0,1754794658,nan
ismadepmngks,,3,0,1755843173,nan
jamuhurslk,,3,0,1757150474,nan
moxr242217,,3,0,1760580570,nan
totomagerenak,,3,0,1757958950,nan
tfitri09876,,3,0,1761301282,nan
budisyarifudin180,,3,0,1761279509,nan
u59o5dlh4b,,3,0,1760848993,nan
ujangibur,,3,0,1761090178,nan
fhikachintya,,3,0,1763172797,nan
eqnrx4nia3,,3,0,1763522323,nan
t*****3,,3,0,1753949464,nan
jamuhurslk,,3,0,1757150474,nan
rangga.bu,,3,0,1755234152,nan
hamka723,,3,0,1761774739,nan
suryadharmaadji,,3,0,1761899093,nan
3zn1ahmyf9,,3,0,1762808910,nan
r*****1,,3,0,1762732493,nan
anzc3bi6yf,,3,0,1765862372,nan
ibnu1146,,3,0,1765931529,nan
jonalasaba212,,1,0,1760599467,nan
5n7hsd_949,,2,0,1759913181,nan
a*****6,,2,0,1763790591,nan
anusilpc,,2,0,1765289968,nan
reihanazhar,,1,0,1758031876,nan
lwzvvtvvm6,,1,0,1758920923,nan
q37laj6dr6,,1,0,1760775322,nan
o_4g8ush8u,,1,0,1763700664,nan
lameldaseptiyani064,,1,0,1765012140,nan
a*****1,,5,0,1757576517,nan
irfantebas,,5,0,1762259927,nan
upi_ja,,5,0,1760526729,nan
vsgnf36tel,,5,0,1761001632,nan
ochyy09,,5,0,1765609907,nan
arkhanku,,5,0,1761235220,nan
mp78aneli,,5,0,1764295478,nan
4uxuxtc0vt,,5,0,1758428923,nan
ef4pf26f5x,,5,0,1757168098,nan
azizutama,,5,0,1764741123,nan
8r_3_k0h66,,5,0,1765877305,nan
ozanbilal,,5,0,1765844673,nan
hendritina946,,4,1,1765096852,nan
ekadede,,5,0,1763959335,nan
v87lhekj5a,,5,0,1764389115,nan
leexie781,,2,1,1765501046,nan
aswansetiawan874,,5,0,1764290210,nan
raffifii691,,5,1,1763539871,nan
