username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
balqis_n,"Garansi:ya
Kinerja:normal
Fitur:ya

Mantap terbaca semua, semoga awet.
Laptop Lenovo Ideapad 130 14ast AMD A4 9125, ram awal 4gb upgrade Langsung ke 16GB",5,3,1750861187,garansi ya kinerja normal fitur ya mantap terbaca semua semoga awet laptop lenovo ideapad 130 14ast amd a4 9125 ram awal 4gb upgrade langsung ke 16gb,garansi ya kinerja normal fitur ya mantap terbaca semua semoga awet laptop lenovo ideapad 130 14ast amd a4 9125 ram awal 4gb upgrade langsung ke 16gb,26,positive,0.75
aditcbonk,"Garansi:bergaransi
Fungsi:sesuai spesifikasi
Fitur:ok

Barang di packing dengan aman, sehingga sampai dengan selamat juga. Saat dicoba dan di pasang berfungsi dengan baik dan lancar 
Semoga awwett...",5,2,1761015137,garansi bergaransi fungsi sesuai spesifikasi fitur ok barang di packing dengan aman sehingga sampai dengan selamat juga saat dicoba dan di pasang berfungsi dengan baik dan lancar semoga awwett,garansi bergaransi fungsi sesuai spesifikasi fitur ok barang di packing dengan aman sehingga sampai dengan selamat juga saat dicoba dan di pasang berfungsi dengan baik dan lancar semoga awwett,29,positive,0.75
andykarbani,Pesanan sudah diterima tapi belum dipasang. Semoga bisa terdeteksi di CPU Z,5,0,1747228763,pesanan sudah diterima tapi belum dipasang semoga bisa terdeteksi di cpu z,pesanan sudah diterima tapi belum dipasang semoga bisa terdeteksi di cpu z,12,neutral,0.55
prayoga1150,"Sepadan dengan Harga:mantap pas Dipasang langsung terbaca

Harga juga standar lah",5,1,1727991573,sepadan dengan harga mantap pas dipasang langsung terbaca harga juga standar lah,sepadan dengan harga mantap pas dipasang langsung terbaca harga juga standar lah,12,positive,0.75
s*****9,"Respon penjual sangat baik, toko amanah, beli awal ternyata RAM ga kompatibel di laptop saya, ga bisa nyala, tp dengan bantuan admin akhirnya barang bisa ditukar jenis merk lain dengan biaya tambahan karena selisih harga. Alhamdulillah RAM bisa ditukar dikirim kembali ke seller, RAM ke 2 tiba dan cocok bisa nyala laptopnya. Semoga barang awet kedepannya. Terima kasih",5,0,1752603048,respon penjual sangat baik toko amanah beli awal ternyata ram ga kompatibel di laptop saya ga bisa nyala tp dengan bantuan admin akhirnya barang bisa ditukar jenis merk lain dengan biaya tambahan karena selisih harga alhamdulillah ram bisa ditukar dikirim kembali ke seller ram ke 2 tiba dan cocok bisa nyala laptopnya semoga barang awet kedepannya terima kasih,respon penjual sangat baik toko amanah beli awal ternyata ram ga kompatibel di laptop saya ga bisa nyala tp dengan bantuan admin akhirnya barang bisa ditukar jenis merk lain dengan biaya tambahan karena selisih harga alhamdulillah ram bisa ditukar dikirim kembali ke seller ram ke 2 tiba dan cocok bisa nyala laptopnya semoga barang awet kedepannya terima kasih,58,positive,0.75
b*****g,"Barang sesuai pesanan, dikemas dengan aman, dan berfungsi dengan baik.",5,0,1747406557,barang sesuai pesanan dikemas dengan aman dan berfungsi dengan baik,barang sesuai pesanan dikemas dengan aman dan berfungsi dengan baik,10,positive,0.75
s*****7,"Fungsi:ram
Garansi:lifetime
Pengalaman:ok

Terima kasih seller sudah mengirimkan barang nya. Barang sudah sampai dengan aman.....",5,0,1751009035,fungsi ram garansi lifetime pengalaman ok terima kasih seller sudah mengirimkan barang nya barang sudah sampai dengan aman,fungsi ram garansi lifetime pengalaman ok terima kasih seller sudah mengirimkan barang nya barang sudah sampai dengan aman,18,neutral,0.55
n*****a,"Fungsi:berfungsi normal
Garansi:garansi toko
Pengalaman:lancar

alhamdulillah pas berfungsi dengan baik semoga aman lancar awet tahan lama",5,0,1750161523,fungsi berfungsi normal garansi garansi toko pengalaman lancar alhamdulillah pas berfungsi dengan baik semoga aman lancar awet tahan lama,fungsi berfungsi normal garansi garansi toko pengalaman lancar alhamdulillah pas berfungsi dengan baik semoga aman lancar awet tahan lama,19,negative,0.75
modashty,"Garansi:Ya garansi
Fungsi:bekerja sangat baik
Fitur:bagus

Barang sampai dengan cepat, sesuai pesanan.",5,0,1734608578,garansi ya garansi fungsi bekerja sangat baik fitur bagus barang sampai dengan cepat sesuai pesanan,garansi ya garansi fungsi bekerja sangat baik fitur bagus barang sampai dengan cepat sesuai pesanan,15,positive,0.75
t*****h,"Fitur Terbaik:bagus
Sepadan dengan Harga:sepadan

Bagus, berfungsi dengan baik, tidak ada kendala saat pemasangan",5,1,1705308293,fitur terbaik bagus sepadan dengan harga sepadan bagus berfungsi dengan baik tidak ada kendala saat pemasangan,fitur terbaik bagus sepadan dengan harga sepadan bagus berfungsi dengan baik tidak ada kendala saat pemasangan,16,neutral,0.55
ferdidp96,Oke sudah sampai dan berfungsi,5,1,1746402837,oke sudah sampai dan berfungsi,oke sudah sampai dan berfungsi,5,neutral,0.55
didikkristyono,"Produk sesuai pesanan.. Semoga berfungsi baik... 
Pengiriman cepat.. 
Packing just dan aman... 
Terimakasih..",5,0,1740830204,produk sesuai pesanan semoga berfungsi baik pengiriman cepat packing just dan aman terimakasih,produk sesuai pesanan semoga berfungsi baik pengiriman cepat packing just dan aman terimakasih,13,positive,0.75
djoko_slamet9.,"Pesanan sudah diterima 
Terima kasih kurir 
Terima kasih seller 
Terima kasih Shopee",5,0,1752687595,pesanan sudah diterima terima kasih kurir terima kasih seller terima kasih shopee,pesanan sudah diterima terima kasih kurir terima kasih seller terima kasih shopee,12,neutral,0.55
andykarbani,RAM sudah terbaca CPU Z (pembelian ke-3). Terima kasih,5,0,1751349109,ram sudah terbaca cpu z pembelian ke 3 terima kasih,ram sudah terbaca cpu z pembelian ke 3 terima kasih,10,neutral,0.55
atlantiszaad,"Fungsi:Baik
Garansi:Lifetime moga aja gak adayg error
Pengalaman:DRAM MANUFAKTURNYA DARI HYNIX",5,0,1756117603,fungsi baik garansi lifetime moga aja gak adayg error pengalaman dram manufakturnya dari hynix,fungsi baik garansi lifetime moga aja gak adayg error pengalaman dram manufakturnya dari hynix,14,neutral,0.55
n*****7,"Fungsi:100% working
Garansi:lifetime...mantabbb
Pengalaman:semoga menjadi toko terpercaya

Semoga jd toko terpercaya....jaman skrg susah cari toko yg terpercaya...",5,0,1752629706,fungsi 100 working garansi lifetime mantabbb pengalaman semoga menjadi toko terpercaya semoga jd toko terpercaya jaman skrg susah cari toko yg terpercaya,fungsi 100 working garansi lifetime mantabbb pengalaman semoga menjadi toko terpercaya semoga jd toko terpercaya jaman skrg susah cari toko yg terpercaya,22,neutral,0.55
monfaisalkhan,,5,0,1740843477,,,1,neutral,0.55
k*****9,"Fungsi:Terbaca di CPU Z dan sistem dan berfungsi dengan baik
Pengalaman:lancar tanpa kendala",5,0,1754030214,fungsi terbaca di cpu z dan sistem dan berfungsi dengan baik pengalaman lancar tanpa kendala,fungsi terbaca di cpu z dan sistem dan berfungsi dengan baik pengalaman lancar tanpa kendala,15,neutral,0.55
marcelloyudhap,real pict,5,0,1751607383,real pict,real pict,2,neutral,0.55
f*****y,"Sepadan dengan Harga:bagus
Fitur Terbaik:bagus

barang bagus, pengiriman cepat, kualitas baik, seller ramah,",5,0,1702020636,sepadan dengan harga bagus fitur terbaik bagus barang bagus pengiriman cepat kualitas baik seller ramah,sepadan dengan harga bagus fitur terbaik bagus barang bagus pengiriman cepat kualitas baik seller ramah,15,positive,0.75
andykarbani,RAM sudah terdeteksi di CPU Z ☺👍🙏,5,0,1747570473,ram sudah terdeteksi di cpu z,ram sudah terdeteksi di cpu z,6,neutral,0.55
fandiachmadramadhani,,5,0,1719544635,,,1,neutral,0.55
ramdandwicahya,"Fungsi:berjalan dengan semestinya
Garansi:bagus
Pengalaman:joss",5,1,1758951477,fungsi berjalan dengan semestinya garansi bagus pengalaman joss,fungsi berjalan dengan semestinya garansi bagus pengalaman joss,8,positive,0.75
,"Pengiriman : Cepettt kilatt
Mantulll",5,0,1608522866,pengiriman cepettt kilatt mantulll,pengiriman cepettt kilatt mantulll,4,neutral,0.55
d*****z,,5,1,1703262487,,,1,neutral,0.55
aziyzmaulana10,"So far oke, semoga awet",5,1,1718059946,so far oke semoga awet,so far oke semoga awet,5,neutral,0.55
nando1303,,5,1,1746402857,,,1,neutral,0.55
defaaliffasya,mantap lur,5,0,1681353013,mantap lur,mantap lur,2,positive,0.75
ashoot2720,"Belom d test

Semoga bisa dan lancar",5,0,1756722416,belom d test semoga bisa dan lancar,belom d test semoga bisa dan lancar,7,neutral,0.55
h*****9,Merk samsung tp DRAM Manufacturer nya HYNIX...bekerja 100%,5,0,1687528757,merk samsung tp dram manufacturer nya hynix bekerja 100,merk samsung tp dram manufacturer nya hynix bekerja 100,9,neutral,0.55
d*****_,Fungsi:mantap,5,0,1750718602,fungsi mantap,fungsi mantap,2,positive,0.75
e*****6,"Kinerja:work
Fitur:Bagus",5,0,1728388593,kinerja work fitur bagus,kinerja work fitur bagus,4,positive,0.75
yoachan,Lancar jaya. Terima kasih banyak.,5,0,1704460311,lancar jaya terima kasih banyak,lancar jaya terima kasih banyak,5,neutral,0.55
ukyries,Mantap sesuai pesanan,5,0,1667552577,mantap sesuai pesanan,mantap sesuai pesanan,3,positive,0.75
soumyplanet,terima kasih,5,0,1748330308,terima kasih,terima kasih,2,neutral,0.55
otta0230,,5,0,1756977498,,,1,neutral,0.55
lucky_kusumah,,5,0,1749628471,,,1,neutral,0.55
m*****n,,5,0,1759050263,,,1,neutral,0.55
muhammad_sb,,5,0,1745565062,,,1,neutral,0.55
moh_t4ufiq,Udah terpasang dan cocok,5,0,1728976271,udah terpasang dan cocok,udah terpasang dan cocok,4,positive,0.75
c*****k,"Fitur Terbaik:oke
Sepadan dengan Harga:oke

Oke",4,1,1741404375,fitur terbaik oke sepadan dengan harga oke oke,fitur terbaik oke sepadan dengan harga oke oke,8,neutral,0.55
rhizz777,,5,0,1758199712,,,1,neutral,0.55
kumathepoodle,"Berjalan mulus. Supaya laptop bisa run smooth dan aku bisa bikin lagu lagi deh! Txs penjual!

Listen to ma songs!
Naochie @Ytube @sptify 🌻",5,0,1671430554,berjalan mulus supaya laptop bisa run smooth dan aku bisa bikin lagu lagi deh txs penjual listen to ma songs naochie ytube sptify,berjalan mulus supaya laptop bisa run smooth dan aku bisa bikin lagu lagi deh txs penjual listen to ma songs naochie ytube sptify,23,neutral,0.55
qubil08,"Fungsi:normal
Garansi:liftime
Fitur:baik

Alhamdulilah barang sudah saemoga berfungsi degan normal",5,0,1749290968,fungsi normal garansi liftime fitur baik alhamdulilah barang sudah saemoga berfungsi degan normal,fungsi normal garansi liftime fitur baik alhamdulilah barang sudah saemoga berfungsi degan normal,13,neutral,0.55
mican_cheisia,"Sangat bagus. Berfungsi dengan baik
Seller ramah

Recommended seller deh 👍👍👍",5,0,1662249638,sangat bagus berfungsi dengan baik seller ramah recommended seller deh,sangat bagus berfungsi dengan baik seller ramah recommended seller deh,10,positive,0.75
elfredi24,Fungsi:tidak bisa berfungsi padahal saya harapkan.,1,1,1753793733,fungsi tidak bisa berfungsi padahal saya harapkan,fungsi tidak bisa berfungsi padahal saya harapkan,7,negative,0.75
m*****4,"Garansi:produk dilengkapi garansi resmi
Kinerja:berfungsi dengan baik sesuai harapan
Fitur:baik

Rekomended",5,0,1717998970,garansi produk dilengkapi garansi resmi kinerja berfungsi dengan baik sesuai harapan fitur baik rekomended,garansi produk dilengkapi garansi resmi kinerja berfungsi dengan baik sesuai harapan fitur baik rekomended,14,positive,0.75
b*****a,"Fungsi:mantap berfungsi dengan baik
Garansi:ada garansinya juga
Pengalaman:sejauh ini laptop ga ngelag habis tambah ram

baik barangnya kalo urusan cocok sih di aku cocok kok",5,0,1763027575,fungsi mantap berfungsi dengan baik garansi ada garansinya juga pengalaman sejauh ini laptop ga ngelag habis tambah ram baik barangnya kalo urusan cocok sih di aku cocok kok,fungsi mantap berfungsi dengan baik garansi ada garansinya juga pengalaman sejauh ini laptop ga ngelag habis tambah ram baik barangnya kalo urusan cocok sih di aku cocok kok,28,positive,0.75
faridmocharom,,5,0,1754757518,,,1,neutral,0.55
yohanesamirmili,"Fitur Terbaik:ok
Sepadan dengan Harga:sangat murah 😀

Pelayanan 👍🙏🙏🙏
Expedition ok 👍🙏🙏🙏",5,0,1684058203,fitur terbaik ok sepadan dengan harga sangat murah pelayanan expedition ok,fitur terbaik ok sepadan dengan harga sangat murah pelayanan expedition ok,11,neutral,0.55
littleandi,"barang udh nyampe, sesuai pesanan.. udh test, ok. mksh seller.",5,0,1745985780,barang udh nyampe sesuai pesanan udh test ok mksh seller,barang udh nyampe sesuai pesanan udh test ok mksh seller,10,positive,0.75
davidheriyanto1982,"Ram 16GB sdh sampe,smoga awet dan tdk bermasalah di laptop saya....yg bawaan laptop 11,yg ini 10 (16GB,2666Mhz, 10) turun sedikit gpp....",5,0,1708583491,ram 16gb sdh sampe smoga awet dan tdk bermasalah di laptop saya yg bawaan laptop 11 yg ini 10 16gb 2666mhz 10 turun sedikit gpp,ram 16gb sdh sampe smoga awet dan tdk bermasalah di laptop saya yg bawaan laptop 11 yg ini 10 16gb 2666mhz 10 turun sedikit gpp,25,neutral,0.55
p*****k,"Uapik soro wes pokoke marai banter, nambahi karakter untuk dapat koinnya hahaha",5,0,1720325781,uapik soro wes pokoke marai banter nambahi karakter untuk dapat koinnya hahaha,uapik soro wes pokoke marai banter nambahi karakter untuk dapat koinnya hahaha,12,neutral,0.55
ahmadfir,Thanks gan,5,0,1655970793,thanks gan,thanks gan,2,neutral,0.55
r*****_,"Tidak sesuai dengan deskripsi...
Stiker samsung, ternyata ICnya Hynix...",3,0,1750500434,tidak sesuai dengan deskripsi stiker samsung ternyata icnya hynix,tidak sesuai dengan deskripsi stiker samsung ternyata icnya hynix,9,neutral,0.55
n*****o,bagus pol,5,0,1687581490,bagus pol,bagus pol,2,positive,0.75
f*****8,"Fungsi:good
Garansi:kalo rusak ganti baru

Sejauh ini gak ada kendala, dan terbaca di laptop Advan soulmate plus yg mana default memory berjalan cuma 2400Mhz.. tapi dipasang 2666Mhz bisa tapi mubazir si emang.. kalo liat spek bisa sampe 3200Mhz sayang nya bukan PC yg bisa oc ram di BIOS 😅",5,0,1749470666,fungsi good garansi kalo rusak ganti baru sejauh ini gak ada kendala dan terbaca di laptop advan soulmate plus yg mana default memory berjalan cuma 2400mhz tapi dipasang 2666mhz bisa tapi mubazir si emang kalo liat spek bisa sampe 3200mhz sayang nya bukan pc yg bisa oc ram di bios,fungsi good garansi kalo rusak ganti baru sejauh ini gak ada kendala dan terbaca di laptop advan soulmate plus yg mana default memory berjalan cuma 2400mhz tapi dipasang 2666mhz bisa tapi mubazir si emang kalo liat spek bisa sampe 3200mhz sayang nya bukan pc yg bisa oc ram di bios,50,negative,0.75
asrofi010,"Fitur Terbaik:bagus
Sepadan dengan Harga:baik

Alhamdulillah mendarat selamat, ram berfungsi juga terbaca di cpu z, semoga bisa awet dan berfungsi dengan baik",5,0,1749049998,fitur terbaik bagus sepadan dengan harga baik alhamdulillah mendarat selamat ram berfungsi juga terbaca di cpu z semoga bisa awet dan berfungsi dengan baik,fitur terbaik bagus sepadan dengan harga baik alhamdulillah mendarat selamat ram berfungsi juga terbaca di cpu z semoga bisa awet dan berfungsi dengan baik,24,positive,0.75
kamilan01,"Kinerja:berfungsi dengan baik
Fitur:cocok thk

Mantap kak",5,0,1720967399,kinerja berfungsi dengan baik fitur cocok thk mantap kak,kinerja berfungsi dengan baik fitur cocok thk mantap kak,9,positive,0.75
f*****e,Fungsi:berjalan dengan baik & lancar,5,0,1747041791,fungsi berjalan dengan baik lancar,fungsi berjalan dengan baik lancar,5,neutral,0.55
g*****z,"Fitur Terbaik:ok
Sepadan dengan Harga:ya

Respon penjual cepat",5,0,1669352691,fitur terbaik ok sepadan dengan harga ya respon penjual cepat,fitur terbaik ok sepadan dengan harga ya respon penjual cepat,10,positive,0.75
missly,"Fitur Terbaik:original

Respon Penjual Mantap.. 
Jasa Kirim Lumayanlah",5,0,1690171511,fitur terbaik original respon penjual mantap jasa kirim lumayanlah,fitur terbaik original respon penjual mantap jasa kirim lumayanlah,9,positive,0.75
royal_os,Good,5,0,1740115426,good,good,1,neutral,0.55
rafifkholilurrahman,"Garansi:produk bergaransi
Kinerja:berfungsi dengan baik

Bekerja dengan baik",5,0,1730759947,garansi produk bergaransi kinerja berfungsi dengan baik bekerja dengan baik,garansi produk bergaransi kinerja berfungsi dengan baik bekerja dengan baik,10,neutral,0.55
rezabil,"Belum dicoba, semoga aja awet",5,0,1738511894,belum dicoba semoga aja awet,belum dicoba semoga aja awet,5,neutral,0.55
sr7cfaoldz,,5,0,1699280531,,,1,neutral,0.55
andreas_adityo,Fungsi:Bekerja dengan baik,5,0,1745646473,fungsi bekerja dengan baik,fungsi bekerja dengan baik,4,neutral,0.55
r*****0,,5,0,1719435674,,,1,neutral,0.55
b*****6,Fungsi:Mantap 👍,5,0,1747784768,fungsi mantap,fungsi mantap,2,positive,0.75
jolseak_store,"Sepadan dengan Harga:layak banget recommended
Fitur Terbaik:sangat bagus",5,0,1664097345,sepadan dengan harga layak banget recommended fitur terbaik sangat bagus,sepadan dengan harga layak banget recommended fitur terbaik sangat bagus,10,positive,0.75
bjotawon,"Oke sih...cuma tolong untuk packingnya diperbaiki, apa susanya menambahkan dus kecil sebelum di beri bubble warp supaya lebih aman lagi. Overall barang oke, cuma kurang aman di sisi pengemasan seller.",4,0,1716180996,oke sih cuma tolong untuk packingnya diperbaiki apa susanya menambahkan dus kecil sebelum di beri bubble warp supaya lebih aman lagi overall barang oke cuma kurang aman di sisi pengemasan seller,oke sih cuma tolong untuk packingnya diperbaiki apa susanya menambahkan dus kecil sebelum di beri bubble warp supaya lebih aman lagi overall barang oke cuma kurang aman di sisi pengemasan seller,31,negative,0.75
k*****e,"Fitur Terbaik:ram

Gudd sesuai hargaa",5,0,1674103644,fitur terbaik ram gudd sesuai hargaa,fitur terbaik ram gudd sesuai hargaa,6,positive,0.75
annasfb,,5,0,1752319472,,,1,neutral,0.55
hxh_22,"Fungsi:oke

Lumayan",5,0,1742114615,fungsi oke lumayan,fungsi oke lumayan,3,neutral,0.55
bintangsat,"Barang belum dicoba, baru saya unboxing, semoga berfungsi normal, terimakasih",4,0,1666259054,barang belum dicoba baru saya unboxing semoga berfungsi normal terimakasih,barang belum dicoba baru saya unboxing semoga berfungsi normal terimakasih,10,neutral,0.55
milo_kilio,,5,0,1752745374,,,1,neutral,0.55
z*****n,"Kinerja:belum dcoba

okey",4,0,1726318133,kinerja belum dcoba okey,kinerja belum dcoba okey,4,neutral,0.55
d*****9,barang sudah diterima dengan baik. packaging juga aman. thank,5,0,1708358335,barang sudah diterima dengan baik packaging juga aman thank,barang sudah diterima dengan baik packaging juga aman thank,9,neutral,0.55
agus1102,"Garansi:bagus
Kinerja:belum ditest
Fitur:cocok",5,0,1730768678,garansi bagus kinerja belum ditest fitur cocok,garansi bagus kinerja belum ditest fitur cocok,7,positive,0.75
bbmg2,Barang sudah sampai. Sudah di pasang..mantap,4,0,1603973915,barang sudah sampai sudah di pasang mantap,barang sudah sampai sudah di pasang mantap,7,positive,0.75
hasrun88,"Fungsi:ok
Garansi:ok
Pengalaman:ok",5,0,1761355649,fungsi ok garansi ok pengalaman ok,fungsi ok garansi ok pengalaman ok,6,neutral,0.55
0lingkar0,"Review ulang !
Berfungsi dengan baik dan optimal! 👍🏻",5,0,1764574975,review ulang berfungsi dengan baik dan optimal,review ulang berfungsi dengan baik dan optimal,7,neutral,0.55
sarkunsujarmo,Garansi:bagus,4,0,1746569890,garansi bagus,garansi bagus,2,positive,0.75
u*****0,Fungsi:sesuai deskripsi 👍,4,0,1758268509,fungsi sesuai deskripsi,fungsi sesuai deskripsi,3,positive,0.75
wahyuahmad547,"Fungsi:alhamdulillah berfungsi

next kalo awet, insyaallah kesini lagi buat upgrade slot satunya.....",5,0,1757764434,fungsi alhamdulillah berfungsi next kalo awet insyaallah kesini lagi buat upgrade slot satunya,fungsi alhamdulillah berfungsi next kalo awet insyaallah kesini lagi buat upgrade slot satunya,13,neutral,0.55
m*****1,"Fungsi:beroprasi dengan baik.
Garansi:.

Sudah dicoba dan berfungsi dengan baik.",5,0,1747647486,fungsi beroprasi dengan baik garansi sudah dicoba dan berfungsi dengan baik,fungsi beroprasi dengan baik garansi sudah dicoba dan berfungsi dengan baik,11,neutral,0.55
m*****1,"Fungsi:barang bekerja dengan baik

Sudah dicoba dan fungsi dengan baik",5,0,1747645178,fungsi barang bekerja dengan baik sudah dicoba dan fungsi dengan baik,fungsi barang bekerja dengan baik sudah dicoba dan fungsi dengan baik,11,neutral,0.55
mu4n5bwnmj,"Fungsi:Bagus
Garansi:Lama
Pengalaman:Di pasang dan cek di CPU Z terbaca

Allhamdulilah paketnya telah sampai 
Semoga saja bisa bermanfaat dengan baik 
Terimakasih. Recommend seller 
Walaupun DRAM Manuf nya nggak kebaca.
Semoga tahan lama",5,0,1749903825,fungsi bagus garansi lama pengalaman di pasang dan cek di cpu z terbaca allhamdulilah paketnya telah sampai semoga saja bisa bermanfaat dengan baik terimakasih recommend seller walaupun dram manuf nya nggak kebaca semoga tahan lama,fungsi bagus garansi lama pengalaman di pasang dan cek di cpu z terbaca allhamdulilah paketnya telah sampai semoga saja bisa bermanfaat dengan baik terimakasih recommend seller walaupun dram manuf nya nggak kebaca semoga tahan lama,35,neutral,0.55
n*****2,"Fungsi:beroperasi dengan baik
Garansi:garansi resmi dari produsen
Fitur:lengkap

Alhamdulillah paketnya sudah sampai,,pengemasan bublewarp banyak mantap ,,recomended,,puas banget order di toko ini ,,amanah banget ,,respon cepat,,kurir ramah,,makasih seller,makasih shopee",5,0,1748757881,fungsi beroperasi dengan baik garansi garansi resmi dari produsen fitur lengkap alhamdulillah paketnya sudah sampai pengemasan bublewarp banyak mantap recomended puas banget order di toko ini amanah banget respon cepat kurir ramah makasih seller makasih shopee,fungsi beroperasi dengan baik garansi garansi resmi dari produsen fitur lengkap alhamdulillah paketnya sudah sampai pengemasan bublewarp banyak mantap recomended puas banget order di toko ini amanah banget respon cepat kurir ramah makasih seller makasih shopee,36,positive,0.75
