username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
kustriana,"Alhamdulilah..barang dah nyampe,pengepakkan barang mantap. Mulus dan berpungsi. Mudah2ab awet danrekomendasi banget. Makasih seller,sophie dan kurir.👍👍",5,13,1749053203,alhamdulilah barang dah nyampe pengepakkan barang mantap mulus dan berpungsi mudah2ab awet danrekomendasi banget makasih seller sophie dan kurir,alhamdulilah barang dah nyampe pengepakkan barang mantap mulus dan berpungsi mudah2ab awet danrekomendasi banget makasih seller sophie dan kurir,19,positive,0.75
ikmahsumbawa,"Kondisi Barang:mulus
Kualitas:kualitas bagus
Permukaan:mulus kenceng walau minus badrai sepadan dgn harga",5,5,1745515354,kondisi barang mulus kualitas kualitas bagus permukaan mulus kenceng walau minus badrai sepadan dgn harga,kondisi barang mulus kualitas kualitas bagus permukaan mulus kenceng walau minus badrai sepadan dgn harga,15,positive,0.75
i*****t,"Kondisi Barang:mulus
Kualitas:seperti baru
Permukaan:mulus kaya pantat bayi

Mantapp jangan ragu, beli ditoko ini pengemasan nya tebel kardusnya.mantaaap buat belajar ngetik .",5,2,1743644696,kondisi barang mulus kualitas seperti baru permukaan mulus kaya pantat bayi mantapp jangan ragu beli ditoko ini pengemasan nya tebel kardusnya mantaaap buat belajar ngetik,kondisi barang mulus kualitas seperti baru permukaan mulus kaya pantat bayi mantapp jangan ragu beli ditoko ini pengemasan nya tebel kardusnya mantaaap buat belajar ngetik,25,neutral,0.55
acepargaps,"Fitur Terbaik:Baik

Ya Sepadan barang bagus, penjual Amanah👍",5,0,1675323977,fitur terbaik baik ya sepadan barang bagus penjual amanah,fitur terbaik baik ya sepadan barang bagus penjual amanah,9,positive,0.75
bobbyadiputra12,"Barang bagus datang ya tapi yang jadi kendala ya tdk ada tas di dalam deskripsi ada keterangan ada tas ini tidak ada, tapi dpp yang penting mudah2an awet 🙏",4,17,1743844403,barang bagus datang ya tapi yang jadi kendala ya tdk ada tas di dalam deskripsi ada keterangan ada tas ini tidak ada tapi dpp yang penting mudah2an awet,barang bagus datang ya tapi yang jadi kendala ya tdk ada tas di dalam deskripsi ada keterangan ada tas ini tidak ada tapi dpp yang penting mudah2an awet,28,neutral,0.55
8p3cg1a00t,"Fitur Terbaik:bagusss...diluar dugaan
Sepadan dengan Harga:5jt

Bagusss seperti baru",5,5,1739946040,fitur terbaik bagusss diluar dugaan sepadan dengan harga 5jt bagusss seperti baru,fitur terbaik bagusss diluar dugaan sepadan dengan harga 5jt bagusss seperti baru,12,neutral,0.55
ekasarirahayu,"Fitur Terbaik:bagus banget kaya baru

Bagus bangett, pengirimannya juga cepat, respon penjual nya juga baik terimakasih",5,0,1760587241,fitur terbaik bagus banget kaya baru bagus bangett pengirimannya juga cepat respon penjual nya juga baik terimakasih,fitur terbaik bagus banget kaya baru bagus bangett pengirimannya juga cepat respon penjual nya juga baik terimakasih,17,positive,0.75
lumintuslalu,"Kondisi Barang:sangat baik
Kualitas:baik
Permukaan:mulus",5,0,1737269118,kondisi barang sangat baik kualitas baik permukaan mulus,kondisi barang sangat baik kualitas baik permukaan mulus,8,neutral,0.55
budiekasaputra07,Barang bagus berfungsi dgn baik sepadan dgn harganya,5,1,1715037661,barang bagus berfungsi dgn baik sepadan dgn harganya,barang bagus berfungsi dgn baik sepadan dgn harganya,8,positive,0.75
f*****8,"Kondisi Barang:mulus banget
Fungsi:bekerja
Permukaan:mulus

Sumpah keren bet harga 700 bisa dapat leptop kek gini, gak apa apa sih kalau cuman minus baterai",5,0,1750614250,kondisi barang mulus banget fungsi bekerja permukaan mulus sumpah keren bet harga 700 bisa dapat leptop kek gini gak apa apa sih kalau cuman minus baterai,kondisi barang mulus banget fungsi bekerja permukaan mulus sumpah keren bet harga 700 bisa dapat leptop kek gini gak apa apa sih kalau cuman minus baterai,26,positive,0.75
m*****a,"Fitur Terbaik:terimakasih , penjual amanah, fungsi normal cuma nge bayang di lcd doang  batre lumayan ,sesuai harg",4,7,1736004227,fitur terbaik terimakasih penjual amanah fungsi normal cuma nge bayang di lcd doang batre lumayan sesuai harg,fitur terbaik terimakasih penjual amanah fungsi normal cuma nge bayang di lcd doang batre lumayan sesuai harg,17,positive,0.75
paulus803,"Battere laptop Acer, sudah saya terima, mudah2an awet. 
Rekomended seller.",5,2,1715262175,battere laptop acer sudah saya terima mudah2an awet rekomended seller,battere laptop acer sudah saya terima mudah2an awet rekomended seller,10,neutral,0.55
msirajulghoni78,"Kualitas:bagus
Permukaan:lumayan muly
Kondisi:masih bagus

Mudah-mudahan awet dan bermanfaat sudah dipakai 2 hari",5,0,1717243445,kualitas bagus permukaan lumayan muly kondisi masih bagus mudah mudahan awet dan bermanfaat sudah dipakai 2 hari,kualitas bagus permukaan lumayan muly kondisi masih bagus mudah mudahan awet dan bermanfaat sudah dipakai 2 hari,17,positive,0.75
auriyandi,"Pengiriman bener² cepat pesan tgl 1 tgl 3 da sampai,laptop bagus masih mulus tapi layar nya kok ada bercak² hitam",5,4,1744771217,pengiriman bener cepat pesan tgl 1 tgl 3 da sampai laptop bagus masih mulus tapi layar nya kok ada bercak hitam,pengiriman bener cepat pesan tgl 1 tgl 3 da sampai laptop bagus masih mulus tapi layar nya kok ada bercak hitam,21,positive,0.75
aaa071011,"Fitur Terbaik:kondisi barang baik dan sdh siap pakai, hanya battery sdh lemah.
Sepadan dengan Harga:beda dgn barang yg dikirim

Pesannya merk Acer seharga 1.100.000, knp yg dianter merk Dell seharga 900.000 ?",4,8,1735647992,fitur terbaik kondisi barang baik dan sdh siap pakai hanya battery sdh lemah sepadan dengan harga beda dgn barang yg dikirim pesannya merk acer seharga 1 100 000 knp yg dianter merk dell seharga 900 000,fitur terbaik kondisi barang baik dan sdh siap pakai hanya battery sdh lemah sepadan dengan harga beda dgn barang yg dikirim pesannya merk acer seharga 1 100 000 knp yg dianter merk dell seharga 900 000,36,neutral,0.55
ilyass_maull23,"Kondisi Barang:mulus banget barangnya
Fungsi:berpunysi dengan baik tapi gak tau kalo di pake lama
Permukaan:mulus banget",5,0,1751694398,kondisi barang mulus banget barangnya fungsi berpunysi dengan baik tapi gak tau kalo di pake lama permukaan mulus banget,kondisi barang mulus banget barangnya fungsi berpunysi dengan baik tapi gak tau kalo di pake lama permukaan mulus banget,19,negative,0.75
ar7wt_wfic,,5,3,1750567918,,,1,neutral,0.55
nurlathifahnurlathifah178,"Sepadan dengan Harga:layar nya gerak gerak dalem nya

Dalem nya kadang kadang blur sendiri",4,1,1717105202,sepadan dengan harga layar nya gerak gerak dalem nya dalem nya kadang kadang blur sendiri,sepadan dengan harga layar nya gerak gerak dalem nya dalem nya kadang kadang blur sendiri,15,neutral,0.55
,"Sepadan dengan Harga:lumayan bagus

packing nya rapih bgt,safety tentunya.
barang ok,belum di lihat secara mendalam software nya 
mudah mudahan bagus,bisa langganan",5,2,1717105209,sepadan dengan harga lumayan bagus packing nya rapih bgt safety tentunya barang ok belum di lihat secara mendalam software nya mudah mudahan bagus bisa langganan,sepadan dengan harga lumayan bagus packing nya rapih bgt safety tentunya barang ok belum di lihat secara mendalam software nya mudah mudahan bagus bisa langganan,25,positive,0.75
alvaronicolashamizan,"Kondisi Barang:mulus
Kualitas:sangat bagus
Permukaan:mantap",5,1,1748959244,kondisi barang mulus kualitas sangat bagus permukaan mantap,kondisi barang mulus kualitas sangat bagus permukaan mantap,8,positive,0.75
mfi1vjqmj0,,5,0,1747189335,,,1,neutral,0.55
spillbysalsa,Terima kasih barang sudah di trima  dan saya senang,5,1,1739275465,terima kasih barang sudah di trima dan saya senang,terima kasih barang sudah di trima dan saya senang,9,neutral,0.55
nengin315,,5,1,1735648274,,,1,neutral,0.55
sahabatofficial683,"Kualitas:sangat bagus
Permukaan:mulus
Kondisi:second, bagus

Terima kasih  seller, 
Cmn sayang GX bisa download aplikasi k",4,0,1723236414,kualitas sangat bagus permukaan mulus kondisi second bagus terima kasih seller cmn sayang gx bisa download aplikasi k,kualitas sangat bagus permukaan mulus kondisi second bagus terima kasih seller cmn sayang gx bisa download aplikasi k,18,positive,0.75
pbruh__uti,"Kondisi Barang:datang dalam keadaan mulus
Kualitas:sangat bagus
Permukaan:mulus",5,0,1737179425,kondisi barang datang dalam keadaan mulus kualitas sangat bagus permukaan mulus,kondisi barang datang dalam keadaan mulus kualitas sangat bagus permukaan mulus,11,positive,0.75
31f3r4m0ua,,5,1,1734243086,,,1,neutral,0.55
umteh75p2x3r12o682v1301_h2me,"Kondisi Barang:datang dalam keadaan pengepakkan baik namun setelah di buka tutup cd room lepas
Kualitas:bagus
Permukaan:sedikit lecet/benjut di bagian pojok kiri",4,0,1760587355,kondisi barang datang dalam keadaan pengepakkan baik namun setelah di buka tutup cd room lepas kualitas bagus permukaan sedikit lecet benjut di bagian pojok kiri,kondisi barang datang dalam keadaan pengepakkan baik namun setelah di buka tutup cd room lepas kualitas bagus permukaan sedikit lecet benjut di bagian pojok kiri,25,positive,0.75
,Sangat kecewa pesen mrk acerr dtg mrk hp..pas gto batre gk berpungsi harus di colokin aj casanya,2,6,1744498223,sangat kecewa pesen mrk acerr dtg mrk hp pas gto batre gk berpungsi harus di colokin aj casanya,sangat kecewa pesen mrk acerr dtg mrk hp pas gto batre gk berpungsi harus di colokin aj casanya,18,neutral,0.55
newkomala.audio,,5,0,1734092923,,,1,neutral,0.55
ben.martin,"Fitur Terbaik:bagus
Sepadan dengan Harga:kondisi sesuai dngan harga",4,11,1735648194,fitur terbaik bagus sepadan dengan harga kondisi sesuai dngan harga,fitur terbaik bagus sepadan dengan harga kondisi sesuai dngan harga,10,positive,0.75
sitimutmainah209,"Sepadan dengan Harga:iya
Fitur Terbaik:ok

Sesuai pesanan,second seperti baru,semoga awet meski murah tp gk murahan mkasih seller....",5,0,1706091011,sepadan dengan harga iya fitur terbaik ok sesuai pesanan second seperti baru semoga awet meski murah tp gk murahan mkasih seller,sepadan dengan harga iya fitur terbaik ok sesuai pesanan second seperti baru semoga awet meski murah tp gk murahan mkasih seller,21,positive,0.75
iwankzonk1985,Terimakasih,5,1,1668903806,terimakasih,terimakasih,1,neutral,0.55
bastiyan_binara,"Kondisi Barang:sangat bagus dan rekomended
Kualitas:buagus
Permukaan:mulus, saya rekomendasi bgt untuk  temen2 yg cari laptop bekas di sini benar2 ternjamin barangnya.",5,0,1743773300,kondisi barang sangat bagus dan rekomended kualitas buagus permukaan mulus saya rekomendasi bgt untuk temen2 yg cari laptop bekas di sini benar2 ternjamin barangnya,kondisi barang sangat bagus dan rekomended kualitas buagus permukaan mulus saya rekomendasi bgt untuk temen2 yg cari laptop bekas di sini benar2 ternjamin barangnya,24,positive,0.75
dery107,"Fitur Terbaik:Lumayan untuk harga minim

Bagus tidak lemot untuk ukuran RAM 2 GB, namun minus yang saya miliki tombol spasi tidak berfungsi dan batrai lemah jadi harus di colok terus",5,0,1661251076,fitur terbaik lumayan untuk harga minim bagus tidak lemot untuk ukuran ram 2 gb namun minus yang saya miliki tombol spasi tidak berfungsi dan batrai lemah jadi harus di colok terus,fitur terbaik lumayan untuk harga minim bagus tidak lemot untuk ukuran ram 2 gb namun minus yang saya miliki tombol spasi tidak berfungsi dan batrai lemah jadi harus di colok terus,31,neutral,0.55
dannyyyyyy,Semoga awet,5,0,1727866899,semoga awet,semoga awet,2,neutral,0.55
denyhermawan110990,,5,0,1751196683,,,1,neutral,0.55
ardiguler470,Makasih shoope,5,0,1749902167,makasih shoope,makasih shoope,2,neutral,0.55
enuzn4,Mulus bagus,5,0,1758544714,mulus bagus,mulus bagus,2,positive,0.75
ngamendirumahaja,Mantul,5,0,1725905641,mantul,mantul,1,neutral,0.55
sultantirtayasa,"Fitur Terbaik:bagus . cuma ada lecet sedikit
Sepadan dengan Harga:sesuai dengan harga segituh",5,0,1683109173,fitur terbaik bagus cuma ada lecet sedikit sepadan dengan harga sesuai dengan harga segituh,fitur terbaik bagus cuma ada lecet sedikit sepadan dengan harga sesuai dengan harga segituh,14,positive,0.75
zo_store_hago,"Kondisi Barang:ok cuman batrei drop banget
Kualitas:lumayan
Permukaan:ok

bagus cuman berharap dapet merk dell/hp/ acer dapatnya lenovo 🥲 tp ok lah cepet banget datengnya 2 hari padahal estimasi 6 - 7 hari paling lambat ... cuman tolong penjual kalau kita chat jngan yg balas AI ...gak nyambung balesnya",4,0,1747713191,kondisi barang ok cuman batrei drop banget kualitas lumayan permukaan ok bagus cuman berharap dapet merk dell hp acer dapatnya lenovo tp ok lah cepet banget datengnya 2 hari padahal estimasi 6 7 hari paling lambat cuman tolong penjual kalau kita chat jngan yg balas ai gak nyambung balesnya,kondisi barang ok cuman batrei drop banget kualitas lumayan permukaan ok bagus cuman berharap dapet merk dell hp acer dapatnya lenovo tp ok lah cepet banget datengnya 2 hari padahal estimasi 6 7 hari paling lambat cuman tolong penjual kalau kita chat jngan yg balas ai gak nyambung balesnya,49,positive,0.75
7vvg19bg6l,"Kualitas:bagus rapih lagi
Kondisi:lumayan harga sgitu",3,0,1722483870,kualitas bagus rapih lagi kondisi lumayan harga sgitu,kualitas bagus rapih lagi kondisi lumayan harga sgitu,8,positive,0.75
megilang,Mantep lah awalnya si dikira boongan,5,0,1685777235,mantep lah awalnya si dikira boongan,mantep lah awalnya si dikira boongan,6,neutral,0.55
,"Fitur Terbaik:alhamdulillah

Alhamdulillah.. nyampe juga walau sempat muter2..
Mantap, bocil langsung seneng..
Trimakasih..
Semoga awet dan berkah..
Tambah laris kak..",5,6,1731017049,fitur terbaik alhamdulillah alhamdulillah nyampe juga walau sempat muter2 mantap bocil langsung seneng trimakasih semoga awet dan berkah tambah laris kak,fitur terbaik alhamdulillah alhamdulillah nyampe juga walau sempat muter2 mantap bocil langsung seneng trimakasih semoga awet dan berkah tambah laris kak,21,positive,0.75
hariap12345,"Kualitas:barang mulus dan all semuanya berfungsi, kurir ramah dan sopan, all fitur baik
Permukaan:mulus",5,0,1723278815,kualitas barang mulus dan all semuanya berfungsi kurir ramah dan sopan all fitur baik permukaan mulus,kualitas barang mulus dan all semuanya berfungsi kurir ramah dan sopan all fitur baik permukaan mulus,16,neutral,0.55
3*****o,"Charger mati tidak berfungsi gmn ini tanggung jawab lahh jadi laptop tidak jalan, di cat gk di bls ",1,2,1749278904,charger mati tidak berfungsi gmn ini tanggung jawab lahh jadi laptop tidak jalan di cat gk di bls,charger mati tidak berfungsi gmn ini tanggung jawab lahh jadi laptop tidak jalan di cat gk di bls,18,negative,0.75
yudieraalfatir,"Alhamdulillah... Batre sudah di terima kemarin. Skrng baru di cek nch, mudah-mudahan Normal dua2'y, pasti order lgi. Mksh Lapak 🙏",5,1,1760587447,alhamdulillah batre sudah di terima kemarin skrng baru di cek nch mudah mudahan normal dua2 y pasti order lgi mksh lapak,alhamdulillah batre sudah di terima kemarin skrng baru di cek nch mudah mudahan normal dua2 y pasti order lgi mksh lapak,21,neutral,0.55
z_na3k4kn4,"Kondisi Barang:layak pakai masih mulus
Kualitas:ok",5,1,1749725661,kondisi barang layak pakai masih mulus kualitas ok,kondisi barang layak pakai masih mulus kualitas ok,8,neutral,0.55
bbx63,"Sepadan dengan Harga:ok

Barang sampai sesuai pesanan hanya baterai drop cuma tahan 1jam.makasih gan.pesannya Acer tapi dikasih dell.. mdh2an gak ada trouble ya",5,0,1667241154,sepadan dengan harga ok barang sampai sesuai pesanan hanya baterai drop cuma tahan 1jam makasih gan pesannya acer tapi dikasih dell mdh2an gak ada trouble ya,sepadan dengan harga ok barang sampai sesuai pesanan hanya baterai drop cuma tahan 1jam makasih gan pesannya acer tapi dikasih dell mdh2an gak ada trouble ya,26,positive,0.75
b*****7,"Seller sengaja lama balas chat,ngulur"" waktu biar barang ronsokan dia laku by system.
Katanya laptop ngebut siap pakai minus batre,ga taunya minus banyak, sampai di sini
 keyboard laptop rusak nekan"" terus sampe susah booting ke windows,sama seller di janjikan di kasih ssd windows 10,tapi seller ngirim barang ke alamat yg salah.biar barang yg di kirim kembali ke pengirim.tidak sampai ke alamat saya,(ini hanya trik seller mengulur waktu hati"")",1,1,1756592115,seller sengaja lama balas chat ngulur waktu biar barang ronsokan dia laku by system katanya laptop ngebut siap pakai minus batre ga taunya minus banyak sampai di sini keyboard laptop rusak nekan terus sampe susah booting ke windows sama seller di janjikan di kasih ssd windows 10 tapi seller ngirim barang ke alamat yg salah biar barang yg di kirim kembali ke pengirim tidak sampai ke alamat saya ini hanya trik seller mengulur waktu hati,seller sengaja lama balas chat ngulur waktu biar barang ronsokan dia laku by system katanya laptop ngebut siap pakai minus batre ga taunya minus banyak sampai di sini keyboard laptop rusak nekan terus sampe susah booting ke windows sama seller di janjikan di kasih ssd windows 10 tapi seller ngirim barang ke alamat yg salah biar barang yg di kirim kembali ke pengirim tidak sampai ke alamat saya ini hanya trik seller mengulur waktu hati,75,negative,0.75
ctjgroubtourtravel,Barang sesuai pesanan semoga awet,5,0,1715464979,barang sesuai pesanan semoga awet,barang sesuai pesanan semoga awet,5,positive,0.75
,Kualitas:oke sangat bagus semoga sukses selalu trims.,5,0,1746066262,kualitas oke sangat bagus semoga sukses selalu trims,kualitas oke sangat bagus semoga sukses selalu trims,8,positive,0.75
m*****_,"Kualitas:baik
Permukaan:bagus
Kondisi:kondisi seperti baru",5,0,1722414672,kualitas baik permukaan bagus kondisi kondisi seperti baru,kualitas baik permukaan bagus kondisi kondisi seperti baru,8,positive,0.75
adi.berno,"Fitur Terbaik:top markotop

Biar bekas. Seperti baru👍👍👍👍",5,0,1707495523,fitur terbaik top markotop biar bekas seperti baru,fitur terbaik top markotop biar bekas seperti baru,8,neutral,0.55
tatangbintarno,CD room TDK BS namun semuanya berfungsi baik,4,0,1719569356,cd room tdk bs namun semuanya berfungsi baik,cd room tdk bs namun semuanya berfungsi baik,8,neutral,0.55
priyonoutomo168,"Kondisi Barang:sesuai deskripsi
Kualitas:baik
Permukaan:baik",5,0,1727526211,kondisi barang sesuai deskripsi kualitas baik permukaan baik,kondisi barang sesuai deskripsi kualitas baik permukaan baik,8,positive,0.75
iccanklutfy,Sesuai harga,5,0,1707475727,sesuai harga,sesuai harga,2,positive,0.75
ferryfadli243,Lumayan bagus..semoga awet 😁,5,0,1731476983,lumayan bagus semoga awet,lumayan bagus semoga awet,4,positive,0.75
keedxw9ync,"Fitur Terbaik:Tidak jelek
Sepadan dengan Harga:iya 

Beli ACER yg datang Fujitsu... Titipan teman dan dia nggak mau... Terpaksa beli sendiri",4,0,1668990045,fitur terbaik tidak jelek sepadan dengan harga iya beli acer yg datang fujitsu titipan teman dan dia nggak mau terpaksa beli sendiri,fitur terbaik tidak jelek sepadan dengan harga iya beli acer yg datang fujitsu titipan teman dan dia nggak mau terpaksa beli sendiri,22,negative,0.75
amiruddinamir083,Kualitas:bbbb,5,0,1723105262,kualitas bbbb,kualitas bbbb,2,neutral,0.55
kenzitristan,,3,0,1737370079,,,1,neutral,0.55
nadi_zmr,"Laptop nya hidup mati terus, kurang puas jadinya..",1,0,1723610727,laptop nya hidup mati terus kurang puas jadinya,laptop nya hidup mati terus kurang puas jadinya,8,neutral,0.55
badawani,"Kondisi Barang:baik
Kualitas:baik
Permukaan:mulus

Minus pada tombol on/off",4,0,1742896422,kondisi barang baik kualitas baik permukaan mulus minus pada tombol on off,kondisi barang baik kualitas baik permukaan mulus minus pada tombol on off,12,neutral,0.55
purnamawatiwati303,"Kondisi Barang:datang
Fungsi:proses
Permukaan:mulus",1,0,1749800170,kondisi barang datang fungsi proses permukaan mulus,kondisi barang datang fungsi proses permukaan mulus,7,neutral,0.55
rezar0701,Mantap terima kasih seller,4,0,1707664021,mantap terima kasih seller,mantap terima kasih seller,4,positive,0.75
