username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred,trust_score
d*****1,"Kegunaan:buat keamanan kepala
Kualitas:mantap
Ukuran:pas sesuai ukuran

Perdana pesen di toko ini,harga murah pengiriman cepat respon gercep, barang bagus sekali tampilannya dan sesuai dengan deskripsi yg ada di gambar etalase",5.0,400.0,1763425228,kegunaan buat keamanan kepala kualitas mantap ukuran pas sesuai ukuran perdana pesen di toko ini harga murah pengiriman cepat respon gercep barang bagus sekali tampilannya dan sesuai dengan deskripsi yg ada di gambar etalase,kegunaan buat keamanan kepala kualitas mantap ukuran pas sesuai ukuran perdana pesen di toko ini harga murah pengiriman cepat respon gercep barang bagus sekali tampilannya dan sesuai dengan deskripsi yg ada di gambar etalase,34,positive,0.2693532705307007,224,0.0089285714285714,0.1764705882352941,0.0,0.0,0.0463497899159663,0,98.61
rioirawan483,"Warna:warna nya bagus, sesuai pesanan
Ukuran:ukuran pas, enak di kepala
Kualitas:kualitas ny original bukan kawe

Buat temen-temen jgan ragu beli di toko ini, toko nya sangat amanah sekali",5.0,49.0,1763215640,warna warna nya bagus sesuai pesanan ukuran ukuran pas enak di kepala kualitas kualitas ny original bukan kawe buat temen temen jgan ragu beli di toko ini toko nya sangat amanah sekali,warna warna nya bagus sesuai pesanan ukuran ukuran pas enak di kepala kualitas kualitas ny original bukan kawe buat temen temen jgan ragu beli di toko ini toko nya sangat amanah sekali,32,positive,0.330394983291626,184,0.0,0.4375,0.0,0.0,0.109375,0,96.57
t*****i,"Ukuran:m
Kualitas:ok
Kegunaan:melindungi kepala

Wih keren sih ini di harga 150rban udh dpet helm se bagus ini🤭kecepatan pengiriman oke 3 hari dteng 
Bahan bagus kokoh kuat bisa tebal bismilah semoga awet next order di sini❤",5.0,103.0,1762522402,ukuran m kualitas ok kegunaan melindungi kepala wih keren sih ini di harga 150rban udh dpet helm se bagus ini kecepatan pengiriman oke 3 hari dteng bahan bagus kokoh kuat bisa tebal bismilah semoga awet next order di sini,ukuran m kualitas ok kegunaan melindungi kepala wih keren sih ini di harga 150rban udh dpet helm se bagus ini kecepatan pengiriman oke 3 hari dteng bahan bagus kokoh kuat bisa tebal bismilah semoga awet next order di sini,39,positive,0.3116394877433777,221,0.004524886877828,0.1538461538461538,0.0,0.0,0.0395927601809954,0,98.81
adpri10,"Warna:sesuai yg di inginkan... dn ini warna favorit bgt ..Aqua Blue
Ukuran:M pas di kelapa
Kenyamanan:nyaman bgt... apalagi di kasih itu.. semi Intercome.. ah lah pokoknya

Sesuai gambar.. ukuran sesuai permintaan..
Sebenernya ada Video Unboxingnya... TPI 3 menit 40 detik.. g bisa di up",5.0,31.0,1763293948,warna sesuai yg di inginkan dn ini warna favorit bgt aqua blue ukuran m pas di kelapa kenyamanan nyaman bgt apalagi di kasih itu semi intercome ah lah pokoknya sesuai gambar ukuran sesuai permintaan sebenernya ada video unboxingnya tpi 3 menit 40 detik g bisa di up,warna sesuai yg di inginkan dn ini warna favorit bgt aqua blue ukuran m pas di kelapa kenyamanan nyaman bgt apalagi di kasih itu semi intercome ah lah pokoknya sesuai gambar ukuran sesuai permintaan sebenernya ada video unboxingnya tpi 3 menit 40 detik g bisa di up,47,positive,0.2945389151573181,265,0.0037735849056603,0.2765957446808511,0.0,0.0,0.0700923323966278,0,97.02
heriyanto832,"Warna:solid
Ukuran:press
Kualitas:standar sesuai harga

Sesuai di kelasnya",5.0,43.0,1761902540,warna solid ukuran press kualitas standar sesuai harga sesuai di kelasnya,warna solid ukuran press kualitas standar sesuai harga sesuai di kelasnya,11,label_3,0.2701259553432464,73,0.0136986301369863,0.1818181818181818,0.0,0.0,0.048879202988792,0,68.71
primayoga611,"Warna:hitam glossy
Ukuran:ukuran m sangat pas

Helmnya keren dan kualitasnya bagus gk nyangka untuk harga segini bner2 worth it sih",5.0,18.0,1761938959,warna hitam glossy ukuran ukuran m sangat pas helmnya keren dan kualitasnya bagus gk nyangka untuk harga segini bner2 worth it sih,warna hitam glossy ukuran ukuran m sangat pas helmnya keren dan kualitasnya bagus gk nyangka untuk harga segini bner2 worth it sih,22,positive,0.3043199181556701,130,0.0076923076923076,0.0909090909090909,0.0,0.0,0.0246503496503496,0,95.98
toshihiko11,"Warna:bagus
Ukuran:pas
Kenyamanan:nyaman

cukup bagus diharganya, cuma ada bagian yang presisinya kurang pas sehingga ada yg kelok²",5.0,26.0,1761451111,warna bagus ukuran pas kenyamanan nyaman cukup bagus diharganya cuma ada bagian yang presisinya kurang pas sehingga ada yg kelok,warna bagus ukuran pas kenyamanan nyaman cukup bagus diharganya cuma ada bagian yang presisinya kurang pas sehingga ada yg kelok,20,positive,0.2626253962516784,128,0.0078125,0.3,0.0,0.0,0.076953125,0,96.24
ronie_curl,"Warna:hitam dop
Ukuran:pas dan Sesuaiii
Kenyamanan:sangat Nyaman

Baru pertama Kaliii belanja Disini Sangatt Puasss Pengiriman Cepat dan Helm Harga Sangat Murah Dan Terjngkau.... Jadi langganan Nanti Saya Pesan Lagiii....",5.0,42.0,1763475798,warna hitam dop ukuran pas dan sesuaiii kenyamanan sangat nyaman baru pertama kaliii belanja disini sangatt puasss pengiriman cepat dan helm harga sangat murah dan terjngkau jadi langganan nanti saya pesan lagiii,warna hitam dop ukuran pas dan sesuaiii kenyamanan sangat nyaman baru pertama kaliii belanja disini sangatt puasss pengiriman cepat dan helm harga sangat murah dan terjngkau jadi langganan nanti saya pesan lagiii,32,positive,0.335857480764389,212,0.0471698113207547,0.15625,0.0,0.0,0.0508549528301886,0,98.18
suhermansuherman808,"Warna:warna sangat bagus suai dengan gambar
Ukuran:pas di kepala sangat nyamanqq
Kenyamanan:ringan dan nyaman di pakai

Pengiriman cepat packing rapih,kurirnya ramah ,tokonya juga amanah ,terima kasih kpd tokonya juga shopi  ,warna juga bagus ,engga nyesel belanja di toko ini good 👍👍👍",5.0,95.0,1763408707,warna warna sangat bagus suai dengan gambar ukuran pas di kepala sangat nyamanqq kenyamanan ringan dan nyaman di pakai pengiriman cepat packing rapih kurirnya ramah tokonya juga amanah terima kasih kpd tokonya juga shopi warna juga bagus engga nyesel belanja di toko ini good,warna warna sangat bagus suai dengan gambar ukuran pas di kepala sangat nyamanqq kenyamanan ringan dan nyaman di pakai pengiriman cepat packing rapih kurirnya ramah tokonya juga amanah terima kasih kpd tokonya juga shopi warna juga bagus engga nyesel belanja di toko ini good,44,positive,0.2502634227275848,275,0.0109090909090909,0.3409090909090909,0.0,0.0,0.0879545454545454,0,97.36
bahru_n45,"Warna:hitam dop
Ukuran:pas
Kenyamanan:nyaman dipakai dan tidak berat

Saya kira biasa saja. Ternyata bagus helemnya. Ukuran pas dan nyaman dipakai. 
Design jg keren. Konsep futuristik. 
Semoga awet.",5.0,54.0,1763304182,warna hitam dop ukuran pas kenyamanan nyaman dipakai dan tidak berat saya kira biasa saja ternyata bagus helemnya ukuran pas dan nyaman dipakai design jg keren konsep futuristik semoga awet,warna hitam dop ukuran pas kenyamanan nyaman dipakai dan tidak berat saya kira biasa saja ternyata bagus helemnya ukuran pas dan nyaman dipakai design jg keren konsep futuristik semoga awet,30,positive,0.2815316319465637,189,0.0,0.3333333333333333,0.0,0.0,0.0833333333333333,0,97.41
suvrihamz,"Warna:bagus
Ukuran:pas
Kenyamanan:sesuai

Keren banget asli, kualitas bagus dengan harga terjangkau dapet bonus spoiler. Mantappppppppp",5.0,30.0,1762075459,warna bagus ukuran pas kenyamanan sesuai keren banget asli kualitas bagus dengan harga terjangkau dapet bonus spoiler mantappppppppp,warna bagus ukuran pas kenyamanan sesuai keren banget asli kualitas bagus dengan harga terjangkau dapet bonus spoiler mantappppppppp,18,positive,0.2899484634399414,132,0.0606060606060606,0.1111111111111111,0.0,0.0,0.0429292929292929,0,97.73
nofanafryanto778,"Warna:Sesuai deskripsi
Ukuran:Pas dikepala tidak kebesaran tidak kekecilan
Kenyamanan:lumayan nyaman dengan bisa empuk

Pas dikepala
Tidak terlalu pengap
Model stylish
Kalo pake helm ini Berasa muda lagi
Wkwkwk",5.0,39.0,1763109584,warna sesuai deskripsi ukuran pas dikepala tidak kebesaran tidak kekecilan kenyamanan lumayan nyaman dengan bisa empuk pas dikepala tidak terlalu pengap model stylish kalo pake helm ini berasa muda lagi wkwkwk,warna sesuai deskripsi ukuran pas dikepala tidak kebesaran tidak kekecilan kenyamanan lumayan nyaman dengan bisa empuk pas dikepala tidak terlalu pengap model stylish kalo pake helm ini berasa muda lagi wkwkwk,31,positive,0.3160739243030548,209,0.0,0.2258064516129032,0.0,0.0,0.0564516129032258,0,97.91
muhammadyusuf31,"Warna:putihh
Ukuran:ukuran nya pas di kepala aku gk kekecilan gak kebesaran juga
Kualitas:kuitas nya sangat mntap okee sekali

Toko nya amanah 🥰🤗puas beli di sini",5.0,152.0,1763387893,warna putihh ukuran ukuran nya pas di kepala aku gk kekecilan gak kebesaran juga kualitas kuitas nya sangat mntap okee sekali toko nya amanah puas beli di sini,warna putihh ukuran ukuran nya pas di kepala aku gk kekecilan gak kebesaran juga kualitas kuitas nya sangat mntap okee sekali toko nya amanah puas beli di sini,28,positive,0.3252057433128357,159,0.0125786163522012,0.25,0.0,0.0,0.0656446540880503,0,98.03
dj.ydrv,"Warna:KUNING MAXIM
Ukuran:L
Berat:kurang tau

Venroof / Ventilasi Roofnya Berfungsi ( angin masuk dari ventilasi ) kepala jadi adem , Gengsi Dapet Fungsi Dapet",5.0,15.0,1759916953,warna kuning maxim ukuran l berat kurang tau venroof ventilasi roofnya berfungsi angin masuk dari ventilasi kepala jadi adem gengsi dapet fungsi dapet,warna kuning maxim ukuran l berat kurang tau venroof ventilasi roofnya berfungsi angin masuk dari ventilasi kepala jadi adem gengsi dapet fungsi dapet,23,positive,0.2542113065719604,150,0.0133333333333333,0.1739130434782608,0.0,0.0,0.0468115942028985,0,94.2
dj.ydrv,"Warna:Grey Doff
Ukuran:L
Kualitas:SESUAI EKSPETASI

Fungsi dapet Gengsi Dapet , GAS BRE CHECKOUT",5.0,9.0,1758701843,warna grey doff ukuran l kualitas sesuai ekspetasi fungsi dapet gengsi dapet gas bre checkout,warna grey doff ukuran l kualitas sesuai ekspetasi fungsi dapet gengsi dapet gas bre checkout,15,positive,0.2669309675693512,93,0.010752688172043,0.1333333333333333,0.0,0.0,0.036021505376344,0,90.88
jalaludinasr1,"Warna:memiliki pigmen yang bagus
Ukuran:ukuran produknya pas
Berat:sangat ringan tapi nyaman

Overall oke banget diharga segini, tp mohon diperhatikan lagi karena ada baut braket yang kurang rapat jadi harus di baut ulang. Mohon lebih teliti lagi ya 👍",5.0,30.0,1760942623,warna memiliki pigmen yang bagus ukuran ukuran produknya pas berat sangat ringan tapi nyaman overall oke banget diharga segini tp mohon diperhatikan lagi karena ada baut braket yang kurang rapat jadi harus di baut ulang mohon lebih teliti lagi ya,warna memiliki pigmen yang bagus ukuran ukuran produknya pas berat sangat ringan tapi nyaman overall oke banget diharga segini tp mohon diperhatikan lagi karena ada baut braket yang kurang rapat jadi harus di baut ulang mohon lebih teliti lagi ya,40,positive,0.3305310606956482,246,0.0040650406504065,0.25,0.0,0.0,0.0635162601626016,0,97.12
arikpratamacandra,"Ukuran:pas L
Warna:hitam
Durabilitas:lumayan

Toko amanah...... Helem harga lumayan..... Langsung di pakai.... Alhamdulillah",5.0,35.0,1759781483,ukuran pas l warna hitam durabilitas lumayan toko amanah helem harga lumayan langsung di pakai alhamdulillah,ukuran pas l warna hitam durabilitas lumayan toko amanah helem harga lumayan langsung di pakai alhamdulillah,16,positive,0.2981762588024139,108,0.0092592592592592,0.125,0.0,0.0,0.0335648148148148,0,98.4
andri2505,"Warna:Hitam doff
Ukuran:Pas
Kualitas:baik

Bagus..
Amanah..
Ok gass lah.",5.0,23.0,1763223744,warna hitam doff ukuran pas kualitas baik bagus amanah ok gass lah,warna hitam doff ukuran pas kualitas baik bagus amanah ok gass lah,12,positive,0.297542005777359,66,0.0303030303030303,0.0,0.0,0.0,0.0075757575757575,0,97.77
kenziedela,"Warna:keren sih warnanya abu abu dof gitu
Ukuran:pas dan sangat nyaman
Kenyamanan:nyaman

pas banget si ini buat yg mau nyari helm yang bentuk nya sporty, udah gitu harganya sangat terjangkau keren lah pokoknya mah 😉",5.0,14.0,1761649650,warna keren sih warnanya abu abu dof gitu ukuran pas dan sangat nyaman kenyamanan nyaman pas banget si ini buat yg mau nyari helm yang bentuk nya sporty udah gitu harganya sangat terjangkau keren lah pokoknya mah,warna keren sih warnanya abu abu dof gitu ukuran pas dan sangat nyaman kenyamanan nyaman pas banget si ini buat yg mau nyari helm yang bentuk nya sporty udah gitu harganya sangat terjangkau keren lah pokoknya mah,37,positive,0.3122701048851013,212,0.0,0.3243243243243243,0.0,0.0,0.081081081081081,0,92.76
bharawisesa,"Warna:Cat nya lumayan bagus dengan harga segini
Ukuran:Pas bgt di kepala
Kenyamanan:Nyaman karena busa nya tebal

Ga nyangka bneran bagus euyy dengan harga yg murah, udah mirip helm2 kekinian jaman sekarang.",5.0,20.0,1762075392,warna cat nya lumayan bagus dengan harga segini ukuran pas bgt di kepala kenyamanan nyaman karena busa nya tebal ga nyangka bneran bagus euyy dengan harga yg murah udah mirip helm2 kekinian jaman sekarang,warna cat nya lumayan bagus dengan harga segini ukuran pas bgt di kepala kenyamanan nyaman karena busa nya tebal ga nyangka bneran bagus euyy dengan harga yg murah udah mirip helm2 kekinian jaman sekarang,34,positive,0.2915592789649963,204,0.0049019607843137,0.2352941176470588,0.0,0.0,0.0600490196078431,0,95.54
a*****3,"Warna:Hitam Doff
Ukuran:Pas sesuai lingkar kepala
Kenyamanan:Nyaman dan ringan dalam berkendara

Produk sesuai pesanan, hanya saja sprti biasa penghalusan di bagian spoiler dan dudukannya karena masih banyak tidak kerataan",5.0,44.0,1763301124,warna hitam doff ukuran pas sesuai lingkar kepala kenyamanan nyaman dan ringan dalam berkendara produk sesuai pesanan hanya saja sprti biasa penghalusan di bagian spoiler dan dudukannya karena masih banyak tidak kerataan,warna hitam doff ukuran pas sesuai lingkar kepala kenyamanan nyaman dan ringan dalam berkendara produk sesuai pesanan hanya saja sprti biasa penghalusan di bagian spoiler dan dudukannya karena masih banyak tidak kerataan,32,positive,0.2704128921031952,220,0.0136363636363636,0.125,0.0,0.0,0.0346590909090909,0,98.72
i*****7,"sesuai apa yg di pesan, pengemasan rapi, aman, pengirimannya cepet, terima kasih kak & abng kurir",5.0,7.0,1761918296,sesuai apa yg di pesan pengemasan rapi aman pengirimannya cepet terima kasih kak abng kurir,sesuai apa yg di pesan pengemasan rapi aman pengirimannya cepet terima kasih kak abng kurir,15,positive,0.2777291536331177,91,0.0109890109890109,0.0,0.0,0.0,0.0027472527472527,0,89.99
dinandyeager,"Cocok Untuk:smua mtr
Kualitas:standard
Tampilan:real pict

Design yg menawan, grey glossy UK L recomended",5.0,9.0,1761414340,cocok untuk smua mtr kualitas standard tampilan real pict design yg menawan grey glossy uk l recomended,cocok untuk smua mtr kualitas standard tampilan real pict design yg menawan grey glossy uk l recomended,17,positive,0.2561934292316437,103,0.0097087378640776,0.0,0.0,0.0,0.0024271844660194,0,91.8
haniesri,"Warna:grey
Ukuran:pas
Kualitas:bagus

Paket nya udah dateng...sesuai sama yg di gambar lumayan lah..notif pengiriman dari hari minggu tp baru dateng selasa mlm tp gpp lah yg penting udah dateng.makasih shopee n seller",4.0,189.0,1763119250,warna grey ukuran pas kualitas bagus paket nya udah dateng sesuai sama yg di gambar lumayan lah notif pengiriman dari hari minggu tp baru dateng selasa mlm tp gpp lah yg penting udah dateng makasih shopee n seller,warna grey ukuran pas kualitas bagus paket nya udah dateng sesuai sama yg di gambar lumayan lah notif pengiriman dari hari minggu tp baru dateng selasa mlm tp gpp lah yg penting udah dateng makasih shopee n seller,38,positive,0.274861067533493,213,0.0187793427230046,0.2894736842105263,0.0,0.0,0.0770632567333827,0,93.78
alifsakera,"Warna:bagus
Ukuran:pas sama kepala saya
Kualitas:desain bagus, tolong Babel nya di tebalin lagi kak soal nya bagian udara masuk nya ada retak dikit

mantap lah harga murah tapi tidak murahan tingkat kan lagi helm nya kak🙌🏻",5.0,10.0,1760953440,warna bagus ukuran pas sama kepala saya kualitas desain bagus tolong babel nya di tebalin lagi kak soal nya bagian udara masuk nya ada retak dikit mantap lah harga murah tapi tidak murahan tingkat kan lagi helm nya kak,warna bagus ukuran pas sama kepala saya kualitas desain bagus tolong babel nya di tebalin lagi kak soal nya bagian udara masuk nya ada retak dikit mantap lah harga murah tapi tidak murahan tingkat kan lagi helm nya kak,39,positive,0.3872840702533722,218,0.0,0.2564102564102564,0.0,0.0,0.0641025641025641,0,90.86
rinamaharani_97,"Warna:bagus
Ukuran:pas
Kenyamanan:sangat nyaman

Bikin keliatan jadi tambah ganteng 😍",5.0,3.0,1757419466,warna bagus ukuran pas kenyamanan sangat nyaman bikin keliatan jadi tambah ganteng,warna bagus ukuran pas kenyamanan sangat nyaman bikin keliatan jadi tambah ganteng,12,positive,0.2797437012195587,82,0.0,0.0,0.0,0.0,0.0,0,85.18
rofiqrina441,"Warna:merah dof
Ukuran:pas dan sesuai banget
Kualitas:sangat bagus

helmnya bagus banget keren kayak helm Sultan murah tapi bukan murahan next order lagi kapan-kapan",5.0,33.0,1762075433,warna merah dof ukuran pas dan sesuai banget kualitas sangat bagus helmnya bagus banget keren kayak helm sultan murah tapi bukan murahan next order lagi kapan kapan,warna merah dof ukuran pas dan sesuai banget kualitas sangat bagus helmnya bagus banget keren kayak helm sultan murah tapi bukan murahan next order lagi kapan kapan,27,positive,0.2976306974887848,164,0.0,0.2222222222222222,0.0,0.0,0.0555555555555555,0,97.61
